"preD"	"Dd3"	"Dd6"	"Dd30"	"NonD"
"st6galnac6"	-0.823601618093631	0.491274222696543	0.785623552057481	0.859719019942415	-1.31301517660281
"chrnb1(2of2)"	-0.781017017144199	1.43439088555389	0.463962889036096	-0.062154064126307	-1.05518269331948
"cldn19(2of4)"	1.43280783421874	0.0525413282959977	-0.943981699058121	-0.943981699058121	0.402614235601507
"pnp(3of5)"	1.03368539466462	-1.0874730337946	-0.765154054804705	-0.233997656150807	1.05293935008549
"cops4"	-1.10221195675745	-0.578173002262513	0.113559278756926	1.56138382798325	0.00544185227978352
"LOC107372748"	0.845827489162504	-0.0247990047540988	0.729907634345078	-1.65538120595371	0.104445087200229
"gale"	0.444232866364751	-0.0688933869582129	-0.313480960504727	-1.39065851759303	1.32879999869122
"lcp2(1of2)"	0.991204690021193	0.897147757992472	-0.262596835411237	-0.171729847992477	-1.45402576460995
"acaa2"	0.745065129607516	-0.0865963369410085	-0.57718084259942	-1.28582216240162	1.20453421233453
"exosc9"	0.282711314727355	-1.68286103615664	0.98433980533882	0.0800784154633074	0.335731500627154
"wdr73"	1.43530945307262	-0.521184327522962	-0.836704785602239	-0.733397804056947	0.655977464109525
"chrna4"	0.453247505452045	-1.03499268733044	0.235644006021081	1.31496471045176	-0.968863534594447
"prpf39(1of2)"	1.08782590979348	-0.585923467059894	-0.792201217348885	-0.80448449548347	1.09478327009876
"zcchc8"	1.21992595527182	-0.60300717615715	-1.15652745911243	-0.306831802517182	0.846440482514939
"anapc15"	0.85650254891847	-0.638513553580764	-0.762753316667162	-0.759249343460243	1.3040136647897
"csf1r(2of2)"	0.769245745651404	0.986656924283521	0.172126373352458	-1.486744668219	-0.44128437506838
"capsl"	-1.02499697687747	0.687481161567402	1.08467514622905	0.340950650253325	-1.08810998117231
"rpusd4"	0.106409673325562	-1.0770555059398	0.170689155219261	1.51342530375322	-0.713468626358238
"hist1h1b(1of6)"	0.930814440720665	-0.342376379876006	-0.509730305914681	-1.21269109483644	1.13398333990646
"tmem100(1of2)"	-0.542565296012713	1.15876131626986	1.01464535753501	-0.857658765037781	-0.77318261275438
"trerf1(1of2)"	-0.323798287818417	-0.846049069228337	1.18405490978179	0.935570261836565	-0.949777814571606
"msh6"	1.04665620033811	-0.92722805787155	-0.87281366456521	-0.330117100753645	1.08350262285229
"znf235(31of148)"	0.694866314151042	-0.997329839452387	1.01507560062557	-1.14313751163278	0.430525436308563
"fam83h(1of2)"	-0.818886001954619	0.120000482690658	-0.955339685021765	0.108043352024271	1.54618185226145
"pcdh1(2of2)"	0.745831907707492	0.705234437560937	-0.382325795782073	-1.59009347671065	0.521352927224298
"lsamp"	-1.10194370917798	0.620244592420224	1.00712474080048	0.527439205201837	-1.05286482924456
"huwe1"	0.827611888371652	-0.688022666437918	-0.77879299428112	-0.688087082075103	1.32729085442249
"tapbp"	1.14065273518449	0.0355602006586644	-1.00184374652891	-1.00335968990233	0.828990500588083
"ccdc90b"	-0.576753204431288	-0.432072245464646	1.2242748135106	0.881874045642328	-1.097323409257
"txn2"	-0.39612403131055	-1.37099043844309	1.36304888143869	0.311427073017209	0.0926385152977457
"LOC107396618"	-0.668043489787661	-0.668043489787661	-0.668043489787661	1.57341636058501	0.430714108777978
"zscan22(1of6)"	-0.798888844829517	0.819495561280983	0.963580230116142	0.307095117062685	-1.29128206363029
"tmem229a"	0.244039471971995	1.59891613992205	-0.91979324098861	-0.697989651798792	-0.225172719106641
"tnfaip8l3"	0.344545078767054	-0.055973182738971	-0.806438328122879	-0.984795068928978	1.50266150102377
"trim33(2of2)"	1.22828546777623	-1.14504097815027	-0.64899932125818	-0.264368682504946	0.830123514137164
"tnmd"	0.0282542653274639	1.70249851237093	-0.399980072586346	-0.831576690818782	-0.499196014293264
"sgms2(1of2)"	-1.01451475492077	0.432461460908318	-0.11174515359481	1.47174849694516	-0.777950049337898
"c11orf31"	0.550808720070204	0.406047779019411	-1.18415971649468	-0.911937818056029	1.1392410354611
"hspd1"	0.624033538799823	-1.63816779639608	-0.0613285065117346	0.12245006228302	0.953012701824966
"plaa"	1.01189162395288	-0.951913905618891	-0.802770979039235	-0.386766643224123	1.12955990392936
"cers5(2of2)"	1.04152465599143	-1.12872544807444	0.726066505940929	-0.993954162230069	0.355088448372145
"cxorf21"	-0.567298018410109	0.477768068291505	0.799192938933594	0.776404665450548	-1.48606765426554
"ier3ip1(1of2)"	-1.20874297238384	-0.876553534902084	0.52557208791424	0.407036395546945	1.15268802382473
"htr3a(4of11)"	-0.682060211180077	-0.682060211180077	1.52853764955436	-0.682060211180077	0.51764298398587
"rnd2(2of2)"	-0.492101024826674	1.29214952248032	0.850252123832149	-0.867051672290886	-0.783248949194906
"lcmt2"	0.0317735327965444	-0.809157643784583	0.340804925661295	1.46984975107233	-1.03327056574559
"serpini1"	-0.111908788079617	0.387869211457579	0.940861288252926	0.443132389912641	-1.65995410154353
"LOC107383633"	-0.655269465821564	1.03100860377473	-1.09840120499581	1.0824543750507	-0.35979230800806
"csmd3(7of9)"	-0.998201566868989	1.40295228094373	0.407095916667403	0.113713080584841	-0.925559711326989
"rab27b(2of2)"	1.1281273349934	-0.581658643243271	-0.992309400033975	-0.58483487635918	1.03067558464303
"jag2(2of2)"	-0.328390705107837	0.345402863039773	0.537079717946109	1.01347583253147	-1.56756770840952
"zbtb39"	1.53268947885912	-0.189956301211324	-0.878917280973422	-0.838010821299787	0.374194924625414
"brd7"	1.026825817888	-0.880985705109831	-0.746707193888352	-0.54555720086151	1.14642428197169
"LOC107372370"	-1.07986537691786	0.573848074117975	0.788554714574591	0.818641947028102	-1.10117935880281
"schip1(2of3)"	-1.55248086560678	0.5536647667716	1.04497203497591	0.285326594848495	-0.331482530989225
"nqo1(2of6)"	-0.745471592672309	1.06794133473344	-0.989445580348607	1.07589699411027	-0.408921155822798
"ppil3"	0.0206198110640955	-1.25669100575012	0.300454382896283	-0.504904371343366	1.44052118313311
"prr16(1of2)"	1.22365616997567	-0.722825097126461	-1.25953982813749	0.609494976305509	0.14921377898278
"LOC107382444"	-0.717138499796829	1.34295556616776	-0.717138499796829	-0.717138499796829	0.808459933222728
"fpgs"	-0.438365907568718	0.0379385297562832	1.55936442281369	0.0134948232325499	-1.17243186823381
"lrriq1"	1.22539361194422	-1.05751934786718	-0.420182228383624	-0.639248057698042	0.891556022004632
"cetn3"	0.946178137820835	-0.779481820269272	-0.646285822722216	-0.751282089035179	1.23087159420583
"rab1a(3of3)"	0.540812698782446	-1.01057667326344	-0.732287676807688	-0.243825369686564	1.44587702097525
"c1orf112"	0.979079124016798	-1.23092660692313	-0.709110803911904	-0.0494572728505665	1.0104155596688
"znf721(2of2)"	-0.738294552619231	0.0205676620096984	0.565148651708172	1.32598209511141	-1.17340385621005
"cdh18"	0.847625918933839	-1.04551838147665	-0.282367458992595	-0.758210020784542	1.23846994231995
"runx1t1"	0.0103940860813393	1.36703513209397	-0.508755357699623	-1.29891132225695	0.430237461781262
"kiaa1324l(3of3)"	-1.03128338863645	1.19822466241213	0.936748627487733	-0.467736269348822	-0.635953631914586
"glrx2"	1.14026399923264	-1.03536714925172	-0.925674300273079	-0.0554986843555454	0.876276134647703
"irf8(2of2)"	0.103488101253088	0.838727508143463	-0.462573833326259	-1.45572049573892	0.976078719668633
"ankrd63(2of2)"	0.78762443027372	0.513833757342632	-0.579670928526871	-1.48319390522411	0.761406646134632
"arhgap44(2of2)"	-1.71773862373811	0.709296250375839	0.172599427837268	0.128814595951029	0.707028349573974
"nol10"	0.867254963377964	-0.796471372438531	-0.554605690776539	-0.804242093028276	1.28806419286538
"gipc1(2of2)"	0.901492226721866	-1.33458964664344	-0.407103083720407	-0.246038200866362	1.08623870450834
"nlrx1(1of2)"	-0.402208007638447	1.76936968949111	-0.218593293549856	-0.583555688433246	-0.565012699869557
"scarb2(2of3)"	0.556813671353319	0.183543038395563	-0.282633315615274	-1.54636569034088	1.08864229620727
"atg9a(1of2)"	-0.36440582775175	-0.0756570570779853	0.357312340553492	1.40709641267415	-1.3243458683979
"pvr(2of2)"	1.00117830919159	-0.393464694940795	-0.510623651498074	-1.18374932050138	1.08665935774865
"cadm2(1of3)"	-1.32357176314163	1.2108479714034	0.750844540663651	-0.233508026121371	-0.404612722804048
"mmadhc(2of2)"	-0.744184645958211	-1.27388234693401	0.152728293359802	0.758970162504585	1.10636853702784
"ogdh(2of2)"	0.663311283105071	-1.40587961099427	-0.664459228072926	0.427695609882514	0.979331946079607
"ehbp1l1"	-0.932736334740659	0.956604979700787	1.18762672481329	-0.793620101281802	-0.417875268491616
"zdhhc8(3of3)"	1.20126396705884	-0.674369603105081	-1.18266667730517	-0.166315920802097	0.822088234153508
"tra2b(1of2)"	1.02641686710172	-0.621601676264648	-0.819625657983505	-0.741873358290641	1.15668382543707
"LOC107378154"	-0.447213595499958	-0.447213595499958	1.78885438199983	-0.447213595499958	-0.447213595499958
"myl1(1of2)"	-1.10783817191717	1.02037519048534	0.873421821632487	-0.96734765030489	0.181388810104237
"plod1"	0.00769010256760267	-0.018991357224492	-0.406455301451337	1.57765766285461	-1.15990110674639
"ces1"	0.964011779179031	0.465233668131941	-0.711096581338377	-1.38150087992529	0.663352013952696
"wfdc3(5of7)"	-0.724216716708233	-0.724216716708233	1.26843232958919	0.904217820535509	-0.724216716708233
"pnpla2(3of5)"	-1.52273013873163	0.980808427183436	0.34904001962709	-0.441554109835431	0.634435801756537
"camsap1(2of2)"	-0.932650150517158	0.458348450820487	0.768856579205113	0.921731135155886	-1.21628601466433
"capn3(2of2)"	0.816365880126208	-0.634374710401774	-1.35179797512415	0.126900274960032	1.04290653043968
"laptm4b(2of2)"	1.0659846605885	-0.944623561977157	-0.580234275867046	-0.645037229806492	1.1039104070622
"rbm15b"	1.03513929357792	-0.973198371245957	-1.09444257726103	0.162317793927243	0.870183861001823
"LOC107382835"	0.985679809010663	-0.953551336015068	-0.758620211814515	-0.436683944584559	1.16317568340348
"elp5"	-0.943599991054603	-0.697312953659003	1.60735743054035	0.156800622651692	-0.12324510847844
"ticrr"	1.11521741093029	-0.782437176172732	-0.656797475528721	-0.749091177024504	1.07310841779567
"tnip1(1of4)"	-1.03283741693231	0.450005747757464	0.424565608860191	1.20562352457334	-1.04735746425869
"ackr4(2of2)"	0.305986996759848	-0.927209313050327	1.47710893671239	-0.927209313050327	0.0713226926284185
"rps18"	-1.07263672509409	0.458741121993029	0.620323929127849	1.05843187033191	-1.06486019635869
"tmem151b(3of3)"	-0.851792877349537	-0.534636249616883	-0.678102464925168	0.586370811226636	1.47816078066495
"otop1"	0.522491265335864	-1.41463968885027	0.196953455062455	-0.502508021824849	1.1977029902768
"cxcl1(2of2)"	-0.447213595499958	-0.447213595499958	-0.447213595499958	-0.447213595499958	1.78885438199983
"nccrp1"	-1.20104822071021	1.36068681696445	0.62362237093286	-0.463605565325495	-0.319655401861603
"tmem208"	0.917458427085914	-0.765105979573876	-0.979827862012225	-0.383276236985754	1.21075165148594
"msantd1"	0.931165348527597	-0.641506486954336	-1.34747616552508	0.112843885401724	0.944973418550095
"wdr4"	-0.855091035114523	0.539928848373654	0.951991436380256	0.648082327793505	-1.28491157743289
"prokr2(1of2)"	-0.164732292965013	0.993468175121167	0.863798792003719	-1.48164088547178	-0.210893788688091
"moxd2"	0.595977625582656	-0.834151029721462	-0.497324274821504	-0.734792061623915	1.47028974058422
"gabrr2(3of3)"	1.04423679341181	-0.719961599433975	-1.24679948877142	0.00783612686939353	0.914688167924186
"zkscan2(1of2)"	0.0499507350002364	0.195346033246591	1.05685658977318	0.347571736629692	-1.6497250946497
"zscan22(2of6)"	-0.881210323303149	-0.280136053629847	0.46569480914252	1.50673797867397	-0.811086410883489
"ttc16"	-0.598959283521961	-0.537648109286497	1.32573170107231	0.793338105482654	-0.982462413746509
"cd2ap"	0.189812102420948	-0.485708584989815	0.742179099510024	-1.46363408019484	1.01735146325369
"ptprj"	-1.01712009563376	0.769003930473368	0.842700540545733	0.565027409444094	-1.15961178482944
"rag2"	-0.989105489459669	0.316285724657814	0.300723894839794	1.36120135942173	-0.989105489459669
"ppp2r2d"	0.879173465386963	-1.21589908060558	-0.712414818909416	-0.063120494143443	1.11226092827148
"snai2(3of3)"	-0.569104868095159	1.27963982447882	0.610193715413753	-1.29050046648236	-0.0302282053150544
"slc48a1(1of2)"	-0.374411510368042	-0.914030764999264	0.418029110329041	1.54669340329577	-0.676280238257508
"utp20"	1.21580380111967	-0.416733923643244	-0.66764962499162	-1.03878830679493	0.907368054310129
"camkk2"	-0.55090745537791	0.798339386255983	0.809338118544298	0.432277647914995	-1.48904769733737
"rmdn2"	-1.18893432930068	-0.30395093817564	-0.12341435458434	1.57385394799784	0.0424456740628157
"bbs7"	1.09904173491011	-1.24562922141208	-0.428392057844665	-0.380228212554206	0.955207756900842
"actr2(2of2)"	-0.931964905861387	1.1577016019611	0.969947965966379	-0.858167563028636	-0.337517099037453
"tk1"	1.02424647313206	-0.691195110475613	-1.07249664221061	-0.354683935721313	1.09412921527548
"pfkp(2of2)"	0.951625055801735	-1.20159925851964	-0.432723562663656	-0.442960104246954	1.12565786962851
"gipc1(1of2)"	0.851543360578407	-0.961777201925529	-1.19425754630379	0.461512186307917	0.842979201342994
"zbtb26"	-0.521524612918686	-0.62002612601558	0.751795307100591	1.35729520741413	-0.967539775580458
"tnk2(2of3)"	-0.629069754248977	0.127064898427319	0.770658876509386	1.08183974642065	-1.35049376710838
"igfals"	0.427164594348816	-0.572034667014865	0.300200149327839	-1.37922619768025	1.22389612101846
"lztr1(2of2)"	-0.528110974509345	1.19100479463083	0.701443586428869	-0.0188908605234733	-1.34544654602688
"notch1(3of3)"	-1.49032839780524	0.747615233796701	0.783504903547551	0.529731757240807	-0.570523496779814
"heatr5b"	0.0598546050335062	-0.863446041703261	-0.710154530821849	1.65153646087782	-0.137790493386216
"fgfr3"	0.828901673353178	0.178493571419027	0.562680757265541	0.145521803665931	-1.71559780570368
"add3(2of2)"	-1.36538333218428	1.12324786055766	0.538775384712418	-0.667822634955731	0.371182721869925
"rims1(2of2)"	1.0948031473944	-0.583436385448504	-0.952885717133837	-0.632337049411417	1.07385600459936
"dcbld2(1of2)"	1.45068411557025	-0.316991359010383	-0.355206832977058	-1.21563270469212	0.437146781109308
"tecpr2(4of4)"	-0.81163705014128	0.892456457512685	1.09125613204746	-1.16355239701279	-0.00852314240607761
"myo7a(2of8)"	-1.08304110848867	1.50110035341923	0.250058937681289	0.0454137410587271	-0.713531923670584
"usf2(1of2)"	-0.154637310282894	0.982972626062137	0.760933958153505	-0.0304542860424387	-1.55881498789031
"pcdhb16(3of3)"	0.0582796252109443	0.278144636048119	-0.439432032022145	-1.3124670152496	1.41547478601268
"parg(3of3)"	0.723166529970602	-1.4322054053158	-0.541699941600476	1.04382204980587	0.206916767139807
"pcdh7(2of2)"	0.507799195519633	0.758854896740709	-1.61607645934687e-05	-1.72053867622713	0.453900744731377
"mapk10"	-1.08593559028458	1.39967581773995	0.638558023646272	-0.460997064657747	-0.491301186443903
"psmg4"	0.318393184281296	-1.61639974997276	-0.262163689444753	0.786496676601661	0.773673578534558
"mid1ip1(4of4)"	1.04844516840945	-0.81207022188877	-0.990758574323256	-0.321075614100715	1.07545924190329
"plbd2"	-0.22333135400645	1.33306129282117	0.651377969549264	-1.1952179847244	-0.565889923639587
"gpr158(1of2)"	0.768404074394713	0.691435183046242	-1.16249016392568	-1.02499667450756	0.727647580992279
"hist1h4c(5of12)"	0.912211803783327	-0.335189394534938	-0.563390663478022	-1.17686197088498	1.16323022511461
"clec3b(1of2)"	0.43720070438353	-1.27966929250703	-0.723233509542145	1.2424834058635	0.323218691802147
"crtc3"	-1.10753486969279	0.870588111983979	0.560022894202943	0.746654674145571	-1.0697308106397
"ccdc53"	-0.814394988915132	-0.650829964777356	1.57234527579999	0.412902115525552	-0.520022437633049
"sike1"	-0.802954297315273	0.496642354481013	0.672403637201317	0.954818941026095	-1.32091063539315
"donson"	1.11118849635359	-0.34588837014624	-1.26099668946156	-0.435032077119937	0.930728640374147
"bora"	1.05445593331922	-0.810224621378735	-0.822880739812024	-0.543474318081549	1.12212374595309
"dido1(2of2)"	-0.624442088102852	-0.918591755372165	0.928172892338917	1.23364032027908	-0.618779369142977
