"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"rab26(1of2)",0.00655305981147824,0.00258180527307734,5.59130343045661e-06,4.35205099965124e-06,5.55048397430158e-05
"rrh",0.000389646258742294,0.00721611219672245,0.00677887222805065,0.0127470186307063,0.00983161309991749
"nrg3(1of2)",0.00681858200744799,0.00624809474323094,0.000334060792215502,0.00030937415189303,0.00313532657554673
"hapln3",2.0419156927702e-05,0.00232047099933735,0.00463702974768971,0.00908598439764846,8.44523106859067e-05
"tdh(2of3)",0.0100767272691227,0.00390386535415275,0.00777850748954705,0.00211998780718748,0.00161772422975759
"zfp706(1of2)",0.0109829517360288,0.0022130703889346,0.000787118703304035,0.00532431226166037,0.00353317271235673
"desi1(2of2)",0.00185647090952511,0.000122455312487891,0.00528156987024666,0.0112675590281169,0.000824710921819579
"slc47a1(4of4)",0.00376326140752293,0.00204273667223186,0.001565217569915,1.44939671929258e-07,7.77431992168839e-05
"etnk1(3of3)",0.00754346654298039,0.002352091368361,8.61989934068264e-05,7.09007031892826e-05,0.00032219935689735
"wdr59",0.00441915590835581,0.00457997278396912,0.019789610517644,0.000885825317390995,0.0012843884764497
"LOC107378013",0.0034232750424984,0.00562942688982209,0.00116297576411598,1.10007573933122e-05,0.000805583591731515
"adgrf5(2of6)",0.00704354046753203,0.000128804764205151,0.00416171298611508,0.00760127241038653,0.00373836514960713
"pdap1(2of2)",0.00919045149781791,0.00280730983467774,0.000316404261268001,0.00646089141686415,0.00204401203395923
"abhd11",0.00370475820634695,0.0087566881067084,0.00205474077682854,0.000177640543638776,0.000741312740341419
"dab2(1of2)",0.00454032014117335,0.000149935265639724,0.0054359487221768,0.00263140874224962,0.0132745834402846
"doc2a(2of2)",0.00777813647812462,0.00362704684896284,0.000669969460869867,0.0004088416516196,1.35839302882485e-05
"LOC107379328",0.0129459858324672,0.00030580101876731,0.00425093735480074,0.000576698736638251,4.15817982384967e-05
"atp5e",0.00317219211449668,0.00258275702064812,0.0178618288667084,0.000738880277591981,0.000350740446040317
"hdgf",0.0109765231762415,0.00400486405558397,0.000898854883201655,6.68995268048016e-05,0.00519362560611013
"fancm",0.00177586961574858,0.00527561474102348,0.000137810668435008,0.00692003975768624,0.000469549391085049
"cmip",0.000405939099674885,0.0198328665118929,0.000740287130886207,0.0016044297076562,0.0071501566442852
"bri3",0.0123925879597764,0.0032224019095886,0.00167989887186376,0.00101798332723532,0.000673624385607675
"znf569(1of12)",0.000451878533033526,0.00883434540275999,0.00551909365412755,0.00291602364531763,0.00152013185293783
"tmem82(2of2)",0.0043340370788922,0.0073489229150884,0.00246183996161192,0.000130985440429827,9.58311997248007e-06
"gpd1(1of3)",0.0103410830472373,0.000404299660730414,0.000456324313267615,0.0101845339195592,0.0060372158963538
"dtx4(2of3)",0.0018756872481073,0.013355999538245,0.0031243150403843,2.08585558315709e-05,0.0141610656787223
"cetn2(2of2)",0.00892713060625655,0.00750454506716688,0.000406318817086898,0.00589875382074307,7.09285450335127e-07
"aif1l(1of2)",0.000159793230412924,6.69363782787493e-05,0.000160324485733602,0.00604357304621291,0.00671128465238555
"map3k12(1of2)",0.00182369119598279,0.0145108230386383,0.00371472656328412,0.00237305535117962,7.26354357248709e-05
"rhag(2of2)",0.00455233427596833,0.00177930704963011,0.00118409882838152,0.00672531227901446,0.00395952282436957
"snd1",0.0025602785030052,0.00906363502431312,0.00389333266400362,0.012320798641091,0.00213669403343885
"e2f3(3of3)",0.000170932162055034,0.0227711043357557,0.0029386929746507,0.0038225429341831,0.0071783020101392
"glrx3",0.0121642525332669,0.00186932084211321,0.000500904959095848,7.94000062144154e-05,0.00345316511477273
"hoxc6",0.00149993260833546,0.00351744850494794,0.000889677087303394,0.00163630564186868,0.0208403215098489
"frem2(2of3)",0.00808817426321352,0.00141354127702692,0.00587592159785284,0.000361742648452044,0.00251220812879228
"il18rap",0.000279628168501509,0.00274926690589393,0.0322909343667869,1.1247912338197e-06,0.000690677664384164
"cldn20(1of2)",0.00343687640471857,0.00101350668887972,1.68757565576664e-05,0.000872837732225973,7.32737205967959e-06
"LOC107394807",0.00020897917586948,0.00536868243170431,0.00737165365703036,0.0238774989375512,0.00761038978069699
"prkd3(1of2)",0.00187490801451497,0.00931422409621494,0.0130947826726034,0.00741788523251014,0.00494410417298308
"LOC107372942",0.000153847342735725,0.000784434499075312,0.000235384810300463,0.0152221687216903,0.0169268511016734
"gnrhr(3of3)",0.00738403541162768,0.000201414546971182,4.75190073964486e-06,0.00214105078537647,0.000163802857919314
"ak5",0.00471487843763391,9.01447067563621e-05,0.00205811417643846,0.00116456725946335,6.05893561622709e-05
"uncx(1of3)",0.0045058607736876,2.00611134346645e-05,0.00736523890321143,3.11144384994412e-05,0.00627749508843675
"dis3",0.00042208854417439,0.0117283969001416,0.00341629448880839,0.0125826187121546,0.0254679320166917
"amt",0.000221630653963829,0.0014405720229775,0.000452506803812706,0.00420907119479532,0.00321823671831587
"guk1(1of2)",0.00999133131066826,0.006459588059153,0.00253904797669028,0.000293919172113615,0.00107765814715763
"tnpo2(1of2)",6.07812019657954e-05,0.0011794260911664,0.00372772814794847,0.000105097637298812,2.34471213963178e-05
"exosc4",0.0107711149528729,0.00246522740889064,0.00394040684487683,0.00497745008525176,0.00156345931085878
"g6pd(1of2)",0.00262185385137767,0.0030503068283934,0.000342256862963779,0.00472048154144323,0.000843816196975754
"fgf6(1of4)",0.00781474544921857,0.00601747612649461,0.00682924811758945,0.000249219593666625,0.000228747225654521
"rps17(1of2)",0.000499613812782886,0.0158323512168762,0.0098643692319865,0.00151878569308598,0.012415774621913
"tmem50a",0.00981460381282297,0.00020611482234458,0.00254681569244983,0.00458315880346014,2.93362107130723e-06
"chchd7",0.00347286511239462,0.00243536784166774,0.00833376563305018,0.0124376860991113,0.00178341844276989
"sh3bgr",0.00497370214896055,0.00390069668401851,0.000249967859593673,0.00331153555496445,0.000316846226544075
"LOC107381015",0.00527632440582104,0.00851344593751495,0.00288513152827316,0.000592532923294748,0.00618488561624278
"cnnm3",0.00246424873173159,6.87135556431614e-05,0.0255517177627767,0.00135592174784063,0.000230786455477236
"LOC107373439",0.00656922642416662,0.00386877148409308,0.00627549912428044,0.00122413731799925,0.0038644166203197
"ccdc171",0.000839851669037617,0.0152216133202808,0.000104179375984409,0.00330143286592052,0.0021929712926779
"krtcap3(1of2)",0.00441153206561935,0.00500409575262458,7.09991339973778e-05,0.00239666577455519,0.0438810670192414
"ano1(3of5)",0.000119566124694666,0.00137575982027725,2.65282617347641e-05,0.000280547371329092,0.0420185062821484
"srgap2",0.000972146608319981,0.0158658793441899,0.00783244615239456,0.000160477407970461,0.00542765419363614
"sfrp2(1of2)",0.00965559714798321,0.000328106418262041,0.00338098830781044,0.00112464744035217,0.00202122190743227
"osgin2(1of2)",0.000725952522283826,0.00230701695872276,0.0183950500668358,0.00142805688362878,3.5145375335321e-05
"aven",0.011243007043627,0.0001430002619706,0.00117504909985798,0.00120971377714293,6.59155639822005e-05
"rin2(4of4)",0.000119551551575855,0.0173708450305329,0.00509273259974479,0.000480830711744511,0.000715663168778324
"serp1",0.0115765631885924,0.0020428484630802,0.00423272661992176,0.00178479129214246,0.00378054426250282
"smox",0.00565225721901344,0.00232354301380307,0.0170527825038785,0.000565142004644145,0.000458345437260652
"c18orf63",0.000455699594749513,0.00209175215510641,0.00373529198852592,0.00477504044636429,0.000315556357159639
"casr(22of74)",0.00845650512098397,0.00101063947347692,9.60008049176647e-05,6.29174018084834e-05,7.24567896778994e-05
"prkca(2of3)",0.00535855784665919,0.00423822927574138,0.0068398430407409,0.00249054545087607,4.17020703670029e-07
"slc3a2(2of2)",0.000576639692803346,0.0216024164051506,0.00719643281238158,0.000198971472175602,2.92759316697975e-05
"snx15",0.0064944940793843,0.00420539917104433,0.00516449168395456,2.90646535971552e-06,0.00985581262840119
"ephb2(1of2)",0.00205849961355842,7.91513454549786e-05,0.005051314601755,0.00257874753232705,0.00711721466439084
"zfp644",0.00010317179791145,0.0216650507906239,0.000603956427361714,0.00242790613265761,0.00153220205282972
"pcsk5(1of5)",0.00327988321502914,0.00166621545695754,0.00233408840664074,0.00536513796929166,0.000771476689653227
"tnfaip6",0.00232392639751501,0.000477544134729212,0.00363740438455836,0.00107180646513157,0.00478458354413533
"klhdc10(2of2)",0.000106258920341017,0.00263333801131436,0.000978021611192374,0.0320704204452749,0.000119880637528459
"uros",0.0109828501717333,7.01250081116894e-05,0.000393431633769453,0.00744533202743978,0.000135636569274332
"cst1",0.000802553180978169,0.000981370972875116,6.7510172671335e-05,5.16601335954493e-06,0.0159728593029135
"xpo6",0.00205824937928005,0.000150567462057113,0.0220559164372544,0.00459874681553135,0.00490143011007441
"gpr37l1",0.00310828834868304,0.00365907742297328,0.00240543769173689,0.00140942830650167,0.00186004640166953
"rrm2(1of2)",0.0113454064152636,0.000795338245653438,0.0013879163033296,0.00157959311974793,0.00906180885565013
"cobll1(2of2)",0.000115358844482903,0.00227837492959863,0.00814746176634901,0.00139897766614968,0.00796499207045039
"bag4",0.0104873796420982,0.00681180119372813,0.0031085931522645,0.00234866121263408,7.5009179039402e-05
"prpf19",0.0121438401330061,0.00236451459269151,0.00120587260306901,0.00890599295703512,1.35097897917878e-05
"col19a1",0.00289527551142046,0.00590503531647868,0.00176604248767115,0.025597213438094,7.7781381858652e-06
"nek2",0.000134761052281768,0.00291159554376307,0.00172216890579948,0.00202492918873967,0.00695088745000549
"kif16b(1of2)",0.00274167666227171,0.000810566395047352,0.00510421157517524,0.000132469151521291,0.00297839916514282
"f2rl2(1of3)",0.0059371579291549,0.00431043013514869,0.000848084472128573,0.00368628437288639,0.000901881714450572
"prex1",0.00703360849988905,0.00013454806642699,0.00516388355964294,0.00163840326749064,0.00117356744015445
"grpr(2of2)",0.0050372668179059,0.00946111378473094,0.000559686187718798,8.49989748727526e-05,0.00194742453397793
"cntnap5",0.00652158789877001,0.00892275058533726,0.00862463404079399,1.2618011919026e-05,0.00222385377287792
"sox11(1of2)",0.00310478220107927,0.0166158952182425,0.000237921569195121,0.0012638972793372,0.00313701972950598
"crygs",0.00604837277951973,4.21201007641968e-05,0.00461916950873291,0.00054503858784278,0.000134010602604116
"fam109a(5of5)",0.00647991912594956,0.00249751581657273,9.98323597620081e-05,0.00537474989244209,0.0128509915889826
"wbp11",0.00118485562634664,0.0142020932033778,0.000333241536796517,0.0133270446496021,0.0212830701127659
"daam1",0.00343124791484588,0.00781115202572874,0.000549973396052691,0.000909698897017517,0.000413830693851749
"dync1li1",4.73751082933856e-05,0.0173926942197385,0.00269685030926958,0.0038479363394706,0.00270622438273283
"anks1b",0.00242393614413134,0.00689822410657279,9.510961730973e-09,0.0215898816356023,0.00841942675686577
"mest",0.00749703358224,1.17060091435091e-05,0.000105677770587925,0.0210768328903572,0.00424670701137882
"pcdhga8(1of2)",0.000251400994469489,0.00135580858510228,0.00149223297348687,0.000615158755496209,3.31614885711862e-05
"eya3",0.00811506193435977,0.00207026490432557,0.0106851615927327,0.00749802414709601,0.00161559781110584
"ncoa7(2of3)",0.00057475916416998,0.00109581582530962,0.000600219840735118,0.00211616906258452,0.0216580312750509
"LOC107376313",0.00572852696447639,0.0100473442453618,0.000825568755399969,0.00166546097191805,0.0143194456820659
"eps8l1(2of2)",0.00572550575714567,0.00577595984085469,0.00423562682311402,0.00167662939156598,0.00218093949749924
"glipr2(1of2)",0.00505645486339562,0.00160996493327361,0.00767459270150488,0.000961727247244522,0.00417830155343405
"card11",0.00313192307786673,0.000170286989301493,0.000287015753180239,0.000372316170299008,0.00952704783411285
"bnc2(2of2)",0.000355631426955327,7.6153788042304e-06,0.000190197983783947,0.00231178408115384,0.0243093984674402
"ptx3(1of2)",0.0059172159512634,0.000796607969926187,0.00442983555387376,0.000131737352961976,0.000429690229164449
"znf850(2of2)",1.82999104408406e-05,0.00058597192538493,0.00878816767243586,0.0153231999516942,0.00102298140006788
"rcbtb1(1of2)",0.00334673695984337,0.00747500994622922,0.0150657451506829,0.00774648544785186,0.00156313912226053
"mylk4(1of2)",3.63731835998122e-05,3.04629211183642e-05,0.0028755409882473,0.00274898421717048,0.000516583604261368
"fntb",0.0124702422936852,0.00128241106332108,0.00446034122783639,3.557715597841e-06,0.00481900922109468
"cpeb4(1of2)",0.00401435628529402,0.0119568814706429,0.00102504649485017,0.000797111816616086,0.00542050971266798
"kcnt2",3.07297303686473e-05,0.000115970117828633,0.000728982531239042,0.00213864170035637,0.00249477000727212
"rragc",0.00270087779669417,0.0030169122225779,0.0114320643681549,9.6616819605666e-05,1.37167130387366e-05
"cuzd1(2of2)",0.00522033806267183,0.00646776881631001,0.000619345597257053,0.00489024990497617,0.000519042454031508
"plekhg3(2of2)",0.000185910239166091,0.00777579337988452,0.0168956547862914,0.00283167235689899,1.19667447579284e-05
"axl",0.000260473349242336,0.0141463091853726,0.0191607748647342,0.000562331710227972,0.00276392026888744
"swsap1",0.00480604948064558,0.000436281100457831,0.00917768113826647,0.00247143558758829,0.00552921206748486
"cpsf7",0.00414844918969493,0.0105736852649304,0.00202658112435834,0.00057543660496325,0.0046092122745724
"fastkd1",0.00623129474378014,0.00303491851327257,0.0105491701996793,0.000657089535058863,0.00217461386587655
"mecr",0.000873455008971072,0.0137846660633419,0.00186130944502508,0.01880897860523,0.000943489416129527
"LOC107373746",0.000972844326680972,0.00554392633571971,0.0165957414542165,1.78557372866884e-06,0.00482043131981887
"ttn(2of4)",0.00411199582564098,0.0154419464426965,0.00613891022068976,0.000119218909187619,0.000508431715280071
"cxadr(1of2)",0.000146981546940815,0.000210152486605742,0.000583621738535278,0.000186628943206326,0.000391530073608718
"ampd2(1of3)",0.0107913829273532,0.000554648931442256,0.00915461159656086,2.69228185639644e-06,1.2376404203852e-05
"LOC107394415",0.0119973346742505,0.00100621214023154,0.00275886637331674,0.000215344416900599,0.00800066132859997
"rhcg(4of4)",0.000646990080802071,0.000759269024454784,0.00463211531707373,0.00969130755343178,1.13719891033016e-06
"s100a5",3.68363359897304e-07,0.00143483884087755,0.000500011561146818,0.00122095184571078,0.0022141618827312
"ddost",0.0128745768527791,0.00472584331807501,0.00116136733917742,0.00093768565176804,7.33711435723084e-05
"vps37b(2of2)",0.0112986538951355,0.000753470460620845,0.00334243505947934,1.67809724832456e-05,0.00312846371250737
"chrna3(3of3)",0.000805936747378671,0.00340258549967224,0.0160310637423941,0.00139545215908209,0.00219707732276534
"arl4a",0.0113921274700888,0.00265565104696327,0.00221868064933533,0.000393951911247338,0.000236587929495815
"nxpe3(2of2)",0.0021541800544989,0.00824229345160799,0.0157168523653135,0.00635467395129069,0.0049933533532041
"usp21",0.00862071874654937,0.00577682764233703,0.00779478958139347,0.000298551028924308,0.00120846557258038
"akr1b10(1of4)",0.000297010996145784,0.00258245872809033,0.00161778531832752,0.00196571557681751,0.00528743229816338
"mgll",0.0042819702090079,0.00142699201607209,0.00112649810962171,0.00445391996906724,7.93320276585769e-09
"gcg(1of2)",7.79399565158448e-05,0.00168432286079222,3.81699603115443e-05,0.0155176532723559,0.0171855094726489
"anln(1of2)",0.000869035445758928,0.00176865332946535,0.00249659972673303,0.0300109071426225,0.000576636340412802
"nacc1(2of2)",0.0031650584322776,0.0124350902247237,0.00205087710381568,0.000104319277680211,0.00764557747386243
"il2rg",8.10531502274992e-05,0.00425640837596006,0.00150319542417488,0.00103440224338096,0.00171456205438737
"map7(2of2)",0.00126744885633692,0.0137786796292297,3.64010274099993e-05,0.0101326739816833,0.000462714183166085
"mmp11",0.00017463923307384,0.00092186878265074,0.00864249955664565,0.00406348415639889,0.00280772570664381
"cnot11",0.00541897921246278,0.000164567768703138,0.0104869519493821,0.00681471649771547,0.000526481281274006
"mus81",0.00814666649655955,0.00200870652362241,0.010087349248443,3.64998232609509e-07,0.00120372372089947
"midn(2of2)",0.000115076185344352,0.00918355741436146,0.0034182531200345,0.000109474263719757,0.0187514244626756
"lrp4(3of3)",0.0049937059390353,0.00244195089204269,0.00396192059840979,9.37756624536733e-06,0.00745047078874959
"LOC107389702",0.00494581008065919,0.00328190310037781,0.0036440956506792,0.00196223033862726,5.85475018212279e-05
"wscd1",0.00218997525023765,0.0161645157895918,0.000313567562926049,3.6936828130987e-05,0.00157492756104904
"dusp26(4of5)",0.0036912234686845,6.53967164052026e-06,0.00318368467637725,0.00145141759995336,0.00364657744655761
"pax6(2of4)",0.000197594672425002,0.0118245810490815,0.00254752681780158,0.00483462150046627,0.00431669535992472
"arhgef5",2.19899389980789e-05,0.0141193071513439,0.00035314605575018,0.00831256725877591,0.0187024199976664
"hist2h2ab(3of10)",0.0022398896985295,0.00668810428188365,0.00161655996656994,0.00589381346896191,2.92670182626523e-05
"LOC107374366",0.00365156175791433,0.014273711589655,6.05453390222044e-06,1.27187427611527e-08,0.018240122021522
"plin2(2of3)",4.12703870116557e-05,0.00142560089787706,6.97136304138346e-05,0.000262641884976513,0.000977487234320732
"snapc3",0.0061774489814015,0.000194116198733994,0.00317252948093289,0.00932895722347032,8.82193689491039e-05
"iqsec2(2of2)",2.42634949115813e-05,0.00846320109458676,0.00272084114715775,0.0156914682719066,0.0187197519415448
"lrrc14b",0.00105434606632585,0.00639627446331976,0.00852901153480383,0.000194095018646895,0.00458545169583123
"a1cf",0.000817912985652988,0.00636006542743126,0.000864094077399083,0.000246640612179301,0.01159464401497
"slamf7",0.00582427519659901,0.00304292169055068,0.0113595839614488,3.63660796045083e-05,0.000185042793455262
"vax1",0.00325165173648135,0.00411124533128299,0.00733971107363512,0.000630435755847594,0.00355195186030094
"LOC107372784",0.00627663309865827,0.00134361315013359,0.0116150966199472,0.000731469075157964,0.00352863721305994
"jade1",0.00216795197176189,0.00544860513045466,0.0233967886497606,0.00718154203565749,0.000336033931470389
"gga1(2of2)",2.01344331015815e-05,0.0167803975502658,0.0137943192166133,1.842859261842e-07,0.000533502266926635
"fam83f(2of2)",0.00181047924401582,0.00119395379341661,0.000223870505062223,0.0201057422568153,0.000489641903861106
"or7a17(1of3)",0.00386863737385991,0.00209086725832918,0.00062731747476775,0.0045404840383317,1.52773986066185e-06
"pdxdc1",3.31817657489373e-05,0.00448638002572478,0.00802277454259154,1.29687953280314e-06,0.00516398644015833
"ckmt2(2of3)",0.00154718450281799,0.000489522747906674,0.00236928892649698,0.0133275405659823,0.0156464406032494
"mrpl49",0.0018182857810721,0.0094283129376316,0.00994272724056876,0.00622014853831681,0.0101114511481336
"tmem25(2of3)",0.000965931070715035,0.00340851591462356,0.000937818522675984,0.00532852212382702,6.09920435454361e-05
"mitf(3of5)",0.000183942547386258,0.00312237595867466,0.0278063594637016,0.00101602083336325,0.00288017740947859
"or1c1(3of5)",0.00143255681157928,0.00177387660927646,0.00149094034721981,0.000676293355049567,0.00418034171034144
"srcin1(1of2)",0.0070779752813133,0.00485255723953462,0.00236007274792626,0.00776361503539476,0.000255950292810778
"zfp148(1of2)",0.000314426330123527,0.00146704664370355,0.00635298564472478,0.00247061728039963,0.0141490659821177
"cdh26(3of3)",0.010253665106143,9.96393849622729e-08,0.00123225147372724,0.000514556921423475,0.000765754375735935
"rnf213(2of2)",0.00144013960847431,0.0260376351287508,2.01423597909638e-05,0.00185169501192304,2.31466031632872e-05
"cep170b(2of2)",0.00767646608819248,0.0061400457157034,0.0018972047393472,0.000262785433973237,0.00110914292597608
"glul(3of3)",0.0085219731599101,0.00600195923076736,0.00645226449527332,3.91351508751205e-05,0.000995620378456054
"atad2b",0.00639102355820284,0.00801893879574712,0.000231200267247139,0.00166102615054581,0.000152338664756436
"tkt(2of2)",0.0101587108106471,0.000451677600554257,2.70849917606795e-05,1.60383643039194e-07,0.000242055329586938
"tnfrsf26",9.76040836325261e-05,0.013907883778367,0.00489157633523922,0.0174863714209857,1.11979775822201e-05
"rrn3",0.00993031991361854,6.37210208559356e-05,0.0130142183364362,0.000256756305675785,0.000427891602486331
"tax1bp1(3of4)",0.000998371048627224,0.0207498912998813,0.00407049923387124,0.000442454509174327,0.00924486747620752
"gabrb1",0.00431384758009976,0.000824230025462082,0.00451591518246376,0.000206227214726623,0.00506838794757216
"cers2(5of5)",0.00672536560294777,3.94806673522328e-07,0.00616114076252159,0.00416994383629621,0.0069885177838381
"hook1(2of2)",0.00540292347853374,0.0104200597869556,0.00241078539922398,0.00115250906007499,0.0021979754265014
"h1foo",0.00666608661491768,0.00122380323039164,0.000878459556879386,0.00113904672759068,0.000255916829425715
"nphp4",2.4728714612925e-05,0.0130501728538514,0.00144624938575767,0.00590886817423684,0.00836132566245466
"lrp2(2of2)",0.0100837554511631,0.00610513858044733,0.00188251974981554,0.000974233386068417,0.000110117434701327
"rab40c(1of2)",0.0023605565757422,0.00326481833704396,0.0194430963268849,0.0081151971515192,0.00755209830186643
"eef1a1(1of5)",3.91466124477853e-06,0.0230025487365929,0.000543673652702702,0.00018880094996864,0.00236680062748303
"lgi1(1of2)",0.000847754748730953,0.00042624035383565,0.0012988013372129,0.0019749912288976,0.00209386633682241
"spon2(2of2)",0.00581427216990941,0.00514266199021717,0.00538467664354962,0.000394969744959304,0.000160518504070325
"ppfibp2(2of2)",0.00229207072410682,0.000354334238523604,0.00129245986086301,0.0185282312151102,0.00276558606656412
"thtpa",0.00058650975295061,0.000314661526064914,0.000415841696583352,0.00913398485844436,0.00197386882958742
