kegg_id	pathway_name	gene_id
04015	Rap1 signaling pathway	adora1(4of5)
04015	Rap1 signaling pathway	adora2a(1of2)
04015	Rap1 signaling pathway	adora2a(2of2)
04015	Rap1 signaling pathway	ins1
04015	Rap1 signaling pathway	ins2
04015	Rap1 signaling pathway	ins
04015	Rap1 signaling pathway	adcy9(1of2)
04015	Rap1 signaling pathway	adcy9(2of2)
04015	Rap1 signaling pathway	adcy5
04015	Rap1 signaling pathway	pdgfa(1of2)
04015	Rap1 signaling pathway	pdgfa(2of2)
04015	Rap1 signaling pathway	igf1(1of2)
04015	Rap1 signaling pathway	igf1(2of2)
04015	Rap1 signaling pathway	rapgef5(1of2)
04015	Rap1 signaling pathway	rapgef5(2of2)
04015	Rap1 signaling pathway	pik3r2
04015	Rap1 signaling pathway	prkcz
04015	Rap1 signaling pathway	crk(1of2)
04015	Rap1 signaling pathway	crk(2of2)
04015	Rap1 signaling pathway	bcar1
04015	Rap1 signaling pathway	rassf5(1of2)
04015	Rap1 signaling pathway	rassf5(2of2)
04015	Rap1 signaling pathway	pfn2(1of4)
04015	Rap1 signaling pathway	pfn2(2of4)
04015	Rap1 signaling pathway	pfn2(3of4)
04015	Rap1 signaling pathway	pfn2(4of4)
04015	Rap1 signaling pathway	pdgfra
04015	Rap1 signaling pathway	akt3(1of2)
04015	Rap1 signaling pathway	akt3(2of2)
04015	Rap1 signaling pathway	gnaq(1of4)
04015	Rap1 signaling pathway	gnaq(2of4)
04015	Rap1 signaling pathway	gnaq(3of4)
04015	Rap1 signaling pathway	gnaq(4of4)
04015	Rap1 signaling pathway	dock4
04015	Rap1 signaling pathway	ctnnd1(1of2)
04015	Rap1 signaling pathway	ctnnd1(2of2)
04015	Rap1 signaling pathway	magi3(1of4)
04015	Rap1 signaling pathway	magi3(2of4)
04015	Rap1 signaling pathway	magi3(4of4)
04015	Rap1 signaling pathway	fgfr2(1of2)
04015	Rap1 signaling pathway	fgfr2(2of2)
04015	Rap1 signaling pathway	kit(1of2)
04015	Rap1 signaling pathway	kit(2of2)
04015	Rap1 signaling pathway	insr(1of3)
04015	Rap1 signaling pathway	insr(2of3)
04015	Rap1 signaling pathway	insr(3of3)
04015	Rap1 signaling pathway	rap1gap(2of3)
04015	Rap1 signaling pathway	rap1gap(3of3)
04015	Rap1 signaling pathway	pik3cd
04015	Rap1 signaling pathway	igf1r(1of2)
04015	Rap1 signaling pathway	igf1r(2of2)
04015	Rap1 signaling pathway	itgal
04015	Rap1 signaling pathway	rac1
04015	Rap1 signaling pathway	apbb1ip(1of2)
04015	Rap1 signaling pathway	apbb1ip(2of2)
04015	Rap1 signaling pathway	fgfr3
04015	Rap1 signaling pathway	actg1(1of2)
04015	Rap1 signaling pathway	actg1(2of2)
04015	Rap1 signaling pathway	calm3(1of4)
04015	Rap1 signaling pathway	calm3(2of4)
04015	Rap1 signaling pathway	calm3(3of4)
04015	Rap1 signaling pathway	calm3(4of4)
04015	Rap1 signaling pathway	efna2(1of2)
04015	Rap1 signaling pathway	efna2(2of2)
04015	Rap1 signaling pathway	vegfc(1of2)
04015	Rap1 signaling pathway	vegfc(2of2)
04015	Rap1 signaling pathway	gnai1(1of3)
04015	Rap1 signaling pathway	gnai1(2of3)
04015	Rap1 signaling pathway	gnai1(3of3)
04015	Rap1 signaling pathway	cdc42(1of4)
04015	Rap1 signaling pathway	cdc42(2of4)
04015	Rap1 signaling pathway	cdc42(3of4)
04015	Rap1 signaling pathway	cdc42(4of4)
04015	Rap1 signaling pathway	vav2
04015	Rap1 signaling pathway	grin2a(1of2)
04015	Rap1 signaling pathway	grin2a(2of2)
04015	Rap1 signaling pathway	egfr(1of2)
04015	Rap1 signaling pathway	egfr(2of2)
04015	Rap1 signaling pathway	gnai2(1of2)
04015	Rap1 signaling pathway	gnai2(2of2)
04015	Rap1 signaling pathway	adcy8(1of3)
04015	Rap1 signaling pathway	adcy8(2of3)
04015	Rap1 signaling pathway	adcy8(3of3)
04015	Rap1 signaling pathway	cnr1(1of2)
04015	Rap1 signaling pathway	cnr1(2of2)
04015	Rap1 signaling pathway	fgf17
04015	Rap1 signaling pathway	fgf6(1of4)
04015	Rap1 signaling pathway	fgf6(3of4)
04015	Rap1 signaling pathway	fgf4
04015	Rap1 signaling pathway	csf1
04015	Rap1 signaling pathway	fgf13(1of2)
04015	Rap1 signaling pathway	fgf13(2of2)
04015	Rap1 signaling pathway	mapk3
04015	Rap1 signaling pathway	pard6b
04015	Rap1 signaling pathway	rapgef4(1of2)
04015	Rap1 signaling pathway	rapgef4(2of2)
04015	Rap1 signaling pathway	akt1
04015	Rap1 signaling pathway	rala
04015	Rap1 signaling pathway	gnas(1of2)
04015	Rap1 signaling pathway	gnas(2of2)
04015	Rap1 signaling pathway	pik3r1(1of2)
04015	Rap1 signaling pathway	pik3r1(2of2)
04015	Rap1 signaling pathway	grin1(1of2)
04015	Rap1 signaling pathway	grin1(2of2)
04015	Rap1 signaling pathway	rapgef6
04015	Rap1 signaling pathway	adora2b
03410	Base excision repair	neil1
03410	Base excision repair	parp2
03410	Base excision repair	fen1(1of2)
03410	Base excision repair	fen1(2of2)
03410	Base excision repair	pold3
03410	Base excision repair	mpg
03410	Base excision repair	tdg(1of2)
03410	Base excision repair	tdg(2of2)
03410	Base excision repair	mutyh
03410	Base excision repair	smug1
03410	Base excision repair	nthl1
03410	Base excision repair	parp3
03410	Base excision repair	pole
03410	Base excision repair	parp1
03410	Base excision repair	ogg1
03410	Base excision repair	pole4
03410	Base excision repair	lig3
03410	Base excision repair	parp4
03410	Base excision repair	apex1(1of2)
03410	Base excision repair	apex1(2of2)
03410	Base excision repair	neil3
03410	Base excision repair	ung
03410	Base excision repair	poll
03410	Base excision repair	pold4
03410	Base excision repair	pold1
03410	Base excision repair	polb
03410	Base excision repair	hmgb1(1of2)
03410	Base excision repair	hmgb1(2of2)
03410	Base excision repair	pole3
03410	Base excision repair	xrcc1
03410	Base excision repair	pcna
03410	Base excision repair	pole2
03410	Base excision repair	apex2
03410	Base excision repair	lig1
03410	Base excision repair	pold2
00230	Purine metabolism	gart
00230	Purine metabolism	pold3
00230	Purine metabolism	entpd1
00230	Purine metabolism	adcy2(1of4)
00230	Purine metabolism	adcy2(2of4)
00230	Purine metabolism	adcy2(3of4)
00230	Purine metabolism	adcy2(4of4)
00230	Purine metabolism	polr3e
00230	Purine metabolism	polr3c
00230	Purine metabolism	gucy1a3
00230	Purine metabolism	adsl
00230	Purine metabolism	pole
00230	Purine metabolism	nudt9
00230	Purine metabolism	polr3h
00230	Purine metabolism	pde7a
00230	Purine metabolism	gucy2c(1of3)
00230	Purine metabolism	gucy2c(2of3)
00230	Purine metabolism	gucy2c(3of3)
00230	Purine metabolism	nudt2
00230	Purine metabolism	polr1b
00230	Purine metabolism	pde1b
00230	Purine metabolism	nme3
00230	Purine metabolism	entpd3
00230	Purine metabolism	impdh2(2of2)
00230	Purine metabolism	impdh1
00230	Purine metabolism	pfas
00230	Purine metabolism	pnpt1
00230	Purine metabolism	polr3gl
00230	Purine metabolism	pold1
00230	Purine metabolism	nt5e
00230	Purine metabolism	pde4a
00230	Purine metabolism	itpa
00230	Purine metabolism	pde6d
00230	Purine metabolism	impdh2(1of2)
00230	Purine metabolism	pde1c(1of2)
00230	Purine metabolism	nt5m
00230	Purine metabolism	urad
00230	Purine metabolism	pde6a
00230	Purine metabolism	znrd1
00230	Purine metabolism	nt5c1a(1of3)
00230	Purine metabolism	nt5c1a(2of3)
00230	Purine metabolism	nt5c1a(3of3)
00230	Purine metabolism	nt5c1b
00230	Purine metabolism	polr3f
00230	Purine metabolism	pde9a(1of2)
00230	Purine metabolism	pde9a(2of2)
00230	Purine metabolism	nt5c2(1of3)
00230	Purine metabolism	nt5c2(2of3)
00230	Purine metabolism	nt5c2(3of3)
00230	Purine metabolism	polr2a(2of2)
00230	Purine metabolism	papss2
00230	Purine metabolism	dck(2of3)
00230	Purine metabolism	dck(3of3)
00230	Purine metabolism	ak7(1of3)
00230	Purine metabolism	ak7(2of3)
00230	Purine metabolism	ak7(3of3)
00230	Purine metabolism	guk1(1of2)
00230	Purine metabolism	guk1(2of2)
00230	Purine metabolism	npr1(1of4)
00230	Purine metabolism	npr1(2of4)
00230	Purine metabolism	npr1(3of4)
00230	Purine metabolism	npr1(4of4)
00230	Purine metabolism	npr2(1of2)
00230	Purine metabolism	ppat
00230	Purine metabolism	prim1
00230	Purine metabolism	prps1
00230	Purine metabolism	prps2
00230	Purine metabolism	papss1
00230	Purine metabolism	polr2j
00230	Purine metabolism	ak1
00230	Purine metabolism	entpd2
00230	Purine metabolism	gucy1a2
00230	Purine metabolism	pde8b
00230	Purine metabolism	pgm2
00230	Purine metabolism	adcy3(1of3)
00230	Purine metabolism	adcy3(2of3)
00230	Purine metabolism	adcy3(3of3)
00230	Purine metabolism	cant1(1of2)
00230	Purine metabolism	cant1(2of2)
00230	Purine metabolism	pola2
00230	Purine metabolism	nme2(1of2)
00230	Purine metabolism	nme2(2of2)
00230	Purine metabolism	paics
00230	Purine metabolism	polr2c
00230	Purine metabolism	twistnb(1of2)
00230	Purine metabolism	twistnb(2of2)
00230	Purine metabolism	aprt(1of2)
00230	Purine metabolism	aprt(2of2)
00230	Purine metabolism	polr2k
00230	Purine metabolism	polr2h
00230	Purine metabolism	nme7
00230	Purine metabolism	polr2d
00230	Purine metabolism	pole2
00230	Purine metabolism	ampd2(1of3)
00230	Purine metabolism	ampd2(2of3)
00230	Purine metabolism	ampd2(3of3)
00230	Purine metabolism	nme6
00230	Purine metabolism	polr1c
00230	Purine metabolism	polr1a(1of2)
00230	Purine metabolism	polr1a(2of2)
00230	Purine metabolism	ak4
00230	Purine metabolism	polr2b
00230	Purine metabolism	adal(1of3)
00230	Purine metabolism	adal(3of3)
00230	Purine metabolism	pde11a(1of2)
00230	Purine metabolism	pde11a(2of2)
00230	Purine metabolism	ntpcr
00230	Purine metabolism	pde3b
00230	Purine metabolism	adcy1(1of2)
00230	Purine metabolism	adcy1(2of2)
00230	Purine metabolism	ampd1
00230	Purine metabolism	nme4
00230	Purine metabolism	entpd5(1of2)
00230	Purine metabolism	entpd5(2of2)
00230	Purine metabolism	ak5
00230	Purine metabolism	entpd4
00230	Purine metabolism	pole4
00230	Purine metabolism	ak9
00230	Purine metabolism	nudt5
00230	Purine metabolism	polr2f
00230	Purine metabolism	polr1d
00230	Purine metabolism	nt5c3a
00230	Purine metabolism	pde3a(1of2)
00230	Purine metabolism	pde3a(2of2)
00230	Purine metabolism	pde5a(1of2)
00230	Purine metabolism	pde5a(2of2)
00230	Purine metabolism	polr3b
00230	Purine metabolism	pold4
00230	Purine metabolism	hprt1(1of2)
00230	Purine metabolism	hprt1(2of2)
00230	Purine metabolism	adcy6(1of2)
00230	Purine metabolism	adcy6(2of2)
00230	Purine metabolism	pde10a
00230	Purine metabolism	enpp3
00230	Purine metabolism	pgm1(1of2)
00230	Purine metabolism	pgm1(2of2)
00230	Purine metabolism	polr3a
00230	Purine metabolism	adcy9(1of2)
00230	Purine metabolism	adcy9(2of2)
00230	Purine metabolism	adcy5
00230	Purine metabolism	pde6g(2of3)
00230	Purine metabolism	pde2a
00230	Purine metabolism	rrm2(1of2)
00230	Purine metabolism	rrm2(2of2)
00230	Purine metabolism	gmps
00230	Purine metabolism	pold2
00230	Purine metabolism	dck(1of3)
00230	Purine metabolism	gda
00230	Purine metabolism	rrm1(1of2)
00230	Purine metabolism	rrm1(2of2)
00230	Purine metabolism	pde6g(1of3)
00230	Purine metabolism	pde6g(3of3)
00230	Purine metabolism	pde6h
00230	Purine metabolism	polr3d
00230	Purine metabolism	npr2(2of2)
00230	Purine metabolism	pklr
00230	Purine metabolism	pnp(1of5)
00230	Purine metabolism	pnp(2of5)
00230	Purine metabolism	pnp(3of5)
00230	Purine metabolism	pnp(4of5)
00230	Purine metabolism	pnp(5of5)
00230	Purine metabolism	adprm(1of2)
00230	Purine metabolism	adprm(2of2)
00230	Purine metabolism	adk(1of3)
00230	Purine metabolism	adk(2of3)
00230	Purine metabolism	adk(3of3)
00230	Purine metabolism	pde6c
00230	Purine metabolism	rrm2b
00230	Purine metabolism	xdh
00230	Purine metabolism	enpp1
00230	Purine metabolism	gucy2f(1of4)
00230	Purine metabolism	gucy2f(2of4)
00230	Purine metabolism	gucy2f(3of4)
00230	Purine metabolism	gucy2f(4of4)
00230	Purine metabolism	enpp4
00230	Purine metabolism	ak6(1of2)
00230	Purine metabolism	ak6(2of2)
00230	Purine metabolism	nudt16
00230	Purine metabolism	pde8a
00230	Purine metabolism	ak2
00230	Purine metabolism	pde1c(2of2)
00230	Purine metabolism	pkm(1of2)
00230	Purine metabolism	pkm(2of2)
00230	Purine metabolism	polr2g
00230	Purine metabolism	pde4b(1of4)
00230	Purine metabolism	pde4b(2of4)
00230	Purine metabolism	pde4b(3of4)
00230	Purine metabolism	pde4b(4of4)
00230	Purine metabolism	ak8
00230	Purine metabolism	atic
00230	Purine metabolism	pde4d(1of3)
00230	Purine metabolism	pde4d(2of3)
00230	Purine metabolism	polr1e
00230	Purine metabolism	hddc3
00230	Purine metabolism	gucy1b3
00230	Purine metabolism	adcy8(1of3)
00230	Purine metabolism	adcy8(2of3)
00230	Purine metabolism	adcy8(3of3)
00230	Purine metabolism	polr3k
00230	Purine metabolism	gmpr
00230	Purine metabolism	gmpr2
00230	Purine metabolism	pde6b
00230	Purine metabolism	prim2
00230	Purine metabolism	ada
00230	Purine metabolism	adss(1of2)
00230	Purine metabolism	adss(2of2)
00230	Purine metabolism	adssl1
00230	Purine metabolism	pole3
00230	Purine metabolism	ampd3(1of3)
00230	Purine metabolism	ampd3(2of3)
00230	Purine metabolism	ampd3(3of3)
00230	Purine metabolism	polr2e
00230	Purine metabolism	pde7b
00230	Purine metabolism	polr3g
00230	Purine metabolism	polr2l
00230	Purine metabolism	ak3
00230	Purine metabolism	polr2i
00230	Purine metabolism	entpd6(1of2)
00230	Purine metabolism	entpd6(2of2)
00230	Purine metabolism	allc
00230	Purine metabolism	nt5c3b(1of2)
00230	Purine metabolism	nt5c3b(2of2)
00230	Purine metabolism	pola1
04371	Apelin signaling pathway	calml4
04371	Apelin signaling pathway	sphk2
04371	Apelin signaling pathway	sphk1(2of3)
04371	Apelin signaling pathway	slc8a3(1of2)
04371	Apelin signaling pathway	slc8a3(2of2)
04371	Apelin signaling pathway	mapk1
04371	Apelin signaling pathway	mylpf(1of4)
04371	Apelin signaling pathway	mylpf(2of4)
04371	Apelin signaling pathway	ccnd1
04371	Apelin signaling pathway	adcy2(1of4)
04371	Apelin signaling pathway	adcy2(2of4)
04371	Apelin signaling pathway	adcy2(3of4)
04371	Apelin signaling pathway	adcy2(4of4)
04371	Apelin signaling pathway	raf1
04371	Apelin signaling pathway	mtor
04371	Apelin signaling pathway	prkce
04371	Apelin signaling pathway	plcb3
04371	Apelin signaling pathway	plcb1(1of2)
04371	Apelin signaling pathway	plcb1(2of2)
04371	Apelin signaling pathway	myl3(1of2)
04371	Apelin signaling pathway	myl3(2of2)
04371	Apelin signaling pathway	myl4
04371	Apelin signaling pathway	egr1(1of4)
04371	Apelin signaling pathway	egr1(2of4)
04371	Apelin signaling pathway	egr1(3of4)
04371	Apelin signaling pathway	gpr17(1of3)
04371	Apelin signaling pathway	aplnr(1of3)
04371	Apelin signaling pathway	aplnr(2of3)
04371	Apelin signaling pathway	aplnr(3of3)
04371	Apelin signaling pathway	gna13(1of2)
04371	Apelin signaling pathway	gna13(2of2)
04371	Apelin signaling pathway	jag2(1of2)
04371	Apelin signaling pathway	jag2(2of2)
04371	Apelin signaling pathway	itpr1(1of2)
04371	Apelin signaling pathway	itpr1(2of2)
04371	Apelin signaling pathway	pik3r4
04371	Apelin signaling pathway	klf2(1of2)
04371	Apelin signaling pathway	klf2(2of2)
04371	Apelin signaling pathway	smad4(1of3)
04371	Apelin signaling pathway	smad4(2of3)
04371	Apelin signaling pathway	smad4(3of3)
04371	Apelin signaling pathway	cdh1
04371	Apelin signaling pathway	rras
04371	Apelin signaling pathway	prkab1(1of2)
04371	Apelin signaling pathway	prkab1(2of2)
04371	Apelin signaling pathway	gnb2(2of2)
04371	Apelin signaling pathway	gng4
04371	Apelin signaling pathway	camk4
04371	Apelin signaling pathway	gnb5(1of2)
04371	Apelin signaling pathway	gnb5(2of2)
04371	Apelin signaling pathway	ryr3(1of8)
04371	Apelin signaling pathway	ryr3(2of8)
04371	Apelin signaling pathway	ryr3(3of8)
04371	Apelin signaling pathway	ryr3(4of8)
04371	Apelin signaling pathway	ryr3(5of8)
04371	Apelin signaling pathway	ryr3(6of8)
04371	Apelin signaling pathway	ryr3(7of8)
04371	Apelin signaling pathway	ryr3(8of8)
04371	Apelin signaling pathway	gng10
04371	Apelin signaling pathway	slc8a2
04371	Apelin signaling pathway	hras(1of2)
04371	Apelin signaling pathway	hras(2of2)
04371	Apelin signaling pathway	prkaca(1of3)
04371	Apelin signaling pathway	prkaca(2of3)
04371	Apelin signaling pathway	prkaca(3of3)
04371	Apelin signaling pathway	prkag1
04371	Apelin signaling pathway	agtr1a
04371	Apelin signaling pathway	rras2
04371	Apelin signaling pathway	smad3(1of2)
04371	Apelin signaling pathway	smad3(2of2)
04371	Apelin signaling pathway	nos1
04371	Apelin signaling pathway	gabarapl2(1of2)
04371	Apelin signaling pathway	gabarapl2(2of2)
04371	Apelin signaling pathway	prkaa1
04371	Apelin signaling pathway	gng13(1of2)
04371	Apelin signaling pathway	gng13(2of2)
04371	Apelin signaling pathway	gng7(1of2)
04371	Apelin signaling pathway	gng7(2of2)
04371	Apelin signaling pathway	pik3c3
04371	Apelin signaling pathway	slc8a1(1of4)
04371	Apelin signaling pathway	slc8a1(2of4)
04371	Apelin signaling pathway	slc8a1(3of4)
04371	Apelin signaling pathway	slc8a1(4of4)
04371	Apelin signaling pathway	nov(2of2)
04371	Apelin signaling pathway	ctgf
04371	Apelin signaling pathway	ryr2(1of7)
04371	Apelin signaling pathway	ryr2(2of7)
04371	Apelin signaling pathway	ryr2(3of7)
04371	Apelin signaling pathway	ryr2(4of7)
04371	Apelin signaling pathway	ryr2(5of7)
04371	Apelin signaling pathway	ryr2(6of7)
04371	Apelin signaling pathway	ryr2(7of7)
04371	Apelin signaling pathway	nrf1
04371	Apelin signaling pathway	adcy3(1of3)
04371	Apelin signaling pathway	adcy3(2of3)
04371	Apelin signaling pathway	adcy3(3of3)
04371	Apelin signaling pathway	pik3cg(1of2)
04371	Apelin signaling pathway	pik3cg(2of2)
04371	Apelin signaling pathway	ppargc1a
04371	Apelin signaling pathway	map2k1
04371	Apelin signaling pathway	plcb4
04371	Apelin signaling pathway	tgfbr1
04371	Apelin signaling pathway	rps6kb2
04371	Apelin signaling pathway	map2k2
04371	Apelin signaling pathway	lipe(1of2)
04371	Apelin signaling pathway	lipe(2of2)
04371	Apelin signaling pathway	plcb2
04371	Apelin signaling pathway	akt2
04371	Apelin signaling pathway	pik3r5(1of2)
04371	Apelin signaling pathway	pik3r5(2of2)
04371	Apelin signaling pathway	slc9a1(1of2)
04371	Apelin signaling pathway	slc9a1(2of2)
04371	Apelin signaling pathway	gnb2(1of2)
04371	Apelin signaling pathway	plat
04371	Apelin signaling pathway	becn1
04371	Apelin signaling pathway	mef2d(1of3)
04371	Apelin signaling pathway	mef2d(2of3)
04371	Apelin signaling pathway	mef2d(3of3)
04371	Apelin signaling pathway	prkacb
04371	Apelin signaling pathway	pde3b
04371	Apelin signaling pathway	adcy1(1of2)
04371	Apelin signaling pathway	adcy1(2of2)
04371	Apelin signaling pathway	prkag3(1of2)
04371	Apelin signaling pathway	prkag3(2of2)
04371	Apelin signaling pathway	gng8
04371	Apelin signaling pathway	kras
04371	Apelin signaling pathway	sphk1(1of3)
04371	Apelin signaling pathway	sphk1(3of3)
04371	Apelin signaling pathway	hdac4(1of2)
04371	Apelin signaling pathway	hdac4(2of2)
04371	Apelin signaling pathway	gabarap
04371	Apelin signaling pathway	gabarapl1
04371	Apelin signaling pathway	mras
04371	Apelin signaling pathway	gnb1(1of2)
04371	Apelin signaling pathway	gnb1(2of2)
04371	Apelin signaling pathway	prkab2
04371	Apelin signaling pathway	jag1(1of2)
04371	Apelin signaling pathway	jag1(2of2)
04371	Apelin signaling pathway	prkag2(1of3)
04371	Apelin signaling pathway	prkag2(2of3)
04371	Apelin signaling pathway	prkag2(3of3)
04371	Apelin signaling pathway	adcy6(1of2)
04371	Apelin signaling pathway	adcy6(2of2)
04371	Apelin signaling pathway	rps6
04371	Apelin signaling pathway	adcy9(1of2)
04371	Apelin signaling pathway	adcy9(2of2)
04371	Apelin signaling pathway	adcy5
04371	Apelin signaling pathway	mef2a(2of3)
04371	Apelin signaling pathway	mef2c(1of3)
04371	Apelin signaling pathway	mef2c(2of3)
04371	Apelin signaling pathway	pik3r6
04371	Apelin signaling pathway	gnb3(1of2)
04371	Apelin signaling pathway	gnb3(2of2)
04371	Apelin signaling pathway	gng2
04371	Apelin signaling pathway	gng12
04371	Apelin signaling pathway	gnaq(1of4)
04371	Apelin signaling pathway	gnaq(2of4)
04371	Apelin signaling pathway	gnaq(3of4)
04371	Apelin signaling pathway	gnaq(4of4)
04371	Apelin signaling pathway	akt3(1of2)
04371	Apelin signaling pathway	akt3(2of2)
04371	Apelin signaling pathway	smad2(1of2)
04371	Apelin signaling pathway	smad2(2of2)
04371	Apelin signaling pathway	tfam
04371	Apelin signaling pathway	acta2
04371	Apelin signaling pathway	itpr3
04371	Apelin signaling pathway	rps6kb1
04371	Apelin signaling pathway	gngt2
04371	Apelin signaling pathway	gngt1
04371	Apelin signaling pathway	gng3
04371	Apelin signaling pathway	mylk(1of3)
04371	Apelin signaling pathway	mylk(2of3)
04371	Apelin signaling pathway	mylk(3of3)
04371	Apelin signaling pathway	cd274(1of2)
04371	Apelin signaling pathway	calm3(1of4)
04371	Apelin signaling pathway	calm3(2of4)
04371	Apelin signaling pathway	calm3(3of4)
04371	Apelin signaling pathway	calm3(4of4)
04371	Apelin signaling pathway	mylk4(1of2)
04371	Apelin signaling pathway	mylk4(2of2)
04371	Apelin signaling pathway	gnai1(1of3)
04371	Apelin signaling pathway	gnai1(2of3)
04371	Apelin signaling pathway	gnai1(3of3)
04371	Apelin signaling pathway	prkaa2
04371	Apelin signaling pathway	mef2c(3of3)
04371	Apelin signaling pathway	gnai2(1of2)
04371	Apelin signaling pathway	gnai2(2of2)
04371	Apelin signaling pathway	adcy8(1of3)
04371	Apelin signaling pathway	adcy8(2of3)
04371	Apelin signaling pathway	adcy8(3of3)
04371	Apelin signaling pathway	mapk3
04371	Apelin signaling pathway	akt1
04371	Apelin signaling pathway	gng5(1of3)
04371	Apelin signaling pathway	gng5(2of3)
04371	Apelin signaling pathway	gng5(3of3)
04371	Apelin signaling pathway	itpr2
04371	Apelin signaling pathway	mef2a(1of3)
04371	Apelin signaling pathway	mef2a(3of3)
04371	Apelin signaling pathway	hdac5
04371	Apelin signaling pathway	ryr1
04371	Apelin signaling pathway	serpine1
05133	Pertussis	calml4
05133	Pertussis	cfl2(1of3)
05133	Pertussis	cfl2(2of3)
05133	Pertussis	cfl2(3of3)
05133	Pertussis	mapk1
05133	Pertussis	irf1
05133	Pertussis	hc
05133	Pertussis	cxcl5
05133	Pertussis	cxcl1(2of2)
05133	Pertussis	nod1
05133	Pertussis	lta(2of2)
05133	Pertussis	irak1
05133	Pertussis	mapk14(1of2)
05133	Pertussis	mapk14(2of2)
05133	Pertussis	c1r
05133	Pertussis	fos(1of4)
05133	Pertussis	fos(2of4)
05133	Pertussis	fos(3of4)
05133	Pertussis	fos(4of4)
05133	Pertussis	rhoa(1of5)
05133	Pertussis	rhoa(2of5)
05133	Pertussis	rhoa(3of5)
05133	Pertussis	rhoa(4of5)
05133	Pertussis	rhoa(5of5)
05133	Pertussis	il10
05133	Pertussis	casp7(2of2)
05133	Pertussis	casp3(1of2)
05133	Pertussis	casp3(2of2)
05133	Pertussis	c4b
05133	Pertussis	c3(1of4)
05133	Pertussis	c3(2of4)
05133	Pertussis	c3(3of4)
05133	Pertussis	c3(4of4)
05133	Pertussis	mapk13
05133	Pertussis	itgb1(1of3)
05133	Pertussis	itgb1(2of3)
05133	Pertussis	itgb1(3of3)
05133	Pertussis	irak4
05133	Pertussis	irf8(1of2)
05133	Pertussis	irf8(2of2)
05133	Pertussis	jund(1of2)
05133	Pertussis	jun(1of2)
05133	Pertussis	jun(2of2)
05133	Pertussis	mapk10
05133	Pertussis	c1qc(1of2)
05133	Pertussis	c1qc(2of2)
05133	Pertussis	il12a
05133	Pertussis	itgb2
05133	Pertussis	itga5(1of2)
05133	Pertussis	itga5(2of2)
05133	Pertussis	serping1
05133	Pertussis	c1qa
05133	Pertussis	mapk9
05133	Pertussis	itgax(1of3)
05133	Pertussis	itgax(2of3)
05133	Pertussis	itgax(3of3)
05133	Pertussis	casp1
05133	Pertussis	mapk8(1of2)
05133	Pertussis	mapk8(2of2)
05133	Pertussis	myd88
05133	Pertussis	calm3(1of4)
05133	Pertussis	calm3(2of4)
05133	Pertussis	calm3(3of4)
05133	Pertussis	calm3(4of4)
05133	Pertussis	gnai1(1of3)
05133	Pertussis	gnai1(2of3)
05133	Pertussis	gnai1(3of3)
05133	Pertussis	mapk12(1of3)
05133	Pertussis	mapk12(2of3)
05133	Pertussis	mapk12(3of3)
05133	Pertussis	gnai2(1of2)
05133	Pertussis	gnai2(2of2)
05133	Pertussis	ticam1
05133	Pertussis	nfkb1
05133	Pertussis	ppbp
05133	Pertussis	mapk3
05133	Pertussis	rela
05133	Pertussis	sftpa2
05133	Pertussis	il12b(1of3)
05133	Pertussis	il12b(2of3)
05133	Pertussis	il12b(3of3)
05133	Pertussis	casp7(1of2)
05133	Pertussis	c4bpa(1of2)
05133	Pertussis	c4bpa(2of2)
05133	Pertussis	pycard
05133	Pertussis	tirap
05133	Pertussis	il1b
05133	Pertussis	traf6
05133	Pertussis	mapk11
00350	Tyrosine metabolism	th(1of2)
00350	Tyrosine metabolism	th(2of2)
00350	Tyrosine metabolism	hgd
00350	Tyrosine metabolism	ddc
00350	Tyrosine metabolism	got2
00350	Tyrosine metabolism	aldh3b1(1of2)
00350	Tyrosine metabolism	aldh3b1(2of2)
00350	Tyrosine metabolism	tyrp1(1of2)
00350	Tyrosine metabolism	tyrp1(2of2)
00350	Tyrosine metabolism	aoc3
00350	Tyrosine metabolism	hpd(1of2)
00350	Tyrosine metabolism	hpd(2of2)
00350	Tyrosine metabolism	dct
00350	Tyrosine metabolism	tpo(1of2)
00350	Tyrosine metabolism	tpo(2of2)
00350	Tyrosine metabolism	dbh
00350	Tyrosine metabolism	fahd1
00350	Tyrosine metabolism	lao1(1of3)
00350	Tyrosine metabolism	lao1(2of3)
00350	Tyrosine metabolism	lao1(3of3)
00350	Tyrosine metabolism	tat
00350	Tyrosine metabolism	maoa(1of3)
00350	Tyrosine metabolism	maoa(2of3)
00350	Tyrosine metabolism	maoa(3of3)
00350	Tyrosine metabolism	pnmt
00350	Tyrosine metabolism	comt
00350	Tyrosine metabolism	mif
00350	Tyrosine metabolism	got1(1of2)
00350	Tyrosine metabolism	got1(2of2)
00350	Tyrosine metabolism	aox1
00350	Tyrosine metabolism	adh5(1of4)
00350	Tyrosine metabolism	adh5(2of4)
00350	Tyrosine metabolism	adh5(3of4)
00350	Tyrosine metabolism	adh5(4of4)
00350	Tyrosine metabolism	fah
00350	Tyrosine metabolism	gstz1(1of3)
00350	Tyrosine metabolism	gstz1(2of3)
00350	Tyrosine metabolism	gstz1(3of3)
00350	Tyrosine metabolism	tyr(1of2)
00350	Tyrosine metabolism	tyr(2of2)
04710	Circadian rhythm	bhlhe41
04710	Circadian rhythm	prkab2
