kegg_id	gene_id
04918	atp1a3(2of2)
04918	gpx7
04918	asgr2(1of3)
04918	gpx6
04918	atp1a2
04918	prkca(1of3)
04918	prkca(2of3)
04918	prkca(3of3)
04918	lhb
04918	tshb
04918	itpr3
04918	tg
04918	adcy3(1of3)
04918	adcy3(2of3)
04918	adcy3(3of3)
04918	slc5a5
04918	gpx8
04918	adcy8(1of3)
04918	adcy8(2of3)
04918	adcy8(3of3)
04918	plcb4
04918	creb1(1of5)
04918	creb1(2of5)
04918	creb1(3of5)
04918	creb1(4of5)
04918	creb1(5of5)
04918	lrp2(1of2)
04918	lrp2(2of2)
04918	plcb2
04918	gnas(1of2)
04918	gnas(2of2)
04918	itpr2
04918	cga
04918	prkacb
03040	lsm2
03040	prpf8
03040	prpf18
03040	hnrnpu
03040	slu7
03040	sf3b2
03040	eftud2(1of2)
03040	eftud2(2of2)
03040	prpf4
03040	ncbp1
03040	hspa1b
03040	snrpc
03040	prpf40a(1of2)
03040	prpf40a(2of2)
03040	wbp11
03040	crnkl1
03040	thoc2
03040	snrpe
03040	snrpa1
03040	ppil1
03040	prpf38a
03040	eif4a3
03040	rbm22
03040	ddx42
03040	rbm25(1of2)
03040	rbm25(2of2)
03040	snrpa
03040	cdc40
03040	dhx8
03040	ppih
03040	snw1
03040	phf5a
03040	snu13
03040	hnrnpm
03040	bud31
03040	xab2
03040	pqbp1
03040	puf60(1of2)
03040	puf60(2of2)
03040	srsf4(1of2)
03040	srsf4(2of2)
03040	lsm4
03040	hnrnpk(1of2)
03040	hnrnpk(2of2)
03040	dhx16
03040	snrpb2
03040	txnl4a
03040	ccdc12
03040	snrpd2
03040	rp9
03040	thoc3
03040	srsf1(1of2)
03040	srsf1(2of2)
03040	snrnp40
03040	dtl
03040	snrnp27
03040	isy1
03040	u2af1(2of2)
03040	syf2
03040	lsm8
03040	hnrnpc
03040	sf3a2(1of2)
03040	sf3a2(2of2)
03040	srsf9
03040	magohb
03040	rbm17
03040	hnrnpa0(1of2)
03040	alyref(1of2)
03040	alyref(2of2)
03040	snrnp70
03040	srsf5
03040	aqr
03040	lsm5
03040	prpf3
03040	dhx38
03040	tra2b(1of2)
03040	tra2b(2of2)
03040	rbmx
03040	rbm8a
03040	bcas2
03040	hspa1l
03040	snrpf
03040	sart1
03040	prpf19
03040	prpf31
03040	hspa8(1of3)
03040	hspa8(2of3)
03040	hspa8(3of3)
03040	lsm3
03040	ddx23
03040	sf3b4
03040	ddx5(1of2)
03040	ddx5(2of2)
03040	ddx39b(1of2)
03040	ddx39b(2of2)
03040	sf3b1
03040	srsf10
03040	ctnnbl1
03040	snrnp200
03040	srsf7
03040	acin1(1of2)
03040	acin1(2of2)
03040	sf3b3
03040	u2af1(1of2)
03040	lsm7
03040	prpf38b
03040	dhx15(1of2)
03040	dhx15(2of2)
03040	u2af2(1of3)
03040	u2af2(2of3)
03040	u2af2(3of3)
03040	thoc1
03040	cherp
03040	ncbp2
03040	hnrnpa1(1of2)
03040	hnrnpa1(2of2)
03040	cdc5l
03040	snrpd3
03040	plrg1
03040	sf3b6
03040	srsf3(1of2)
03040	srsf3(2of2)
03040	prpf6
03040	srsf2
03040	sf3b5
03040	u2surp(1of2)
03040	u2surp(2of2)
03040	ppie
03040	smndc1
03040	snrpg
03040	srsf6
03040	sf3a1
03040	usp39
03040	lsm6
03040	zmat2
03040	ddx46
03040	sf3a3
03040	cwc15
03040	snrpd1
04925	calml4
04925	atf2
04925	daglb
04925	cacna1i(1of2)
04925	cacna1i(2of2)
04925	cacna1h(8of8)
04925	kcnk9
04925	kcnk3(1of3)
04925	adcy2(1of4)
04925	adcy2(2of4)
04925	adcy2(3of4)
04925	adcy2(4of4)
04925	prkce
04925	adcy1(1of2)
04925	adcy1(2of2)
04925	camk1d(1of3)
04925	camk1
04925	plcb3
04925	plcb1(1of2)
04925	plcb1(2of2)
04925	camk2b(2of2)
04925	atf4(1of2)
04925	atf4(2of2)
04925	camk2a
04925	dagla
04925	creb3l1
04925	prkd2
04925	creb3l3(1of3)
04925	creb3l3(2of3)
04925	creb3l3(3of3)
04925	cacna1h(2of8)
04925	cacna1g
04925	atf6b
04925	camk1g
04925	itpr1(1of2)
04925	itpr1(2of2)
04925	cacna1h(1of8)
04925	cacna1h(3of8)
04925	cacna1h(4of8)
04925	cacna1h(5of8)
04925	cacna1h(6of8)
04925	cacna1h(7of8)
04925	scarb1
04925	mc2r
04925	creb3l2
04925	adcy6(1of2)
04925	adcy6(2of2)
04925	prkcb(1of2)
04925	prkcb(2of2)
04925	camk4
04925	adcy9(1of2)
04925	adcy9(2of2)
04925	camk1d(2of3)
04925	camk1d(3of3)
04925	adcy5
04925	pde2a
04925	creb5
04925	atf7(2of3)
04925	prkaca(1of3)
04925	prkaca(2of3)
04925	prkaca(3of3)
04925	cyp11a1(1of2)
04925	cyp11a1(2of2)
04925	creb3l4
04925	agtr1a
04925	camk2g
04925	camk2b(1of2)
04925	gnaq(1of4)
04925	gnaq(2of4)
04925	gnaq(3of4)
04925	gnaq(4of4)
04925	cyp21a1
04925	scn11a
04925	cacna1f
04925	ldlr(1of2)
04925	ldlr(2of2)
04925	star(1of2)
04925	star(2of2)
04925	orai1(1of2)
04925	orai1(2of2)
04925	cacna1c
04925	npr1(1of4)
04925	npr1(2of4)
04925	npr1(3of4)
04925	npr1(4of4)
04925	npr2(1of2)
04925	prkca(1of3)
04925	prkca(2of3)
04925	prkca(3of3)
04925	camk2d(1of3)
04925	camk2d(2of3)
04925	camk2d(3of3)
04925	cacna1s
04925	gna11
04925	itpr3
04925	calm3(1of4)
04925	calm3(2of4)
04925	calm3(3of4)
04925	calm3(4of4)
04925	prkd1
04925	nr4a1(1of2)
04925	nr4a1(2of2)
04925	adcy3(1of3)
04925	adcy3(2of3)
04925	adcy3(3of3)
04925	adcy8(1of3)
04925	adcy8(2of3)
04925	adcy8(3of3)
04925	plcb4
04925	kcnk3(2of3)
04925	kcnk3(3of3)
04925	creb1(1of5)
04925	creb1(2of5)
04925	creb1(3of5)
04925	creb1(4of5)
04925	creb1(5of5)
04925	hsd3b1
04925	lipe(1of2)
04925	lipe(2of2)
04925	plcb2
04925	nr4a2(1of2)
04925	nr4a2(2of2)
04925	gnas(1of2)
04925	gnas(2of2)
04925	itpr2
04925	prkd3(1of2)
04925	prkd3(2of2)
04925	prkacb
04925	cacna1d(1of5)
04925	cacna1d(2of5)
04925	cacna1d(3of5)
04925	cacna1d(4of5)
04925	cacna1d(5of5)
03060	sec61g
03060	sec61a1(1of2)
03060	sec61a1(2of2)
03060	oxa1l
03060	srp72
03060	srprb
03060	srp19
03060	hspa5
03060	srpr
03060	immp1l
03060	spcs3
03060	sec61b
03060	immp2l
03060	srp9
03060	srp14
03060	srp68
03060	srp54a
03060	sec11a
03060	sec63
03060	spcs2
03060	sec62
03060	spcs1
00400	lao1(1of3)
00400	lao1(2of3)
00400	lao1(3of3)
00400	pah
00400	tat
00400	got1(1of2)
00400	got1(2of2)
00400	got2
04922	calml4
04922	atf2
04922	pck1(1of2)
04922	adcy2(1of4)
04922	adcy2(2of4)
04922	adcy2(3of4)
04922	adcy2(4of4)
04922	pde3b
04922	prkag3(1of2)
04922	prkag3(2of2)
04922	plcb3
04922	plcb1(1of2)
04922	plcb1(2of2)
04922	camk2b(2of2)
04922	pgam1(1of2)
04922	pgam1(2of2)
04922	atf4(1of2)
04922	atf4(2of2)
04922	camk2a
04922	ppp3ca(5of5)
04922	crebbp(1of4)
04922	crebbp(2of4)
04922	crebbp(3of4)
04922	crebbp(4of4)
04922	creb3l1
04922	creb3l3(1of3)
04922	creb3l3(2of3)
04922	creb3l3(3of3)
04922	pfkfb1
04922	gcg(1of2)
04922	gcg(2of2)
04922	phkg2
04922	cpt1a(1of4)
04922	cpt1a(2of4)
04922	cpt1a(3of4)
04922	cpt1a(4of4)
04922	pygm(1of2)
04922	pygm(2of2)
04922	slc2a2
04922	phka1
04922	itpr1(1of2)
04922	itpr1(2of2)
04922	ppp4r3b
04922	ldha
04922	ldhb(1of2)
04922	ldhb(2of2)
04922	pygl
04922	fbp1(1of2)
04922	fbp1(2of2)
04922	ppp3ca(1of5)
04922	ppp3ca(2of5)
04922	ppp3ca(3of5)
04922	ppp3ca(4of5)
04922	prkab2
04922	gck
04922	prkag2(1of3)
04922	prkag2(2of3)
04922	prkag2(3of3)
04922	creb3l2
04922	ppp3r1
04922	prkab1(1of2)
04922	prkab1(2of2)
04922	g6pc3
04922	phkg1(1of2)
04922	phkg1(2of2)
04922	phka2
04922	sik2
04922	phkb
04922	acaca
04922	pgam2
04922	creb5
04922	atf7(2of3)
04922	ppp4r3a
04922	prkaca(1of3)
04922	prkaca(2of3)
04922	prkaca(3of3)
04922	pfkl
04922	creb3l4
04922	g6pc(1of2)
04922	g6pc(2of2)
04922	prkag1
04922	camk2g
04922	camk2b(1of2)
04922	prmt1
04922	g6pc2
04922	akt3(1of2)
04922	akt3(2of2)
04922	gnaq(1of4)
04922	gnaq(2of4)
04922	gnaq(3of4)
04922	gnaq(4of4)
04922	pdhb
04922	crtc2
04922	prkaa1
04922	sirt1
04922	gys2
04922	camk2d(1of3)
04922	camk2d(2of3)
04922	camk2d(3of3)
04922	pdha1(1of2)
04922	pdha1(2of2)
04922	gys1
04922	itpr3
04922	pkm(1of2)
04922	pkm(2of2)
04922	calm3(1of4)
04922	calm3(2of4)
04922	calm3(3of4)
04922	calm3(4of4)
04922	ppp4c
04922	prkaa2
04922	sik1
04922	foxo1(1of2)
04922	foxo1(2of2)
04922	ppargc1a
04922	pck1(2of2)
04922	ppara(1of2)
04922	ppara(2of2)
04922	plcb4
04922	creb1(1of5)
04922	creb1(2of5)
04922	creb1(3of5)
04922	creb1(4of5)
04922	creb1(5of5)
04922	akt2
04922	acacb
04922	plcb2
04922	akt1
04922	slc2a1(1of6)
04922	slc2a1(2of6)
04922	slc2a1(3of6)
04922	slc2a1(4of6)
04922	slc2a1(5of6)
04922	slc2a1(6of6)
04922	gnas(1of2)
04922	gnas(2of2)
04922	itpr2
04922	prkacb
00072	oxct1
00072	hmgcll1
00072	acat2
00072	bdh2(2of2)
00072	bdh1(1of2)
00072	bdh1(2of2)
00072	hmgcs1
00072	hmgcl
00072	acat1
04975	apoa4(1of4)
04975	apoa4(2of4)
04975	apoa4(3of4)
04975	apoa4(4of4)
04975	cel(1of3)
04975	cel(2of3)
04975	cel(3of3)
04975	acat2
04975	got2
04975	pla2g1b(1of3)
04975	pla2g1b(2of3)
04975	pla2g1b(3of3)
04975	agpat1
04975	fabp2(1of2)
04975	fabp2(2of2)
04975	slc27a4
04975	fabp1
04975	apoa1
04975	scarb1
04975	plpp3(1of4)
04975	plpp3(2of4)
04975	plpp3(3of4)
04975	plpp3(4of4)
04975	dgat2(1of2)
04975	dgat2(2of2)
04975	plpp2(1of2)
04975	plpp2(2of2)
04975	mttp
04975	plpp1(1of2)
04975	plpp1(2of2)
04975	apob(1of3)
04975	apob(2of3)
04975	apob(3of3)
04975	dgat1(1of3)
04975	dgat1(2of3)
04975	dgat1(3of3)
04975	cd36
04975	abcg8
04975	pla2g12a
04975	abca1(1of5)
04975	abca1(2of5)
04975	abca1(3of5)
04975	abca1(4of5)
04975	abca1(5of5)
04975	pla2g12b(1of2)
04975	pla2g12b(2of2)
04975	pla2g3(1of3)
04975	pla2g3(2of3)
04975	pla2g3(3of3)
04975	abcg5
04975	mogat2(1of3)
04975	mogat2(2of3)
04975	mogat2(3of3)
04975	pnliprp1
04975	npc1l1
04975	pla2g10
04070	calml4
04070	pip4k2b
04070	pip4k2a
04070	itpka
04070	cdipt(1of2)
04070	pik3ca(1of3)
04070	pik3ca(2of3)
04070	pik3ca(3of3)
04070	plcb3
04070	plcb1(1of2)
04070	plcb1(2of2)
04070	plcd3(1of2)
04070	plcd3(2of2)
04070	mtmr1
04070	synj1
04070	pi4kb(1of2)
04070	pi4kb(2of2)
04070	pip5k1c(1of2)
04070	pip5k1c(2of2)
04070	pik3cb(1of2)
04070	pik3cb(2of2)
04070	pik3c2g
04070	ocrl
04070	itpkc
04070	plcd1(1of2)
04070	plcd1(2of2)
04070	pik3c2b
04070	pikfyve
04070	itpr1(1of2)
04070	itpr1(2of2)
04070	tmem55b(1of2)
04070	tmem55b(2of2)
04070	pik3c2a
04070	pip5k1a(1of2)
04070	pip5k1a(2of2)
04070	inppl1(1of2)
04070	inppl1(2of2)
04070	plcg1(1of2)
04070	plcg1(2of2)
04070	cds1
04070	ppip5k1(1of2)
04070	ppip5k1(2of2)
04070	pten(1of2)
04070	pten(2of2)
04070	prkcb(1of2)
04070	prkcb(2of2)
04070	mtmr2
04070	dgkq
04070	pip4k2c(1of2)
04070	pip4k2c(2of2)
04070	itpk1
04070	tmem55a
04070	plcd4(1of2)
04070	plcd4(2of2)
04070	pik3r2
04070	pi4k2b
04070	ip6k2(1of2)
04070	ip6k2(2of2)
04070	dgki
04070	inpp1
04070	dgkb(2of4)
04070	plce1
04070	dgkb(1of4)
04070	pip5k1b(1of2)
04070	pip5k1b(2of2)
04070	mtm1
04070	ippk
04070	inpp5k
04070	mtmr14
04070	inpp4a(1of2)
04070	inpp4a(2of2)
04070	impad1
04070	prkca(1of3)
04070	prkca(2of3)
04070	prkca(3of3)
04070	inpp5e
04070	plcg2
04070	pik3cd
04070	pik3c3
04070	itpr3
04070	pi4k2a
04070	mtmr3
04070	calm3(1of4)
04070	calm3(2of4)
04070	calm3(3of4)
04070	calm3(4of4)
04070	ipmk
04070	inpp4b(1of2)
04070	inpp4b(2of2)
04070	plcb4
04070	mtmr4
04070	inpp5d
04070	impa1(1of3)
04070	impa1(2of3)
04070	impa1(3of3)
04070	dgkb(3of4)
04070	dgkb(4of4)
04070	dgkz
04070	dgke
04070	pik3r3(1of2)
04070	pik3r3(2of2)
04070	mtmr6
04070	plcb2
04070	dgkd(1of2)
04070	dgkd(2of2)
04070	mtmr7(1of2)
04070	mtmr7(2of2)
04070	pi4ka(1of3)
04070	pi4ka(2of3)
04070	pi4ka(3of3)
04070	inpp5a(1of2)
04070	inpp5a(2of2)
04070	ip6k1
04070	cds2
04070	itpkb(1of2)
04070	itpkb(2of2)
04070	itpr2
04070	pik3r1(1of2)
04070	pik3r1(2of2)
04070	inpp5j(1of3)
04070	inpp5j(2of3)
04070	inpp5j(3of3)
04070	inpp5b
04930	cacna1a(1of3)
04930	cacna1a(2of3)
04930	cacna1a(3of3)
04930	abcc8
04930	mapk1
04930	pklr
04930	cacna1b(1of5)
04930	cacna1b(2of5)
04930	cacna1b(3of5)
04930	cacna1b(4of5)
04930	cacna1b(5of5)
04930	mapk9
04930	mtor
04930	prkce
04930	pik3ca(1of3)
04930	pik3ca(2of3)
04930	pik3ca(3of3)
04930	kcnj11(1of2)
04930	prkcd(1of2)
04930	prkcd(2of2)
04930	cacna1c
04930	insr(1of3)
04930	insr(2of3)
04930	insr(3of3)
04930	socs1(1of2)
04930	socs1(2of2)
04930	mapk8(1of2)
04930	mapk8(2of2)
04930	pik3cb(1of2)
04930	pik3cb(2of2)
04930	pik3cd
04930	lta(2of2)
04930	socs4
04930	cacna1h(2of8)
04930	cacna1g
04930	pkm(1of2)
04930	pkm(2of2)
04930	mafa
04930	ikbkb
04930	slc2a2
04930	irs2(1of3)
04930	irs2(2of3)
04930	irs2(3of3)
04930	pdx1
04930	gck
04930	irs1(1of3)
04930	irs1(2of3)
04930	irs1(3of3)
04930	hk2(1of3)
04930	hk2(2of3)
04930	hk2(3of3)
04930	pik3r3(1of2)
04930	pik3r3(2of2)
04930	ins1
04930	ins2
04930	ins
04930	mapk3
04930	socs2
04930	mapk10
04930	cacna1e
04930	pik3r1(1of2)
04930	pik3r1(2of2)
04930	pik3r2
04930	prkcz
04930	hk1(1of2)
04930	hk1(2of2)
04930	socs3
04930	cacna1d(1of5)
04930	cacna1d(2of5)
04930	cacna1d(3of5)
04930	cacna1d(4of5)
04930	cacna1d(5of5)
00051	pfkfb4(1of2)
00051	pfkfb4(2of2)
00051	mpi
00051	sord
00051	gmppa
00051	fuk
00051	pfkfb2(1of2)
00051	pfkfb2(2of2)
00051	pfkm(1of2)
00051	pfkm(2of2)
00051	aldoa
00051	tkfc
00051	fbp2
00051	akr1b10(1of4)
00051	akr1b10(2of4)
00051	akr1b10(3of4)
00051	akr1b10(4of4)
00051	pfkfb1
00051	enosf1
00051	fbp1(1of2)
00051	fbp1(2of2)
00051	pmm1
00051	aldob
00051	hk2(1of3)
00051	hk2(2of3)
00051	hk2(3of3)
00051	gmppb
00051	khk
00051	pmm2
00051	gmds
00051	tsta3
00051	aldoc(1of2)
00051	aldoc(2of2)
00051	fpgt
00051	pfkfb3
00051	tpi1
00051	pfkl
00051	pfkp(1of2)
00051	pfkp(2of2)
00051	hk1(1of2)
00051	hk1(2of2)
00051	tigar(1of2)
00051	tigar(2of2)
00280	acadsb
00280	hadh
00280	aldh3a2(1of3)
00280	aldh3a2(2of3)
00280	aldh3a2(3of3)
00280	hibadh(1of2)
00280	hibadh(2of2)
00280	mccc1
00280	oxct1
00280	acsf3
00280	ehhadh
00280	acaa2
00280	pccb
00280	acat2
00280	aldh6a1
00280	aldh2
00280	hmgcs1
00280	acat1
00280	dld
00280	agxt2
00280	pcca
00280	echs1
00280	abat
00280	hadhb
00280	aldh7a1
00280	dbt
00280	hmgcl
00280	auh
00280	ivd
00280	lao1(1of3)
00280	lao1(2of3)
00280	lao1(3of3)
00280	acads(1of2)
00280	acads(2of2)
00280	acad8
00280	hmgcll1
00280	acadm
00280	aacs
00280	hsd17b10
00280	acaa1
00280	hibch
00280	mccc2(1of2)
00280	mccc2(2of2)
00280	aldh9a1(1of2)
00280	aldh9a1(2of2)
00280	aox1
00280	mcee
00280	bckdhb
00280	bcat1
00280	hadha
00280	mut
05134	arf1(1of3)
05134	arf1(2of3)
05134	arf1(3of3)
05134	tlr2(1of3)
05134	tlr2(2of3)
05134	rab1b
05134	itgax(1of3)
05134	itgax(2of3)
05134	itgax(3of3)
05134	hspa1l
05134	eef1g
05134	casp1
05134	hspa8(1of3)
05134	hspa8(2of3)
05134	hspa8(3of3)
05134	cxcl1(1of2)
05134	cxcl2
05134	tlr5(1of2)
05134	tlr5(2of2)
05134	sec22b
05134	bnip3(1of2)
05134	bnip3(2of2)
05134	lta(2of2)
05134	myd88
05134	bcl2l13(1of2)
05134	bcl2l13(2of2)
05134	hspa1b
05134	vcp(1of2)
05134	vcp(2of2)
05134	casp8(1of3)
05134	casp8(2of3)
05134	casp8(3of3)
05134	hspd1
05134	apaf1(1of2)
05134	apaf1(2of2)
05134	casp7(2of2)
05134	casp3(1of2)
05134	casp3(2of2)
05134	hbs1l
05134	nfkb1
05134	svep1(3of3)
05134	c3(1of4)
05134	c3(2of4)
05134	c3(3of4)
05134	c3(4of4)
05134	cycs(1of2)
05134	cycs(2of2)
05134	eef1a1(1of5)
05134	eef1a1(2of5)
05134	eef1a1(3of5)
05134	eef1a1(4of5)
05134	eef1a1(5of5)
05134	hsf1
05134	ppbp
05134	rela
05134	rab1a(1of3)
05134	rab1a(2of3)
05134	rab1a(3of3)
05134	sar1b(1of3)
05134	sar1b(2of3)
05134	sar1b(3of3)
05134	il12b(1of3)
05134	il12b(2of3)
05134	il12b(3of3)
05134	casp7(1of2)
05134	casp9(1of2)
05134	casp9(2of2)
05134	nfkb2
05134	pycard
05134	il1b
05134	il12a
05134	nfkbia(1of2)
05134	nfkbia(2of2)
05134	itgb2
05222	ccnd1
05222	pik3ca(1of3)
05222	pik3ca(2of3)
05222	pik3ca(3of3)
05222	lamb1(3of4)
05222	e2f2
05222	lamb2
05222	pik3cb(1of2)
05222	pik3cb(2of2)
05222	cdk6(1of2)
05222	cdk6(2of2)
05222	lama3(1of4)
05222	lama3(2of4)
05222	lama3(3of4)
05222	lama3(4of4)
05222	e2f3(1of3)
05222	e2f3(2of3)
05222	e2f3(3of3)
05222	lama2(1of3)
05222	lama2(3of3)
05222	lamc3
05222	apaf1(1of2)
05222	apaf1(2of2)
05222	traf4
05222	lamc1(2of2)
05222	pten(1of2)
05222	pten(2of2)
05222	itgb1(1of3)
05222	itgb1(2of3)
05222	itgb1(3of3)
05222	cdk2
05222	ptgs2
05222	lamc2
05222	fn1(1of3)
05222	fn1(2of3)
05222	fn1(3of3)
05222	rxrg
05222	pik3r2
05222	nfkbia(1of2)
05222	nfkbia(2of2)
05222	skp2
05222	itga3(1of2)
05222	itga3(2of2)
05222	akt3(1of2)
05222	akt3(2of2)
05222	ikbkg
05222	traf3
05222	ptk2(1of2)
05222	ptk2(2of2)
05222	lama4(1of2)
05222	lama4(2of2)
05222	ccne1
05222	bcl2
05222	col4a1(1of5)
05222	col4a1(2of5)
05222	col4a1(4of5)
05222	col9a3(2of2)
05222	cdk4
05222	col4a2
05222	col4a6(1of5)
05222	col4a6(2of5)
05222	col4a6(3of5)
05222	col4a6(4of5)
05222	col4a6(5of5)
05222	pik3cd
05222	ccne2
05222	e2f1
05222	itgav
05222	ikbkb
05222	rxra(1of3)
05222	rxra(2of3)
05222	rxra(3of3)
05222	traf2(1of3)
05222	traf2(2of3)
05222	traf2(3of3)
05222	nfkb1
05222	col4a1(3of5)
05222	col4a1(5of5)
05222	col4a4
05222	myc(1of2)
05222	myc(2of2)
05222	cycs(1of2)
05222	cycs(2of2)
05222	bcl2l1(1of2)
05222	bcl2l1(2of2)
05222	lamb1(1of4)
05222	lamb1(2of4)
05222	lamb1(4of4)
05222	rb1
05222	chuk(1of3)
05222	chuk(2of3)
05222	chuk(3of3)
05222	pik3r3(1of2)
05222	pik3r3(2of2)
05222	rela
05222	birc2
05222	akt2
05222	akt1
05222	cdkn2b
05222	itga2
05222	itga6(1of3)
05222	itga6(2of3)
05222	itga6(3of3)
05222	lama5
05222	lamb3(1of2)
05222	lamb3(2of2)
05222	max(1of3)
05222	max(2of3)
05222	max(3of3)
05222	pias2
05222	casp9(1of2)
05222	casp9(2of2)
05222	cdkn1c(2of2)
05222	cdkn1b(1of3)
05222	cdkn1b(2of3)
05222	cdkn1b(3of3)
05222	pik3r1(1of2)
05222	pik3r1(2of2)
05222	xiap
05222	birc3
05222	rarb(1of4)
05222	rarb(2of4)
05222	rarb(3of4)
05222	rarb(4of4)
05222	cks1b(1of2)
05222	cks1b(2of2)
05222	traf6
00232	nat2(1of2)
00232	nat2(2of2)
00232	xdh
04066	mapk1
04066	mtor
04066	pik3ca(1of3)
04066	pik3ca(2of3)
04066	pik3ca(3of3)
04066	camk2b(2of2)
04066	aldoa
04066	camk2a
04066	angpt1(1of2)
04066	angpt1(2of2)
04066	crebbp(1of4)
04066	crebbp(2of4)
04066	crebbp(3of4)
04066	crebbp(4of4)
04066	angpt4(1of2)
04066	angpt4(2of2)
04066	fgl1(2of3)
04066	pik3cb(1of2)
04066	pik3cb(2of2)
04066	egln1
04066	edn1
04066	stat3(1of2)
04066	stat3(2of2)
04066	flt1(1of2)
04066	flt1(2of2)
04066	gapdh(1of2)
04066	gapdh(2of2)
04066	angpt2(1of2)
04066	angpt2(2of2)
04066	vhl
04066	plcg1(1of2)
04066	plcg1(2of2)
04066	egln3
04066	hk2(1of3)
04066	hk2(2of3)
04066	hk2(3of3)
04066	prkcb(1of2)
04066	prkcb(2of2)
04066	rps6
04066	ins1
04066	ins2
04066	ins
04066	erbb2
04066	nppa
04066	eno3
04066	eno2(1of2)
04066	eno2(2of2)
04066	igf1(1of2)
04066	igf1(2of2)
04066	cdkn1a
04066	pik3r2
04066	pfkl
04066	cul2
04066	camk2g
04066	camk2b(1of2)
04066	akt3(1of2)
04066	akt3(2of2)
04066	pdhb
04066	mknk1
04066	bcl2
04066	egf
04066	tfrc(1of3)
04066	tfrc(2of3)
04066	tfrc(3of3)
04066	prkca(1of3)
04066	prkca(2of3)
04066	prkca(3of3)
04066	egln2
04066	eif4e(1of3)
04066	eif4e(2of3)
04066	eif4e(3of3)
04066	eno1
04066	plcg2
04066	insr(1of3)
04066	insr(2of3)
04066	insr(3of3)
04066	camk2d(1of3)
04066	camk2d(2of3)
04066	camk2d(3of3)
04066	pdha1(1of2)
04066	pdha1(2of2)
04066	pik3cd
04066	igf1r(1of2)
04066	igf1r(2of2)
04066	rps6kb1
04066	eif4ebp1(1of2)
04066	eif4ebp1(2of2)
04066	hif1a
04066	hif3a
04066	epo
04066	mknk2
04066	rbx1
04066	egfr(1of2)
04066	egfr(2of2)
04066	pgf(2of2)
04066	vegfa
04066	vegfb
04066	nfkb1
04066	cybb(1of2)
04066	cybb(2of2)
04066	map2k1
04066	il6r(1of3)
04066	il6r(2of3)
04066	il6r(3of3)
04066	rps6kb2
04066	map2k2
04066	pik3r3(1of2)
04066	pik3r3(2of2)
04066	pgk1
04066	rela
04066	mapk3
04066	akt2
04066	akt1
04066	slc2a1(1of6)
04066	slc2a1(2of6)
04066	slc2a1(3of6)
04066	slc2a1(4of6)
04066	slc2a1(5of6)
04066	slc2a1(6of6)
04066	eif4e2
04066	cdkn1c(2of2)
04066	cdkn1b(1of3)
04066	cdkn1b(2of3)
04066	cdkn1b(3of3)
04066	pdk1
04066	pfkfb3
04066	pik3r1(1of2)
04066	pik3r1(2of2)
04066	hmox1(1of2)
04066	hmox1(2of2)
04066	serpine1
04066	arnt
04066	hk1(1of2)
04066	hk1(2of2)
00340	aldh3a2(1of3)
00340	aldh3a2(2of3)
00340	aldh3a2(3of3)
00340	ddc
00340	amdhd1
00340	maoa(1of3)
00340	maoa(2of3)
00340	maoa(3of3)
00340	uroc1
00340	aldh2
00340	aldh3b1(1of2)
00340	aldh3b1(2of2)
00340	hnmt(1of3)
00340	hnmt(2of3)
00340	hnmt(3of3)
00340	cndp1
00340	cndp2
00340	hdc
00340	hal(1of2)
00340	hal(2of2)
00340	carnmt1
00340	aldh9a1(1of2)
00340	aldh9a1(2of2)
00340	aspa(1of2)
00340	aspa(2of2)
00340	ftcd(2of2)
00340	aldh7a1
00340	aoc1
04971	calml4
04971	cftr
04971	adcy2(1of4)
04971	adcy2(2of4)
04971	adcy2(3of4)
04971	adcy2(4of4)
04971	adcy1(1of2)
04971	adcy1(2of2)
04971	atp1a1(1of2)
04971	atp1a1(2of2)
04971	plcb3
04971	plcb1(1of2)
04971	plcb1(2of2)
04971	camk2b(2of2)
04971	camk2a
04971	kcnj16(1of2)
04971	kcnj16(2of2)
04971	sst(1of4)
04971	sst(2of4)
04971	sst(3of4)
04971	sst(4of4)
04971	kcnj2(1of3)
04971	kcnj2(2of3)
04971	kcnj2(3of3)
04971	kcnj1(1of2)
04971	kcnj1(2of2)
04971	sstr2(1of3)
04971	sstr2(2of3)
04971	sstr2(3of3)
04971	atp1b1(1of2)
04971	atp1b1(2of2)
04971	itpr1(1of2)
04971	itpr1(2of2)
04971	atp1b2(1of2)
04971	atp1b2(2of2)
04971	atp1b3(1of3)
04971	atp1b3(2of3)
04971	atp1b3(3of3)
04971	actb
04971	kcnk10(1of2)
04971	kcnk10(2of2)
04971	kcnj15
04971	adcy6(1of2)
04971	adcy6(2of2)
04971	prkcb(1of2)
04971	prkcb(2of2)
04971	adcy9(1of2)
04971	adcy9(2of2)
04971	adcy5
04971	atp1b4
04971	hrh2(1of2)
04971	hrh2(2of2)
04971	prkaca(1of3)
04971	prkaca(2of3)
04971	prkaca(3of3)
04971	kcnq1(1of2)
04971	kcnq1(2of2)
04971	camk2g
04971	camk2b(1of2)
04971	slc4a2(1of2)
04971	slc4a2(2of2)
04971	gnaq(1of4)
04971	gnaq(2of4)
04971	gnaq(3of4)
04971	gnaq(4of4)
04971	atp1a3(1of2)
04971	atp1a3(2of2)
04971	kcnk2(1of3)
04971	kcnk2(2of3)
04971	kcnk2(3of3)
04971	atp1a2
04971	prkca(1of3)
