Condition,FDR,DE,,,,,,
D6d,1.84E-06,-1.033076608,,,,,,
D6d,6.75E-07,0.949004351,,,,,,
D6d,0.07380308,-0.457204351,,,,,,
D6d,0.006149347,-0.436651323,,,,,,
D6d,6.43E-37,-2.508391079,,,,,,
D6d,0.192974855,-0.748178736,,,,,,
D6d,1.05E-58,-2.413605512,,,,,,
D6d,2.13E-46,1.685353837,,,,,,
D6d,0.583562054,0.255605407,,,,,,
D6d,7.50E-48,-4.57805231,,,,,,
D6d,0.664161909,0.606787462,,,,,,
D6d,4.99E-06,0.577199567,,,,,,
D6d,0.000106089,1.687189304,,,,,,
D6d,0.179760685,-0.349342926,,,,,,
D6d,6.51E-13,1.433543845,,,,,,
D6d,0.001237867,-0.409387495,,,,,,
D6d,6.79E-08,-1.282338254,,,,,,
D6d,1.73E-06,0.592790933,,,,,,
D6d,6.80E-22,-1.143240824,,,,,,
D6d,1.30E-124,-3.769884465,,,,,,
D6d,2.88E-54,2.585701351,,,,,,
D6d,0.998967977,0.000552084,,,,,,
D6d,1.35E-21,-1.758189398,,,,,,
D6d,0.216615813,-0.164089075,,,,,,
D6d,1.72E-08,1.704583829,,,,,,
D6d,7.74E-11,1.189185792,,,,,,
D6d,5.41E-08,0.824525504,,,,,,
D6d,0.175674102,-1.493051948,,,,,,
D6d,1.04E-09,1.483965423,,,,,,
D6d,0.00084206,1.999949609,,,,,,
D6d,3.62E-06,0.825911433,,,,,,
D6d,7.19E-86,3.618524978,,,,,,
D6d,0.00518666,0.440332928,,,,,,
D6d,0.016270469,0.680376502,,,,,,
D6d,0.000523027,1.343206461,,,,,,
D6d,0.000401527,0.81326336,,,,,,
D6d,2.80E-44,-3.726615893,,,,,,
D6d,0.032792982,-0.566247729,,,,,,
D6d,0.794508284,-0.061532193,,,,,,
D6d,3.57E-05,1.020546453,,,,,,
D6d,1.06E-15,1.767366819,,,,,,
D6d,0.360131189,-0.182626424,,,,,,
D6d,0.000566,-1.27721353,,,,,,
D6d,6.14E-05,0.501728709,,,,,,
D6d,0.498421678,-0.167766563,,,,,,
D6d,0.434576898,-0.406624402,,,,,,
D6d,0.45441059,-0.240911665,,,,,,
D6d,3.14E-05,0.55447853,,,,,,
D6d,0.000183926,1.968301059,,,,,,
D6d,0.001453695,0.787779709,,,,,,
D6d,0.348771551,0.259105507,,,,,,
D6d,2.17E-05,1.825061731,,,,,,
D6d,0.81506402,-0.104673593,,,,,,
D6d,0.002069097,2.250304175,,,,,,
D6d,0.992684778,-0.004031407,,,,,,
D6d,0.004824988,-1.123740858,,,,,,
D6d,6.26E-30,-2.083284635,,,,,,
D6d,0.000271967,1.118847762,,,,,,
D6d,1.93E-25,-1.555882369,,,,,,
D6d,4.24E-09,0.798398776,,,,,,
D6d,0.980265996,0.005083324,,,,,,
D6d,0.829948976,0.07555969,,,,,,
D6d,6.05E-18,-1.396956415,,,,,,
D6d,0.001275175,1.407555269,,,,,,
D6d,0.163403394,0.223101012,,,,,,
D6d,0.866678626,0.026716399,,,,,,
D6d,2.04E-07,-1.914899722,,,,,,
D6d,0.299202663,-0.170840496,,,,,,
D6d,0.000128112,0.547636631,,,,,,
D6d,1.27E-19,1.524241867,,,,,,
D6d,1.90E-07,-0.776954296,,,,,,
D6d,0.001449787,0.433953683,,,,,,
D6d,8.00E-05,-0.918539723,,,,,,
D6d,0.831798002,0.036206063,,,,,,
D6d,0.00196876,-0.417715173,,,,,,
D6d,0.000134104,-0.560460089,,,,,,
D6d,5.26E-17,-1.267928102,,,,,,
D6d,0.523548329,-0.220487074,,,,,,
D6d,0.515224782,0.151867272,,,,,,
D6d,0.000219093,1.178664442,,,,,,
D6d,0.065540053,-0.430661046,,,,,,
D6d,0.063204864,0.256482385,,,,,,
D6d,6.49E-07,0.601660382,,,,,,
D6d,0.657411928,0.164811621,,,,,,
D6d,7.94E-28,-1.648789216,,,,,,
D6d,0.24917517,-0.287753978,,,,,,
D6d,3.05E-11,-2.161013553,,,,,,
D6d,2.28E-08,0.873300074,,,,,,
D6d,0.791911406,-0.120485149,,,,,,
D6d,0.343002188,0.340132707,,,,,,
D6d,1.17E-32,1.536867056,,,,,,
D6d,0.000290629,-1.112815894,,,,,,
D6d,1.14E-19,-2.185420854,,,,,,
D6d,1.28E-16,2.180135,,,,,,
D6d,6.64E-06,1.018792984,,,,,,
D6d,1.12E-36,-2.643228319,,,,,,
D6d,0.979616258,0.014656142,,,,,,
D6d,8.93E-10,-1.349330836,,,,,,
D6d,3.94E-09,-0.957475815,,,,,,
D6d,0.36485916,-0.275185405,,,,,,
D6d,0.004234991,0.555514853,,,,,,
D6d,6.03E-07,0.67298897,,,,,,
D6d,8.62E-09,1.440289536,,,,,,
D6d,0.19951942,-0.447432656,,,,,,
D6d,5.04E-05,0.637212194,,,,,,
D6d,1.52E-29,1.579628946,,,,,,
D6d,0.003774668,-0.716544279,,,,,,
D6d,0.805105025,0.079327251,,,,,,
D6d,6.09E-07,1.430219074,,,,,,
D6d,0.776623674,0.19680054,,,,,,
D6d,0.016145261,0.370029016,,,,,,
D6d,3.70E-47,1.756047077,,,,,,
D6d,1.74E-17,1.050513747,,,,,,
D6d,0.903076964,0.022320607,,,,,,
D6d,0.116802736,0.246063291,,,,,,
D6d,0.002164937,-0.546892397,,,,,,
D6d,0.863462172,-0.028067803,,,,,,
D6d,0.591198592,-0.120701885,,,,,,
D6d,2.20E-23,-2.037329403,,,,,,
D6d,9.97E-05,-3.191003742,,,,,,
D6d,5.97E-26,-2.31628935,,,,,,
D6d,7.30E-36,-2.40090426,,,,,,
D6d,5.37E-61,-3.071853142,,,,,,
D6d,8.66E-131,-3.768751426,,,,,,
D6d,0.015034584,0.481488243,,,,,,
D6d,0.018558847,-0.323653456,,,,,,
D6d,8.55E-87,-3.101366143,,,,,,
D6d,0.100732461,-0.264429575,,,,,,
D6d,0.343525474,-0.213081922,,,,,,
D6d,0.00775979,0.837937059,,,,,,
D6d,1.18E-09,-2.231977517,,,,,,
D6d,1.01E-15,-1.75721597,,,,,,
D6d,4.54E-66,-2.030474245,,,,,,
D6d,0.004631827,-1.004423553,,,,,,
D6d,0.001713848,-1.329754451,,,,,,
D6d,6.10E-36,-1.525017969,,,,,,
D6d,0.28432064,-0.253198114,,,,,,
D6d,1.12E-11,1.256417195,,,,,,
D6d,0.002374547,0.939751366,,,,,,
D6d,0.143506327,0.307351741,,,,,,
D6d,0.000248706,-0.538373654,,,,,,
D6d,0.034186797,0.584780589,,,,,,
D6d,3.22E-09,-1.073281166,,,,,,
D6d,0.000959572,0.785667076,,,,,,
D6d,0.001629458,-1.060354453,,,,,,
D6d,0.594658145,0.116199108,,,,,,
D6d,0.86989778,0.116188674,,,,,,
D6d,0.03407199,1.26538338,,,,,,
D6d,0.998137798,0.002263287,,,,,,
D6d,0.003138706,-0.499580953,,,,,,
D6d,0.026093879,-0.847844454,,,,,,
D6d,0.00482192,-0.532054154,,,,,,
D6d,0.197891527,0.409233979,,,,,,
D6d,1.78E-31,-3.169628253,,,,,,
D6d,6.62E-17,-3.123106132,,,,,,
D6d,2.01E-05,1.096838842,,,,,,
D6d,0.000267536,-0.527545275,,,,,,
D6d,0.006642937,-0.676369358,,,,,,
D6d,5.54E-33,-2.64161848,,,,,,
D6d,4.01E-21,-1.640344486,,,,,,
D6d,0.007270345,-0.484643039,,,,,,
D6d,3.55E-60,-2.656991298,,,,,,
D6d,1.73E-63,-2.936496522,,,,,,
D6d,2.70E-10,-1.003727399,,,,,,
D6d,6.55E-98,-2.648530429,,,,,,
D6d,6.05E-90,-2.473981446,,,,,,
D6d,0.075823453,0.408393144,,,,,,
D6d,0.003851958,0.361342908,,,,,,
D6d,8.16E-56,2.129053926,,,,,,
D6d,0.068620576,-0.649362307,,,,,,
D6d,7.21E-39,-1.54865436,,,,,,
D6d,9.40E-29,-1.532533254,,,,,,
D6d,2.48E-11,-1.294788027,,,,,,
D6d,5.72E-05,-1.151782821,,,,,,
D6d,0.000104327,-0.990392419,,,,,,
D6d,0.017869039,0.537248816,,,,,,
D6d,3.97E-05,-1.535546936,,,,,,
D6d,0.025387437,-2.228765758,,,,,,
D6d,1.43E-65,-2.642757395,,,,,,
D6d,5.37E-50,-3.039832055,,,,,,
D6d,0.00026269,-1.401831431,,,,,,
D6d,0.008128197,-1.243777697,,,,,,
D6d,1.20E-09,-2.043033641,,,,,,
D6d,5.44E-38,-2.417672061,,,,,,
D6d,0.014230975,-2.278164009,,,,,,
D6d,0.893156014,-0.098967773,,,,,,
D6d,2.45E-11,2.52790804,,,,,,
D6d,0.298193759,-0.256031844,,,,,,
D6d,2.39E-05,-0.563320911,,,,,,
D6d,0.555169649,-0.086736666,,,,,,
D6d,0.46525686,0.116778494,,,,,,
D6d,0.71195236,-0.06685191,,,,,,
D6d,9.79E-09,-0.862232116,,,,,,
D6d,0.818307436,0.066215562,,,,,,
D6d,1.51E-05,-1.187506578,,,,,,
D6d,1.34E-20,1.909342041,,,,,,
D6d,0.471252253,-0.193326388,,,,,,
D6d,0.043020436,0.353016278,,,,,,
D6d,0.322966452,-0.212434551,,,,,,
D6d,1.59E-10,-3.398017013,,,,,,
D6d,0.228115625,-0.313789493,,,,,,
D6d,0.31473821,0.212255448,,,,,,
D6d,2.43E-20,1.961318884,,,,,,
D6d,0.064881077,-0.734537549,,,,,,
D6d,0.972475399,-0.068067256,,,,,,
D6d,2.71E-37,-1.521058328,,,,,,
D6d,1.15E-19,-1.099991918,,,,,,
D6d,7.29E-11,-0.790910015,,,,,,
D6d,2.23E-10,-0.970681088,,,,,,
D6d,0.006760565,-0.336961471,,,,,,
D6d,8.45E-13,-1.084680508,,,,,,
D6d,0.00063517,-0.513338709,,,,,,
D6d,0.000120084,0.489100409,,,,,,
D6d,6.10E-16,1.067353064,,,,,,
D6d,1.32E-24,-1.547782498,,,,,,
D6d,2.95E-05,-0.693786215,,,,,,
D6d,0.163606375,0.204928442,,,,,,
D6d,0.785379946,-0.055484733,,,,,,
D6d,0.028027353,-0.642220661,,,,,,
D6d,0.000672461,0.498197346,,,,,,
D6d,1.92E-20,-2.928791782,,,,,,
D6d,0.114618674,-0.419362362,,,,,,
D6d,3.70E-12,0.926007054,,,,,,
D6d,6.75E-05,-0.811416473,,,,,,
D6d,8.64E-10,-1.164021548,,,,,,
D6d,3.30E-16,1.204026535,,,,,,
D6d,0.00581481,-0.540190244,,,,,,
D6d,0.00647202,-0.385294895,,,,,,
D6d,9.87E-25,2.095344219,,,,,,
D6d,0.818221265,-0.03736807,,,,,,
D6d,0.005397464,-1.442601964,,,,,,
D6d,5.92E-19,-1.528488726,,,,,,
D6d,1.29E-10,-0.786140856,,,,,,
D6d,1.20E-05,1.016795457,,,,,,
D6d,0.955029881,0.030186339,,,,,,
D6d,3.66E-10,-2.007272822,,,,,,
D6d,1.14E-25,2.221996736,,,,,,
D6d,0.000353538,0.878327513,,,,,,
D6d,4.35E-05,0.503468384,,,,,,
D6d,0.044161745,-0.652732629,,,,,,
D6d,0.11665194,-0.347306324,,,,,,
D6d,0.176280802,0.381749127,,,,,,
D6d,7.21E-27,1.77736903,,,,,,
D6d,0.084638819,0.430433464,,,,,,
D6d,1.54E-08,1.398161653,,,,,,
D6d,0.882123897,0.041304698,,,,,,
D6d,0.000270015,0.732207076,,,,,,
D6d,0.109695761,0.389481518,,,,,,
D6d,5.93E-13,-2.562709733,,,,,,
D6d,0.002716491,-0.371904238,,,,,,
D6d,7.97E-50,-2.157282163,,,,,,
D6d,0.008085288,0.478174379,,,,,,
D6d,9.28E-09,-1.572444772,,,,,,
D6d,2.08E-14,1.369930662,,,,,,
D6d,8.52E-33,-1.654338757,,,,,,
D6d,2.19E-15,-1.746178289,,,,,,
D6d,7.56E-17,2.496043499,,,,,,
D6d,7.04E-14,1.307403293,,,,,,
D6d,1.03E-08,-0.749651711,,,,,,
D6d,5.22E-08,-0.910555996,,,,,,
D6d,3.58E-09,-1.207877502,,,,,,
D6d,1.67E-27,1.380806251,,,,,,
D6d,0.012739093,-0.553716202,,,,,,
D6d,0.701975972,-0.075237621,,,,,,
D6d,2.40E-21,-2.528006107,,,,,,
D6d,0.002124421,1.121835046,,,,,,
D6d,0.009506477,0.898074583,,,,,,
D6d,1.09E-07,0.936791085,,,,,,
D6d,2.60E-12,-0.84600037,,,,,,
D6d,0.9846119,0.010532775,,,,,,
D6d,4.73E-07,-0.981660731,,,,,,
D6d,1.27E-08,1.015260937,,,,,,
D6d,0.423596994,-2.329118035,,,,,,
D6d,0.006383177,-0.982407171,,,,,,
D6d,0.003284083,1.44912683,,,,,,
D6d,0.207830322,0.646453415,,,,,,
D6d,0.000117066,1.127907582,,,,,,
D6d,1.89E-07,1.673005109,,,,,,
D6d,3.63E-07,-2.609503033,,,,,,
D6d,0.231222093,-0.315278844,,,,,,
D6d,4.09E-33,1.476538766,,,,,,
D6d,0.894724249,0.03597699,,,,,,
D6d,0.88541509,0.057534765,,,,,,
D6d,0.516398204,0.332150543,,,,,,
D6d,1.11E-08,-1.473324763,,,,,,
D6d,0.074997914,-0.764141324,,,,,,
D6d,3.83E-12,2.089919673,,,,,,
D6d,5.23E-09,4.461401814,,,,,,
D6d,0.789274271,0.074343275,,,,,,
D6d,0.980873277,-0.00878872,,,,,,
D6d,0.035598733,-0.384060724,,,,,,
D6d,0.004392219,-2.591225861,,,,,,
D6d,0.316562101,0.190287645,,,,,,
D6d,3.97E-21,2.775815273,,,,,,
D6d,1.27E-34,-1.462331184,,,,,,
D6d,1.02E-79,-2.501199505,,,,,,
D6d,4.79E-05,-0.838326153,,,,,,
D6d,3.42E-08,-0.757754301,,,,,,
D6d,0.017421332,0.303569524,,,,,,
D6d,2.41E-06,-0.789971438,,,,,,
D6d,3.62E-27,-1.687051231,,,,,,
D6d,0.000988944,0.41036164,,,,,,
D6d,0.073943097,0.230874947,,,,,,
D6d,5.74E-11,-0.842374077,,,,,,
D6d,0.544800191,0.086843403,,,,,,
D6d,1.75E-15,-1.318757691,,,,,,
D6d,0.001847517,-1.23137625,,,,,,
D6d,0.007518112,0.431275551,,,,,,
D6d,1.26E-19,-1.606627207,,,,,,
D6d,0.865685203,0.044658216,,,,,,
D6d,0.080513382,-1.715015821,,,,,,
D6d,1.56E-06,-2.228287358,,,,,,
D6d,0.178564066,-0.177300713,,,,,,
D6d,0.041339374,0.685555494,,,,,,
D6d,0.01977451,-1.298388514,,,,,,
D6d,0.892828837,-0.024632273,,,,,,
D6d,5.84E-08,0.713030235,,,,,,
D6d,0.626332199,-0.069248688,,,,,,
D6d,2.39E-34,1.447769516,,,,,,
D6d,1.11E-05,0.872365708,,,,,,
D6d,0.548114877,0.083641273,,,,,,
D6d,0.154320133,0.850042319,,,,,,
D6d,0.014207611,-1.206063786,,,,,,
D6d,0.178136623,-0.566010997,,,,,,
D6d,3.70E-11,1.142610703,,,,,,
D6d,8.59E-19,-1.456894267,,,,,,
D6d,0.074302662,0.258570423,,,,,,
D6d,7.11E-24,1.949781563,,,,,,
D6d,0.103579872,-0.222176374,,,,,,
D6d,4.07E-06,1.072754688,,,,,,
D6d,1.46E-06,-1.587521407,,,,,,
D6d,0.101972203,-0.216123955,,,,,,
D6d,0.000636138,0.483349979,,,,,,
D6d,0.170226232,-0.272949323,,,,,,
D6d,0.689736579,0.256658636,,,,,,
D6d,0.001768186,-0.835743436,,,,,,
D6d,0.218557965,-0.239830988,,,,,,
D6d,0.766862975,-0.118198257,,,,,,
D6d,0.443706152,-0.15638718,,,,,,
D6d,4.28E-13,1.451189187,,,,,,
D6d,0.339176818,0.255468407,,,,,,
D6d,1.88E-37,2.818384768,,,,,,
D6d,1.14E-07,1.091474186,,,,,,
D6d,1.60E-32,2.546802114,,,,,,
D6d,2.59E-09,0.892218958,,,,,,
D6d,1.60E-25,-4.545904396,,,,,,
D6d,0.248810447,0.318399373,,,,,,
D6d,0.013961531,0.354015191,,,,,,
D6d,0.745299477,-0.10199996,,,,,,
D6d,0.002693417,-1.780926625,,,,,,
D6d,0.000406811,-0.885213965,,,,,,
D6d,0.410730376,-0.299323927,,,,,,
D6d,1.43E-07,1.054952864,,,,,,
D6d,2.14E-07,-2.712454694,,,,,,
D6d,0.000592752,0.866751948,,,,,,
D6d,0.001075544,-0.442504535,,,,,,
D6d,3.23E-12,-0.983895084,,,,,,
D6d,0.352640637,0.178471889,,,,,,
D6d,0.059176912,0.702063081,,,,,,
D6d,0.508787824,-0.248562885,,,,,,
D6d,8.69E-11,-1.1822337,,,,,,
D6d,0.911244439,0.016845872,,,,,,
D6d,0.008047058,-0.74233069,,,,,,
D6d,4.09E-33,2.666159315,,,,,,
D6d,0.28432064,0.299433941,,,,,,
D6d,4.91E-07,0.623045791,,,,,,
D6d,2.08E-10,0.870556875,,,,,,
D6d,5.00E-06,1.448589761,,,,,,
D6d,0.169676417,0.208848174,,,,,,
D6d,0.790869774,0.103223576,,,,,,
D6d,0.712474561,0.090535725,,,,,,
D6d,0.00049729,0.771491509,,,,,,
D6d,8.64E-15,1.891524023,,,,,,
D6d,2.18E-24,1.954841233,,,,,,
D6d,2.95E-48,2.62187933,,,,,,
D6d,5.66E-34,2.04128722,,,,,,
D6d,1.10E-27,3.450585394,,,,,,
D6d,4.51E-05,1.557486744,,,,,,
D6d,0.002899222,0.469798531,,,,,,
D6d,0.825119786,0.107568615,,,,,,
D6d,6.56E-14,-6.920952781,,,,,,
D6d,0.001207243,-2.759854451,,,,,,
D6d,0.013735382,1.624448634,,,,,,
D6d,0.163686005,0.269420128,,,,,,
D6d,0.802633527,-0.068415312,,,,,,
D6d,0.022494023,-0.43420335,,,,,,
D6d,0.006887913,-0.643325236,,,,,,
D6d,0.001255745,-0.409677792,,,,,,
D6d,9.49E-43,2.024732574,,,,,,
D6d,1.27E-16,1.763310659,,,,,,
D6d,2.67E-15,1.131395166,,,,,,
D6d,1.20E-11,-1.346299917,,,,,,
D6d,0.000221645,-0.506569917,,,,,,
D6d,0.348566605,-0.400669874,,,,,,
D6d,0.195497802,-0.73839029,,,,,,
D6d,0.277805423,-0.282744881,,,,,,
D6d,0.31402622,0.349809591,,,,,,
D6d,0.119429836,1.237813864,,,,,,
D6d,0.101583226,0.483444469,,,,,,
D6d,2.39E-12,-1.084028562,,,,,,
D6d,0.020478985,0.948203564,,,,,,
D6d,0.000338282,-0.715944696,,,,,,
D6d,4.33E-09,0.766980903,,,,,,
D6d,0.358143583,0.222159623,,,,,,
D6d,0.999160206,0.000487851,,,,,,
D6d,0.505231586,0.261172762,,,,,,
D6d,0.193803983,0.230625743,,,,,,
D6d,0.011887053,-0.320601336,,,,,,
D6d,0.674069623,0.061157426,,,,,,
D6d,2.52E-19,1.187039595,,,,,,
D6d,6.98E-15,2.694278814,,,,,,
D6d,0.124025673,-0.204970655,,,,,,
D6d,2.25E-08,0.689044334,,,,,,
D6d,8.26E-12,-0.82352401,,,,,,
D6d,0.082105384,0.4607057,,,,,,
D6d,5.42E-112,2.984392777,,,,,,
D6d,1.72E-23,-1.472202221,,,,,,
D6d,0.001511044,-0.408480622,,,,,,
D6d,0.079647611,-0.431365482,,,,,,
D6d,0.427709225,-0.11014421,,,,,,
D6d,0.434030438,0.275737441,,,,,,
D6d,0.009226983,-1.420296484,,,,,,
D6d,4.53E-07,0.80243696,,,,,,
D6d,1.34E-08,1.938770484,,,,,,
D6d,2.08E-11,0.802510255,,,,,,
D6d,4.05E-23,-3.078718432,,,,,,
D6d,0.000148339,0.902398871,,,,,,
D6d,6.08E-13,-1.853493968,,,,,,
D6d,0.053616938,0.431613069,,,,,,
D6d,9.29E-11,1.475890416,,,,,,
D6d,0.132999543,-0.753671294,,,,,,
D6d,0.098787424,-0.271227287,,,,,,
D6d,0.006014075,-0.79641037,,,,,,
D6d,6.31E-18,1.511335116,,,,,,
D6d,1.66E-05,0.804051373,,,,,,
D6d,0.089551405,1.444961225,,,,,,
D6d,4.31E-06,-0.590717599,,,,,,
D6d,1.43E-44,-1.84738707,,,,,,
D6d,0.026346046,0.283563052,,,,,,
D6d,1.37E-10,-1.046974089,,,,,,
D6d,0.52949017,-0.159680111,,,,,,
D6d,0.080081844,0.262768268,,,,,,
D6d,3.32E-07,-1.832474901,,,,,,
D6d,0.002627038,-0.457718298,,,,,,
D6d,1.23E-07,0.773621156,,,,,,
D6d,2.24E-05,-0.969935018,,,,,,
D6d,0.012701434,-0.439646463,,,,,,
D6d,0.086250452,-0.457699976,,,,,,
D6d,0.809075296,0.040414324,,,,,,
D6d,3.26E-06,-1.035880017,,,,,,
D6d,8.28E-06,-1.554523462,,,,,,
D6d,0.261086364,0.150012383,,,,,,
D6d,5.80E-11,1.106335029,,,,,,
D6d,7.94E-23,1.581532607,,,,,,
D6d,1.13E-15,1.48322245,,,,,,
D6d,0.002620472,0.394921349,,,,,,
D6d,9.34E-14,-0.958671938,,,,,,
D6d,0.3461236,0.155619951,,,,,,
D6d,7.20E-05,-0.736421945,,,,,,
D6d,0.823281117,0.059869305,,,,,,
D6d,5.76E-07,-3.429137056,,,,,,
D6d,0.675443287,0.08323598,,,,,,
D6d,1.13E-08,-1.189322327,,,,,,
D6d,8.21E-06,-0.848176532,,,,,,
D6d,6.32E-38,2.001473801,,,,,,
D6d,0.847235604,-0.030438841,,,,,,
D6d,4.07E-05,-0.507642184,,,,,,
D6d,1.07E-63,-3.141952589,,,,,,
D6d,1.64E-13,-1.24085921,,,,,,
D6d,9.18E-07,0.604425068,,,,,,
D6d,0.000161447,0.462300748,,,,,,
D6d,0.001028797,0.416851877,,,,,,
D6d,0.23932139,0.392944781,,,,,,
D6d,0.659883353,0.119756298,,,,,,
D6d,0.024723499,0.287140565,,,,,,
D6d,0.032233656,-0.276485775,,,,,,
D6d,2.26E-08,4.892318464,,,,,,
D6d,0.852598675,-0.091978618,,,,,,
D6d,0.670320028,0.137721611,,,,,,
D6d,1.90E-30,1.899667766,,,,,,
D6d,1.17E-19,-2.005987963,,,,,,
D6d,5.97E-23,1.612030802,,,,,,
D6d,8.21E-12,-0.972815428,,,,,,
D6d,3.96E-24,1.800563117,,,,,,
D6d,0.183578114,-0.545328853,,,,,,
D6d,0.359598723,0.232424837,,,,,,
D6d,0.124265687,-0.307376095,,,,,,
D6d,0.000203182,1.734521942,,,,,,
D6d,0.051216876,0.547129924,,,,,,
D6d,0.000832151,-1.451289311,,,,,,
D6d,0.020214249,-0.404005108,,,,,,
D6d,1.57E-09,1.359771343,,,,,,
D6d,2.46E-08,-0.855822409,,,,,,
D6d,0.689736579,-0.500518251,,,,,,
D6d,0.037991869,0.334194423,,,,,,
D6d,0.000415939,0.521383923,,,,,,
D6d,0.000207698,-0.677401137,,,,,,
D6d,0.406851955,-0.119259219,,,,,,
D6d,0.037670089,0.424160526,,,,,,
D6d,1.51E-18,1.786177155,,,,,,
D6d,0.11588502,0.587917925,,,,,,
D6d,6.36E-15,1.051579409,,,,,,
D6d,4.70E-11,1.189284685,,,,,,
D6d,2.79E-11,0.796983593,,,,,,
D6d,1.55E-09,-0.822492996,,,,,,
D6d,0.174833445,-0.182626994,,,,,,
D6d,0.1384649,0.194210603,,,,,,
D6d,6.12E-07,-0.606691413,,,,,,
D6d,3.74E-14,0.907976774,,,,,,
D6d,1.48E-13,-1.173481272,,,,,,
D6d,2.78E-05,-0.520059486,,,,,,
D6d,1.12E-07,0.750334777,,,,,,
D6d,2.08E-09,-3.983977373,,,,,,
D6d,0.023487283,0.3243297,,,,,,
D6d,0.007408739,-1.441921983,,,,,,
D6d,5.84E-05,-0.901828255,,,,,,
D6d,1.12E-06,-0.5920298,,,,,,
D6d,6.34E-05,0.492415517,,,,,,
D6d,0.010835761,0.326504708,,,,,,
D6d,2.97E-16,1.0110664,,,,,,
D6d,0.471656622,0.128090768,,,,,,
D6d,2.85E-08,2.149290681,,,,,,
D6d,0.044545268,-0.300864364,,,,,,
D6d,0.000215491,-4.594390068,,,,,,
D6d,0.443894283,-0.253978197,,,,,,
D6d,9.05E-05,-0.760941233,,,,,,
D6d,0.000791574,-0.824028258,,,,,,
D6d,0.298564073,0.993385198,,,,,,
D6d,0.019708085,1.094077154,,,,,,
D6d,0.689112557,-0.30854447,,,,,,
D6d,0.002630206,0.739076354,,,,,,
D6d,0.15988737,-0.33486112,,,,,,
D6d,0.591157828,0.295277581,,,,,,
D6d,5.51E-06,0.605347692,,,,,,
D6d,0.085454995,-0.484706079,,,,,,
D6d,0.966287131,0.008221657,,,,,,
D6d,0.000455145,0.543001671,,,,,,
D6d,4.52E-15,1.153416763,,,,,,
D6d,8.57E-15,-1.673668328,,,,,,
D6d,0.320226342,-0.566462675,,,,,,
D6d,3.11E-34,1.781553115,,,,,,
D6d,0.381426319,0.22391385,,,,,,
D6d,0.151015817,0.269936665,,,,,,
D6d,2.37E-26,1.371453393,,,,,,
D6d,0.001651086,1.901368,,,,,,
D6d,0.012538072,0.928502925,,,,,,
D6d,0.240816982,-0.468995416,,,,,,
D6d,1.08E-08,-0.721020671,,,,,,
D6d,0.245273645,-0.237023056,,,,,,
D6d,0.005810073,1.519400005,,,,,,
D6d,0.040859591,-1.018357222,,,,,,
D6d,3.49E-20,1.162532415,,,,,,
D6d,0.147530658,-0.385913711,,,,,,
D6d,1.33E-12,1.986396545,,,,,,
D6d,5.75E-05,0.767068793,,,,,,
D6d,0.124867713,0.391244163,,,,,,
D6d,3.75E-06,-1.382556643,,,,,,
D6d,6.63E-07,-1.54773182,,,,,,
D6d,0.998135435,0.00044689,,,,,,
D6d,1.12E-10,-1.052121711,,,,,,
D6d,0.218504904,-0.265018824,,,,,,
D6d,2.33E-18,-1.619994288,,,,,,
D6d,0.000939879,0.505237989,,,,,,
D6d,0.015084341,0.574515223,,,,,,
D6d,0.984801135,0.003513246,,,,,,
D6d,0.000110324,0.813656975,,,,,,
D6d,0.01877762,-1.437139557,,,,,,
D6d,0.062154325,-0.652316107,,,,,,
D6d,5.91E-09,-1.441755848,,,,,,
D6d,0.717681301,-0.078093455,,,,,,
D6d,0.379284431,-0.241754364,,,,,,
D6d,0.000253615,-1.038528722,,,,,,
D6d,5.54E-30,-2.01683034,,,,,,
D6d,0.037898098,0.403407608,,,,,,
D6d,5.92E-05,-1.240563084,,,,,,
D6d,0.00441054,-4.01725469,,,,,,
D6d,0.004171923,1.576530314,,,,,,
D6d,2.12E-47,3.876835671,,,,,,
D6d,2.42E-14,1.989998729,,,,,,
D6d,0.280367239,-0.540769326,,,,,,
D6d,7.78E-08,0.923045042,,,,,,
D6d,4.59E-10,1.036157447,,,,,,
D6d,0.007171117,1.178041404,,,,,,
D6d,0.87323151,0.097662301,,,,,,
D6d,0.000103441,0.706845717,,,,,,
D6d,0.027520632,0.590023907,,,,,,
D6d,0.893156014,-0.044957971,,,,,,
D6d,0.008006956,-1.583945479,,,,,,
D6d,0.018192606,2.347394311,,,,,,
D6d,0.866615216,-0.038625801,,,,,,
D6d,0.01015563,-0.822445907,,,,,,
D6d,0.010301778,0.804965523,,,,,,
D6d,2.11E-12,1.278710941,,,,,,
D6d,0.805656811,0.118119555,,,,,,
D6d,0.007501906,-0.393955089,,,,,,
D6d,0.650714846,-0.280874238,,,,,,
D6d,9.12E-07,-0.712191354,,,,,,
D6d,1.43E-22,1.374423162,,,,,,
D6d,0.000444637,0.514141861,,,,,,
D6d,0.041932398,1.349494169,,,,,,
D6d,0.269438051,-0.301171084,,,,,,
D6d,1.48E-27,1.714422873,,,,,,
D6d,9.74E-06,-0.53725153,,,,,,
D6d,4.10E-23,2.855393281,,,,,,
D6d,0.21558787,-0.193458545,,,,,,
D6d,0.000120109,-1.899464187,,,,,,
D6d,0.053479216,0.660510313,,,,,,
D6d,6.05E-08,1.087748184,,,,,,
D6d,0.384646836,0.357853423,,,,,,
