Condition,FDR,DE,,,,,,
D1m,6.27E-09,-1.690900453,,,,,,
D1m,0.815088008,-0.130763949,,,,,,
D1m,0.104200079,-0.317318955,,,,,,
D1m,0.152683,-1.546438415,,,,,,
D1m,0.00975233,-2.347906753,,,,,,
D1m,0.177457791,-1.126999139,,,,,,
D1m,1.44E-14,1.580186275,,,,,,
D1m,0.695606001,0.177283268,,,,,,
D1m,0.62196437,-0.154593995,,,,,,
D1m,3.09E-06,-0.834481283,,,,,,
D1m,3.25E-15,-1.367522455,,,,,,
D1m,0.959723197,-0.008388463,,,,,,
D1m,6.25E-31,1.373012132,,,,,,
D1m,1.68E-51,2.124382337,,,,,,
D1m,0.017793851,0.345242371,,,,,,
D1m,6.62E-14,0.979626675,,,,,,
D1m,0.359807528,0.161060424,,,,,,
D1m,0.000717189,-0.619480675,,,,,,
D1m,7.91E-07,1.484994487,,,,,,
D1m,9.86E-13,1.122979005,,,,,,
D1m,0.015257344,-0.688778089,,,,,,
D1m,4.29E-09,-1.22200758,,,,,,
D1m,0.021727922,-0.85717443,,,,,,
D1m,0.000656865,-0.551855729,,,,,,
D1m,5.73E-22,1.360724836,,,,,,
D1m,0.470075366,-0.296685158,,,,,,
D1m,5.07E-11,1.119032167,,,,,,
D1m,0.057271897,-0.386878741,,,,,,
D1m,0.002349352,0.445949905,,,,,,
D1m,1.66E-11,0.820320172,,,,,,
D1m,6.44E-05,0.554798543,,,,,,
D1m,8.35E-05,0.480383264,,,,,,
D1m,2.73E-10,0.826884567,,,,,,
D1m,2.72E-13,1.394566574,,,,,,
D1m,4.06E-18,1.176998242,,,,,,
D1m,0.000156991,0.575647362,,,,,,
D1m,4.74E-15,-0.976019587,,,,,,
D1m,0.661500796,0.06356349,,,,,,
D1m,0.000399066,0.503408276,,,,,,
D1m,0.102541175,0.21075397,,,,,,
D1m,0.006287451,0.359532773,,,,,,
D1m,0.143216932,0.203981719,,,,,,
D1m,0.00017165,-1.147704419,,,,,,
D1m,0.001613355,-1.470639205,,,,,,
D1m,0.000397432,-0.468576008,,,,,,
D1m,0.218281221,0.171325599,,,,,,
D1m,0.053357718,-0.275522931,,,,,,
D1m,8.30E-05,-0.762687593,,,,,,
D1m,0.228261877,-0.208805945,,,,,,
D1m,0.009651124,0.581091303,,,,,,
D1m,0.517750669,-0.161934585,,,,,,
D1m,0.546228091,0.130753217,,,,,,
D1m,2.02E-15,1.203951064,,,,,,
D1m,0.000324837,0.669472721,,,,,,
D1m,0.002471373,0.800811653,,,,,,
D1m,4.05E-09,4.729716094,,,,,,
D1m,0.450052771,0.139125328,,,,,,
D1m,1.61E-22,1.156334397,,,,,,
D1m,0.266567349,-1.192336642,,,,,,
D1m,0.007557402,0.607079042,,,,,,
D1m,3.85E-15,-1.447854265,,,,,,
D1m,0.979471115,-0.004911896,,,,,,
D1m,0.460291426,-0.429565291,,,,,,
D1m,2.34E-08,-2.269061887,,,,,,
D1m,1.28E-17,1.174361212,,,,,,
D1m,9.94E-07,1.127856364,,,,,,
D1m,0.080954916,0.240632324,,,,,,
D1m,0.786295938,-0.04191449,,,,,,
D1m,3.22E-08,-1.30646183,,,,,,
D1m,0.8703686,-0.038135705,,,,,,
D1m,2.38E-22,2.47282173,,,,,,
D1m,1.68E-22,1.653509971,,,,,,
D1m,8.97E-09,-2.492674296,,,,,,
D1m,0.556958345,0.083967174,,,,,,
D1m,1.68E-09,0.769979633,,,,,,
D1m,1.83E-13,-3.97193095,,,,,,
D1m,0.001511804,-0.891056716,,,,,,
D1m,0.03033873,-0.896069626,,,,,,
D1m,0.69114498,0.306006377,,,,,,
D1m,0.162434681,-2.005578104,,,,,,
D1m,6.80E-05,-0.929464564,,,,,,
D1m,0.706943227,0.104969977,,,,,,
D1m,5.04E-08,-5.201347584,,,,,,
D1m,2.41E-46,-1.769149488,,,,,,
D1m,3.91E-08,-1.964277464,,,,,,
D1m,7.33E-10,-3.086353989,,,,,,
D1m,0.767547539,0.063029211,,,,,,
D1m,0.22737203,0.269570958,,,,,,
D1m,0.021195865,0.50189033,,,,,,
D1m,0.885286249,0.030450022,,,,,,
D1m,0.490515091,-0.201232499,,,,,,
D1m,0.018508355,0.464563408,,,,,,
D1m,0.009039998,-1.202396136,,,,,,
D1m,4.99E-07,-0.612259439,,,,,,
D1m,0.000419403,1.919431339,,,,,,
D1m,0.179901896,0.347113988,,,,,,
D1m,0.111251834,-0.321341752,,,,,,
D1m,0.013221578,0.734845879,,,,,,
D1m,0.824731347,-0.044029134,,,,,,
D1m,1.39E-21,-1.397472795,,,,,,
D1m,0.785240002,-0.044573383,,,,,,
D1m,6.08E-06,-0.787530133,,,,,,
D1m,0.888175835,-0.033133936,,,,,,
D1m,9.42E-05,2.187597041,,,,,,
D1m,0.995581265,0.001494838,,,,,,
D1m,0.000251321,-0.498232743,,,,,,
D1m,6.28E-16,2.206459143,,,,,,
D1m,3.86E-12,1.704881896,,,,,,
D1m,1.02E-05,-2.692331132,,,,,,
D1m,0.336509075,0.270520761,,,,,,
D1m,0.144120923,0.227166234,,,,,,
D1m,0.001467832,1.031313945,,,,,,
D1m,0.684398227,0.23124643,,,,,,
D1m,0.132096593,-0.813838818,,,,,,
D1m,0.004931073,-2.568873321,,,,,,
D1m,0.042859461,-0.365956867,,,,,,
D1m,0.228261877,-0.614839649,,,,,,
D1m,0.54524212,-0.548811056,,,,,,
D1m,3.15E-07,-2.756908864,,,,,,
D1m,0.000684259,-1.744344096,,,,,,
D1m,0.033693365,0.950373665,,,,,,
D1m,1.09E-09,-3.264304322,,,,,,
D1m,3.78E-08,-1.732605872,,,,,,
D1m,0.739433215,-0.153549389,,,,,,
D1m,0.006613504,-1.0724803,,,,,,
D1m,1.80E-07,-1.117681163,,,,,,
D1m,0.82174363,-0.152685415,,,,,,
D1m,0.982106848,-0.008289125,,,,,,
D1m,0.90672493,0.085745538,,,,,,
D1m,4.94E-16,-1.933256439,,,,,,
D1m,0.008548005,-1.322358458,,,,,,
D1m,0.002557016,-0.525278701,,,,,,
D1m,2.54E-10,2.24215888,,,,,,
D1m,7.74E-07,0.604606509,,,,,,
D1m,2.42E-15,1.757070298,,,,,,
D1m,0.117680463,0.208849128,,,,,,
D1m,1.22E-21,1.303342284,,,,,,
D1m,0.835786454,0.039187966,,,,,,
D1m,0.689345955,-0.124163453,,,,,,
D1m,0.220207882,-0.812557098,,,,,,
D1m,1.66E-12,0.885946175,,,,,,
D1m,2.22E-07,0.86584327,,,,,,
D1m,1.32E-16,1.21272214,,,,,,
D1m,0.048028743,0.291823897,,,,,,
D1m,0.013646635,-0.378258166,,,,,,
D1m,0.00118471,-4.369323936,,,,,,
D1m,4.83E-08,1.370666584,,,,,,
D1m,0.312411724,0.252577883,,,,,,
D1m,3.14E-12,-2.132716725,,,,,,
D1m,1.27E-37,2.341944067,,,,,,
D1m,8.00E-12,1.556361407,,,,,,
D1m,3.62E-12,2.688270389,,,,,,
D1m,0.007512201,-0.772807082,,,,,,
D1m,0.576991378,0.216039736,,,,,,
D1m,0.777060521,0.193007927,,,,,,
D1m,0.580004235,0.094333691,,,,,,
D1m,7.06E-05,-0.635862082,,,,,,
D1m,0.007307467,0.984327588,,,,,,
D1m,0.581882323,0.108883108,,,,,,
D1m,0.722180746,-0.269699335,,,,,,
D1m,0.035045514,-0.464947771,,,,,,
D1m,8.31E-38,1.807404352,,,,,,
D1m,0.015135542,0.402661543,,,,,,
D1m,0.285913935,-0.457042033,,,,,,
D1m,0.004489529,0.372638093,,,,,,
D1m,1.27E-23,2.412821911,,,,,,
D1m,0.462845709,-0.267324255,,,,,,
D1m,0.00029463,-0.946099985,,,,,,
D1m,0.005252851,-0.565429569,,,,,,
D1m,0.018192372,0.434114229,,,,,,
D1m,4.51E-22,-1.278362264,,,,,,
D1m,0.541300855,0.1623951,,,,,,
D1m,3.26E-05,-1.435076912,,,,,,
D1m,0.544028901,0.405568892,,,,,,
D1m,0.118933399,0.352994658,,,,,,
D1m,0.082684202,-0.331109551,,,,,,
D1m,0.550341085,0.198037889,,,,,,
D1m,0.001054083,-2.877972021,,,,,,
D1m,0.484410043,-0.263306696,,,,,,
D1m,2.06E-12,-2.175750283,,,,,,
D1m,0.000584148,-4.577124845,,,,,,
D1m,9.76E-16,2.604599731,,,,,,
D1m,0.237333058,0.392467686,,,,,,
D1m,1.28E-14,1.642502622,,,,,,
D1m,1.45E-17,1.203191264,,,,,,
D1m,0.383857157,0.270825766,,,,,,
D1m,0.46268222,-0.260664661,,,,,,
D1m,1.23E-43,1.70019347,,,,,,
D1m,0.025034552,0.475330647,,,,,,
D1m,5.40E-05,-1.358877213,,,,,,
D1m,0.275376711,-0.16079919,,,,,,
D1m,0.152069636,-0.389827878,,,,,,
D1m,5.14E-12,-1.087569292,,,,,,
D1m,2.33E-18,-1.630506204,,,,,,
D1m,0.070438454,0.266316842,,,,,,
D1m,0.915421035,-0.035678364,,,,,,
D1m,0.078609252,-0.245359129,,,,,,
D1m,0.036372557,-0.638409424,,,,,,
D1m,1.18E-10,-1.023760976,,,,,,
D1m,6.57E-14,-1.10369829,,,,,,
D1m,0.219316013,-0.833108991,,,,,,
D1m,0.320947635,-1.357461385,,,,,,
D1m,0.643899409,0.206879265,,,,,,
D1m,4.51E-05,1.765031194,,,,,,
D1m,0.606950552,-0.295269344,,,,,,
D1m,5.18E-36,-3.105147103,,,,,,
D1m,0.294293744,0.233968158,,,,,,
D1m,8.84E-07,-0.80922198,,,,,,
D1m,4.05E-07,-1.81786331,,,,,,
D1m,0.03946499,-0.362143901,,,,,,
D1m,3.35E-15,1.139182551,,,,,,
D1m,1.70E-18,1.736616035,,,,,,
D1m,0.000768759,0.594266731,,,,,,
D1m,9.40E-07,-0.81503201,,,,,,
D1m,1.72E-06,0.588146311,,,,,,
D1m,0.789976814,0.05570788,,,,,,
D1m,1.03E-07,-1.485263596,,,,,,
D1m,0.144175809,0.537822527,,,,,,
D1m,0.364751851,0.20056082,,,,,,
D1m,3.90E-08,-1.841857715,,,,,,
D1m,3.25E-07,-1.448042583,,,,,,
D1m,2.44E-25,1.736692184,,,,,,
D1m,0.178499478,0.58511794,,,,,,
D1m,0.005943863,-0.491374805,,,,,,
D1m,2.03E-79,6.885977644,,,,,,
D1m,5.60E-08,0.860042219,,,,,,
D1m,0.000103267,-4.287490997,,,,,,
D1m,0.000542493,-1.554926304,,,,,,
D1m,2.32E-19,1.369525698,,,,,,
D1m,0.386591758,0.128613964,,,,,,
D1m,0.121525197,-0.402337652,,,,,,
D1m,5.17E-14,-1.118231635,,,,,,
D1m,0.149549238,0.206644543,,,,,,
D1m,0.046267541,0.460813478,,,,,,
D1m,0.049204437,0.354975029,,,,,,
D1m,0.000944105,-0.451226256,,,,,,
D1m,0.000108739,-0.682994194,,,,,,
D1m,0.580716567,-0.126065611,,,,,,
D1m,3.43E-08,-1.213944756,,,,,,
D1m,4.25E-05,0.804293755,,,,,,
D1m,6.72E-12,-1.467198646,,,,,,
D1m,0.000230691,-0.542599366,,,,,,
D1m,0.779395977,0.095611553,,,,,,
D1m,0.366720977,0.490939707,,,,,,
D1m,0.44069956,-0.283082427,,,,,,
D1m,0.001725445,-3.784682709,,,,,,
D1m,0.071384795,0.284327591,,,,,,
D1m,1.50E-17,1.0153582,,,,,,
D1m,0.000631818,0.547208298,,,,,,
D1m,2.94E-07,-0.725889004,,,,,,
D1m,4.50E-17,-1.701330852,,,,,,
D1m,0.460119628,-0.134503878,,,,,,
D1m,0.067783771,0.429390081,,,,,,
D1m,4.44E-18,-1.149505093,,,,,,
D1m,4.69E-11,0.829780126,,,,,,
D1m,2.08E-27,1.904933899,,,,,,
D1m,0.019354909,0.648345445,,,,,,
D1m,2.06E-22,-1.858603061,,,,,,
D1m,0.951005591,-0.021479737,,,,,,
D1m,6.35E-80,2.807086804,,,,,,
D1m,0.027345839,0.366910378,,,,,,
D1m,5.58E-07,0.659122841,,,,,,
D1m,3.75E-06,-2.164778256,,,,,,
D1m,0.004256822,-0.693040137,,,,,,
D1m,0.388999296,0.418630602,,,,,,
D1m,0.630740643,0.163143225,,,,,,
D1m,0.000828509,0.658023048,,,,,,
D1m,0.016318777,-0.945038548,,,,,,
D1m,0.686252071,0.082313959,,,,,,
D1m,7.17E-13,1.180899006,,,,,,
D1m,1.77E-08,-0.964787453,,,,,,
D1m,0.000660778,-3.723832697,,,,,,
D1m,1.36E-32,2.894250873,,,,,,
D1m,4.61E-66,-2.090839434,,,,,,
D1m,0.43401773,0.128092002,,,,,,
D1m,0.529335733,0.174837747,,,,,,
D1m,9.21E-05,-0.737830231,,,,,,
D1m,1.82E-07,1.408886885,,,,,,
D1m,5.73E-05,0.714549826,,,,,,
D1m,0.022645649,0.287149851,,,,,,
D1m,0.033058596,-1.54778621,,,,,,
D1m,0.000253679,0.712861718,,,,,,
D1m,0.288970151,-0.197576866,,,,,,
D1m,0.233109633,0.341680048,,,,,,
D1m,6.37E-114,-3.126297682,,,,,,
D1m,2.70E-105,-3.845711058,,,,,,
D1m,8.37E-15,-2.483756203,,,,,,
D1m,0.394695476,-0.168150638,,,,,,
D1m,1.61E-51,-2.929743681,,,,,,
D1m,1.83E-12,-2.126776867,,,,,,
D1m,1.91E-66,-2.7268903,,,,,,
D1m,7.31E-58,-1.911560314,,,,,,
D1m,8.68E-47,-1.969314723,,,,,,
D1m,2.70E-50,-2.310332515,,,,,,
D1m,2.01E-128,-5.562070024,,,,,,
D1m,1.72E-07,-0.975362952,,,,,,
D1m,0.001908251,-0.905531741,,,,,,
D1m,5.78E-06,-1.496186088,,,,,,
D1m,0.000873557,1.084111049,,,,,,
D1m,2.18E-32,1.62061421,,,,,,
D1m,0.322389789,-0.195299592,,,,,,
D1m,0.355869142,-0.154301834,,,,,,
D1m,4.51E-10,2.243814202,,,,,,
D1m,0.013783574,0.400591218,,,,,,
D1m,0.256092445,0.218840665,,,,,,
D1m,1.04E-27,-1.528418189,,,,,,
D1m,3.08E-86,-2.327303174,,,,,,
D1m,1.40E-05,-0.674689473,,,,,,
D1m,3.63E-23,1.975663366,,,,,,
D1m,0.046187858,1.203447147,,,,,,
D1m,0.303712153,-0.533967939,,,,,,
D1m,2.40E-11,-1.46802798,,,,,,
D1m,0.176043863,0.600805722,,,,,,
D1m,0.008499045,-2.61283404,,,,,,
D1m,1.20E-08,-1.984385295,,,,,,
D1m,9.23E-35,-1.799746051,,,,,,
D1m,5.74E-15,-1.561060041,,,,,,
D1m,0.089152096,-1.162902249,,,,,,
D1m,3.04E-18,1.158204018,,,,,,
D1m,0.849856211,-0.098317466,,,,,,
D1m,0.081651361,-0.487735387,,,,,,
D1m,0.346061774,-0.66640582,,,,,,
D1m,0.690667999,0.251824544,,,,,,
D1m,3.15E-12,1.269511645,,,,,,
D1m,0.715916714,-0.159667892,,,,,,
D1m,2.47E-19,1.31082417,,,,,,
D1m,0.04111242,-0.618489125,,,,,,
D1m,1.29E-29,1.844800094,,,,,,
D1m,0.407309349,-0.160542618,,,,,,
D1m,0.004978992,0.479030095,,,,,,
D1m,0.674330652,0.071878546,,,,,,
D1m,0.433632714,-0.761154643,,,,,,
D1m,0.769668714,0.082742846,,,,,,
D1m,0.000449595,-1.506635972,,,,,,
D1m,0.001176064,-1.052917164,,,,,,
D1m,0.105258389,-0.325050865,,,,,,
D1m,0.635756186,0.420507806,,,,,,
D1m,0.195078432,-1.431606238,,,,,,
D1m,1.20E-08,-0.828439464,,,,,,
D1m,1.28E-65,-3.964115934,,,,,,
D1m,0.013778666,-0.47430916,,,,,,
D1m,2.97E-11,-4.968642629,,,,,,
D1m,0.000765243,-0.646080313,,,,,,
D1m,1.46E-11,-1.55725853,,,,,,
D1m,1.88E-08,-1.678366454,,,,,,
D1m,1.88E-13,-3.011882605,,,,,,
D1m,5.12E-10,-1.632652373,,,,,,
D1m,0.002820693,-0.939278449,,,,,,
D1m,3.68E-14,-2.644391781,,,,,,
D1m,0.014259773,-1.613097588,,,,,,
D1m,9.76E-28,1.739298197,,,,,,
D1m,4.25E-16,1.274727683,,,,,,
D1m,0.034490836,1.72695553,,,,,,
D1m,0.725429638,0.224674367,,,,,,
D1m,8.20E-12,-5.165427658,,,,,,
D1m,0.14852759,0.284610443,,,,,,
D1m,0.99299823,-0.002229289,,,,,,
D1m,0.464796087,0.10091935,,,,,,
D1m,0.001613895,-4.191664056,,,,,,
D1m,3.96E-14,-3.816740128,,,,,,
D1m,0.000378688,-5.063467626,,,,,,
D1m,0.46731689,0.811049419,,,,,,
D1m,0.000152961,-1.079357766,,,,,,
D1m,4.27E-10,1.145343245,,,,,,
D1m,5.34E-29,-2.088739954,,,,,,
D1m,3.10E-08,-0.946652498,,,,,,
D1m,0.007204652,-1.122949765,,,,,,
D1m,0.406418264,0.140510837,,,,,,
D1m,8.60E-14,1.252996249,,,,,,
D1m,4.39E-75,-2.362032492,,,,,,
D1m,9.12E-41,-2.246470154,,,,,,
D1m,1.33E-09,1.458585387,,,,,,
D1m,0.407952066,0.146552568,,,,,,
D1m,1.48E-09,0.949827703,,,,,,
D1m,7.86E-08,-0.694997903,,,,,,
D1m,0.009435025,-0.560047422,,,,,,
D1m,1.72E-08,1.075178022,,,,,,
D1m,1.39E-16,-3.124495643,,,,,,
D1m,0.130291934,0.268210456,,,,,,
D1m,1.21E-29,-2.45240672,,,,,,
D1m,2.43E-11,-1.579807046,,,,,,
D1m,2.40E-17,-1.108538229,,,,,,
D1m,2.82E-31,-1.48418353,,,,,,
D1m,0.986912219,0.011361197,,,,,,
D1m,6.75E-05,0.910607847,,,,,,
D1m,4.12E-06,0.735590416,,,,,,
D1m,2.00E-30,1.372168152,,,,,,
D1m,0.000413473,0.527758702,,,,,,
D1m,4.40E-22,1.177936827,,,,,,
D1m,1.76E-05,-0.745115084,,,,,,
D1m,4.86E-06,0.574311845,,,,,,
D1m,2.61E-06,-1.117378955,,,,,,
D1m,0.329421599,0.193657479,,,,,,
D1m,0.10706207,-0.577034843,,,,,,
D1m,0.135300636,0.862938724,,,,,,
D1m,1.58E-06,1.108227258,,,,,,
D1m,0.766432373,0.33649536,,,,,,
D1m,0.185076751,0.28543681,,,,,,
D1m,3.43E-17,1.118718849,,,,,,
D1m,2.37E-134,3.057754298,,,,,,
D1m,4.46E-49,2.986746887,,,,,,
D1m,0.000607084,-0.594358802,,,,,,
D1m,0.326595013,0.29806317,,,,,,
D1m,1.46E-11,1.054530228,,,,,,
D1m,1.79E-10,-0.990455862,,,,,,
D1m,0.004473841,-1.213997122,,,,,,
D1m,0.564217899,0.262359801,,,,,,
D1m,1.13E-12,-2.117450585,,,,,,
D1m,1.96E-30,-3.261608452,,,,,,
D1m,0.001596683,-4.305216315,,,,,,
D1m,0.183222283,-0.355950457,,,,,,
D1m,0.287581891,-0.475127516,,,,,,
D1m,8.29E-06,-5.077868588,,,,,,
D1m,3.64E-06,-1.099961399,,,,,,
D1m,0.002086771,-0.516167315,,,,,,
D1m,0.094590062,-0.661697982,,,,,,
D1m,3.70E-11,-5.012026688,,,,,,
D1m,0.003129261,-0.584028763,,,,,,
D1m,0.000435845,0.432785789,,,,,,
D1m,0.00029078,-0.545143458,,,,,,
D1m,3.76E-06,0.642268769,,,,,,
D1m,4.47E-13,0.864169809,,,,,,
D1m,7.73E-08,-1.651393954,,,,,,
D1m,0.075849279,0.34811276,,,,,,
D1m,7.55E-11,0.895838688,,,,,,
D1m,2.23E-12,1.064617208,,,,,,
D1m,2.99E-41,1.939776285,,,,,,
D1m,1.36E-41,-1.850185067,,,,,,
D1m,5.98E-42,-2.565124825,,,,,,
D1m,0.248771862,-0.995617998,,,,,,
D1m,5.23E-15,-2.439358864,,,,,,
D1m,4.61E-14,-6.664413527,,,,,,
D1m,0.080090143,0.513665722,,,,,,
D1m,0.002891796,-0.729957178,,,,,,
D1m,4.13E-10,-1.432196629,,,,,,
D1m,0.00226743,-0.847281403,,,,,,
D1m,0.014907487,-1.132797924,,,,,,
D1m,8.82E-17,-2.712547512,,,,,,
D1m,0.005369701,1.748412804,,,,,,
D1m,5.33E-07,-2.248724053,,,,,,
D1m,0.370452221,-0.282143914,,,,,,
D1m,0.369708958,-0.138828914,,,,,,
D1m,3.54E-07,-1.666501459,,,,,,
D1m,9.94E-22,-1.978752618,,,,,,
D1m,1.24E-14,2.115347197,,,,,,
D1m,0.000120771,-1.322508606,,,,,,
D1m,5.30E-09,3.231544677,,,,,,
D1m,1.05E-23,-2.927955606,,,,,,
D1m,3.98E-08,-1.810912774,,,,,,
D1m,1.61E-13,0.900590316,,,,,,
D1m,0.395875665,-0.138889361,,,,,,
D1m,0.577514607,0.136840375,,,,,,
D1m,0.383101379,0.233179842,,,,,,
D1m,1.14E-06,-1.511972584,,,,,,
D1m,0.647985472,-0.122049731,,,,,,
D1m,8.76E-24,-1.26182249,,,,,,
D1m,0.06424882,-0.534511747,,,,,,
D1m,0.022062961,-0.759012302,,,,,,
D1m,0.031294712,-1.519481874,,,,,,
D1m,9.87E-44,-1.840843364,,,,,,
D1m,0.721385445,0.087334848,,,,,,
D1m,3.05E-08,-2.294138963,,,,,,
D1m,0.032917229,0.270213128,,,,,,
D1m,1.62E-21,2.050656673,,,,,,
D1m,0.328911666,-0.142166231,,,,,,
D1m,4.70E-06,0.737084104,,,,,,
D1m,0.688779333,0.061263646,,,,,,
D1m,0.000220434,-2.505253743,,,,,,
D1m,5.80E-05,-0.677733106,,,,,,
D1m,0.248815925,0.17998249,,,,,,
D1m,1.71E-28,1.616667206,,,,,,
D1m,9.84E-14,-1.76876856,,,,,,
D1m,0.922208294,0.025827529,,,,,,
D1m,0.31923695,0.403702749,,,,,,
D1m,0.312881424,-0.13540068,,,,,,
D1m,2.85E-18,1.040623667,,,,,,
D1m,2.61E-09,1.105252053,,,,,,
D1m,0.001958802,0.929457931,,,,,,
D1m,0.013057867,0.480323256,,,,,,
D1m,0.947726233,0.024089472,,,,,,
D1m,0.884899896,0.094886652,,,,,,
D1m,0.016563255,0.397559958,,,,,,
D1m,0.294293744,0.339024689,,,,,,
D1m,2.60E-15,1.033930577,,,,,,
D1m,0.326534632,0.351112481,,,,,,
D1m,0.001249191,0.554845446,,,,,,
D1m,0.092841284,1.125265642,,,,,,
D1m,0.132433763,-0.246879144,,,,,,
D1m,0.011644643,-0.576873649,,,,,,
D1m,1.98E-34,-2.475368053,,,,,,
D1m,3.06E-50,-3.075452681,,,,,,
D1m,2.42E-42,-3.055801709,,,,,,
D1m,8.51E-38,-3.101656803,,,,,,
D1m,3.18E-59,-3.934250687,,,,,,
D1m,1.03E-154,-5.367091032,,,,,,
D1m,4.75E-28,-6.288085104,,,,,,
D1m,0.817639094,0.133412797,,,,,,
D1m,1.83E-54,-5.325454786,,,,,,
D1m,2.54E-108,-4.272145123,,,,,,
D1m,5.52E-05,-2.679827034,,,,,,
D1m,5.71E-122,-3.858767106,,,,,,
D1m,2.21E-205,-4.466680112,,,,,,
D1m,7.57E-93,-4.743662979,,,,,,
D1m,6.01E-73,-3.484038017,,,,,,
D1m,2.86E-86,-4.112627419,,,,,,
D1m,0.001834238,-0.700480517,,,,,,
D1m,6.16E-251,-6.647594433,,,,,,
D1m,3.98E-33,-7.484399333,,,,,,
D1m,3.24E-25,-8.552399349,,,,,,
D1m,5.30E-61,-7.989862916,,,,,,
D1m,8.67E-25,-6.682676857,,,,,,
D1m,8.31E-158,-4.124913425,,,,,,
D1m,2.27E-63,-8.387070995,,,,,,
D1m,2.13E-41,-4.798768167,,,,,,
D1m,8.54E-57,-3.622842524,,,,,,
D1m,0.65617094,0.37998236,,,,,,
D1m,3.91E-102,-4.725325648,,,,,,
D1m,1.03E-139,-6.342945606,,,,,,
D1m,6.99E-121,-6.962903409,,,,,,
D1m,4.14E-141,-5.438079734,,,,,,
D1m,5.01E-142,-7.331612194,,,,,,
D1m,2.45E-18,-9.929686691,,,,,,
D1m,1.52E-46,-7.749501262,,,,,,
D1m,1.05E-114,-4.417352075,,,,,,
D1m,7.84E-38,-3.649208387,,,,,,
D1m,1.62E-151,-6.924139475,,,,,,
D1m,5.84E-139,-3.028729077,,,,,,
D1m,1.11E-11,1.76860062,,,,,,
D1m,0.013908343,0.498512436,,,,,,
D1m,5.89E-33,-1.415841847,,,,,,
D1m,0.00068503,-0.928383164,,,,,,
D1m,1.21E-05,0.551647013,,,,,,
D1m,0.281092832,-1.163052554,,,,,,
D1m,0.03161702,0.333864561,,,,,,
D1m,7.76E-24,-2.053651429,,,,,,
D1m,0.372377669,-0.58947461,,,,,,
D1m,0.266567349,-0.658967154,,,,,,
D1m,0.87794108,-0.144726129,,,,,,
D1m,0.825720414,0.15690445,,,,,,
D1m,0.053376633,0.332745347,,,,,,
D1m,2.50E-20,3.134022883,,,,,,
D1m,0.002648156,0.510201286,,,,,,
D1m,0.004655225,-3.3309984,,,,,,
D1m,0.426872228,-0.287572518,,,,,,
D1m,0.176818215,-0.188226279,,,,,,
D1m,1.45E-13,-2.240259522,,,,,,
D1m,0.007547845,-0.452667154,,,,,,
D1m,0.387924837,-0.38507061,,,,,,
D1m,4.45E-16,-2.011767937,,,,,,
D1m,5.49E-05,-0.761155056,,,,,,
D1m,2.12E-14,-1.866096555,,,,,,
D1m,0.000623161,-0.553881674,,,,,,
D1m,0.906394789,-0.073503843,,,,,,
D1m,9.19E-24,-1.274987785,,,,,,
D1m,0.098740964,-0.873297572,,,,,,
D1m,2.87E-169,-3.511436056,,,,,,
D1m,8.73E-08,-1.186558917,,,,,,
D1m,0.035677507,0.323546531,,,,,,
D1m,0.872648523,-0.028449942,,,,,,
D1m,1.17E-52,-2.924202884,,,,,,
D1m,0.053637025,-0.247528419,,,,,,
D1m,3.60E-11,-0.97734031,,,,,,
D1m,4.88E-48,-2.219293668,,,,,,
D1m,1.43E-62,-2.389044264,,,,,,
D1m,0.727452936,-0.083812507,,,,,,
D1m,3.35E-10,1.346655296,,,,,,
D1m,0.055325346,0.276655492,,,,,,
D1m,1.31E-08,-1.676991534,,,,,,
D1m,7.13E-08,-1.474899145,,,,,,
D1m,3.08E-30,-2.057680696,,,,,,
D1m,4.17E-34,-2.450245459,,,,,,
D1m,4.97E-49,-2.704132526,,,,,,
D1m,1.09E-33,-2.31515839,,,,,,
D1m,1.83E-06,3.202013559,,,,,,
D1m,1.24E-07,-0.824992211,,,,,,
D1m,1.88E-06,1.09071549,,,,,,
D1m,1.63E-05,-0.639259556,,,,,,
D1m,2.75E-64,3.811904965,,,,,,
D1m,0.376269179,0.127082628,,,,,,
D1m,0.824017938,0.056140694,,,,,,
D1m,6.95E-57,-3.430749994,,,,,,
D1m,0.623455166,0.131302699,,,,,,
D1m,1.39E-10,0.886859561,,,,,,
D1m,2.01E-05,1.359571321,,,,,,
D1m,4.27E-13,-4.660115426,,,,,,
D1m,0.001495897,-2.324075717,,,,,,
D1m,0.159064098,-0.96884134,,,,,,
D1m,0.001627817,-1.014117138,,,,,,
D1m,0.193611485,0.27405797,,,,,,
D1m,0.026121514,-0.498174715,,,,,,
D1m,0.985341303,-0.0040556,,,,,,
D1m,0.001204616,-2.441177987,,,,,,
D1m,0.000296918,-0.844684908,,,,,,
D1m,0.001276625,-3.485254031,,,,,,
D1m,2.65E-07,-3.006191427,,,,,,
D1m,2.32E-12,-1.533282469,,,,,,
D1m,2.66E-69,-2.866864095,,,,,,
D1m,2.93E-11,-0.862034917,,,,,,
D1m,0.562646096,0.112295838,,,,,,
D1m,1.11E-13,-0.891318515,,,,,,
D1m,5.97E-27,-1.956141107,,,,,,
D1m,0.083468943,-0.282101626,,,,,,
D1m,0.053441379,-0.538421131,,,,,,
D1m,0.505026786,-0.180733775,,,,,,
D1m,0.001797699,-0.622507908,,,,,,
D1m,2.78E-28,-1.647517311,,,,,,
