"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"ick(1of2)",0.00585335497570494,0.00493561068193506,0.00465816485059448,0.00136622470802477,0.000185825316412571
"tspan8(2of3)",0.00520030446961334,0.00809980556507081,0.00926228258757896,0.000862186465577695,0.000472652363706053
"arl13b(1of2)",0.00745559105042567,1.37981760286119e-06,0.00220069185599779,0.00266720333744678,0.00269144279399336
"eea1",0.000148066604601119,0.0248802043448784,0.00010578884395002,0.0066722367431398,0.000462245210057216
"plscr2",0.000418594170186727,0.0102490330167653,0.000759720417842594,2.67165267440606e-05,0.0217526706439503
"fbln7(2of3)",0.00524133298051018,0.0011840844143037,0.00729505158507248,0.00354563302398777,0.000131694918506993
"crygb(5of19)",0.00338811588328306,0.00146288352566909,0.0314068448351088,1.708664188157e-05,0.000107711502447191
"LOC107376957",0.00367094507278978,0.0130993611504415,0.00153811244148604,0.000121822861886678,0.00122760101506807
"edn2(1of2)",0.000219317568381778,0.0278350895120836,0.00459371853692786,0.00343782857068597,0.0016197853471375
"srrm2",0.00800178552149062,0.000316217560147283,8.26666749542852e-05,0.000707869330370852,0.000133841104623184
"gphb5(2of2)",0.00126115602946677,0.0201362213683277,0.00305011515197811,0.00267547910399449,0.00833530614228513
"LOC107395964",0.00413636968385394,0.0137250126455286,9.68985423425899e-05,0.00916117997289501,4.4527910499495e-05
"fabp1",0.00286029357958539,0.000371957637985115,0.0120407067375022,0.00235469609870887,0.00564104754018399
"atxn2l",0.00793579894948918,0.00142089027922646,0.000184238096427641,0.000285614284788352,0.000324486423583487
"tesc(1of2)",0.00730823028832943,0.00267428708222446,0.00175994326362208,0.000546125954259094,0.00131561400423372
"myocd(2of2)",0.00730356571594085,0.000352771498617134,6.12285970937986e-06,0.00731328753182646,0.00236114489241953
"epb41l3(4of4)",0.00356494004159173,0.0031600085478088,0.00843646757328028,0.000477983990722663,0.00989919710555123
"LOC107372489",0.00608978416528126,0.000100151029761734,0.00815865882328338,5.5082779024701e-06,0.00397129591264642
"klhl10(4of5)",0.00206465153503813,0.000122175605771322,0.0114439949962786,0.00103439553287714,0.00635510829607605
"lrrc3(3of3)",0.00066651165564522,0.000953150769209137,0.00988621088617671,0.00645673518665697,0.000146334714399232
"timm44(2of2)",0.00804380076960649,0.000291789595353511,0.000136446798919861,0.000350558464416291,1.97912402081868e-05
"fam129b",0.0045250997798604,0.00118200127927293,0.00934489596072244,0.0063518396221177,0.00504812933705978
"armc1(3of3)",0.00773505891041356,0.000209802961059881,0.000439032978799743,0.00295647015919179,0.000849679897991772
"zfp710(1of2)",0.00718770451227979,0.00241652249560842,8.03423410733629e-07,0.00299090101083403,2.45150056042636e-07
"nat8(1of3)",0.000210795203404351,0.0222053998716201,0.00657379230628461,0.000269319951642351,0.00299852878498592
"wdhd1",0.00816907798596224,0.000327994648663043,4.82545866630705e-07,0.000643829135306715,0.00015196586014831
"arl13b(2of2)",0.00339182187859474,1.12044434164105e-06,0.00582279955611884,0.00603326457381689,0.00110577326533178
"gabbr2(2of2)",0.00773818966772729,0.000434434201685262,0.000178089564065936,3.30237021664481e-05,0.000859476200189238
"nagpa",0.00300634733306454,3.07772380903649e-06,0.0185429453727622,0.0110053752201401,0.00156709246186112
"ntn1(1of4)",0.00719222533866207,0.00445838808438062,0.000807076823114477,0.000186038233390955,0.000381664828116131
"grhl2(1of2)",0.00620927898805221,0.00373319694823244,0.00863967210684401,0.000130940699022765,0.000169673573367113
"ctbp1(1of2)",0.00631371199678634,0.00457759122144641,0.00264113914800591,0.000107083378904185,0.000658728503217026
"ocm2(1of2)",0.00473491685378331,0.00325250098929065,0.0182154747062117,0.000192639119118534,0.000339091291641894
"tjp3",0.00689637715371494,0.00464996231051436,0.000906669965941882,0.00387850404273602,0.000516214473209893
"nr4a2(1of2)",0.00153645884388314,0.000831998032669221,0.000843110226971163,0.0286583000656958,0.000205935483615764
"atf2",0.00158624460689393,0.000654874989252978,8.01540932270589e-05,0.0356788266694015,0.00135447763412976
"htr7",0.000718884239178018,0.000650394713017365,0.0212717446295552,0.000644144373135988,0.0086081359096407
"ogfod1",0.00664307622163393,0.00338787969936396,0.00307726263532614,0.00439988476170335,0.000664523583543363
"nipa1",0.00767578886614865,0.000823159735253815,8.09696490834638e-05,0.000257063285394606,0.00046236376486852
"rbm5(2of2)",0.00474041291795987,0.012567277132583,2.4298719257141e-05,0.00428936374481038,0.000237803458584255
"fam69b",0.00512518557573406,0.00733275419131777,2.6220472002472e-05,0.00288636213468616,0.0056299309123117
"klhl31(2of2)",0.00161068564881995,0.00336425791990029,0.0069215084486382,0.0114633073545268,0.00448328765490222
"csf1r(1of2)",0.00673018863828229,0.00366851376245311,0.00252366484931136,0.00108239775413499,4.6713244700617e-05
"znf595(6of11)",0.000633304944493198,0.00085306220288011,0.0339045371984334,0.0104454675771898,0.000250907191868657
"rhbdl1",0.000125589206597896,0.00155909431255766,0.0215627324750042,0.0167283078328383,0.00212266581104055
"atp1a3(1of2)",0.00729379692158385,0.00215895255269069,0.00100028988592725,0.000935450253939781,7.17070281438313e-07
"gata2(1of3)",0.00617684829163867,1.22355087124288e-05,0.0073506600746561,0.00908953936328075,0.00129056812704233
"usp53(2of2)",0.00708468732276057,2.27054797257859e-05,0.000597416014993979,0.00564334291256464,1.93227181168768e-05
"LOC107378040",0.0075816725085357,0.00079901358121062,0.000795451236888405,0.00120782380827543,0.00040033873786068
"fam101b",0.00736874983200404,0.00106634463541279,8.79309564125542e-05,0.000103290251687188,0.00318345976509983
"ddit4l(2of2)",0.00477048723563535,0.00194622527027828,0.0180336811255875,1.08655227132928e-05,4.83331704684206e-07
"nlrc3(4of24)",0.00361431227374069,0.00269583413893775,0.0250790621322311,0.000137746849570796,0.000969191191478643
"hoxb5",0.00721763628413262,0.000322702893686885,0.00469440616109877,6.98126785158323e-05,7.12428291854482e-05
"cep63",0.00747724733349789,0.00308965628583692,0.000225883384626138,0.000782766432489928,0.00114748255612524
"rmdn1",0.00799058198699697,0.00106100928959686,0.00029427716963507,1.16581665639219e-05,0.000184764938091365
"znf468",0.0065745618324437,3.98368445566676e-05,0.000200770467470801,0.00225966567080548,0.00319374216177704
"shisa4(1of2)",0.000350842727483639,0.0169690098621096,0.00641502300709911,0.0351359042328762,0.000346657685773217
"znf420(2of4)",0.00521794620952979,6.38781903854192e-05,6.14593540759834e-05,0.0231765697729925,0.00607565323037976
"etv1",0.00489233201775442,0.00413737353427871,0.00641745847362689,0.0035610380441749,0.0040113563158257
"ubr2",0.00817016614097871,4.44007351018839e-05,0.000555305358548267,1.97256332090188e-05,5.90476588412174e-05
"spink2",0.00100811817618166,0.0012731566682417,0.000842868396736936,4.80869739043253e-05,0.00949416788424047
"pip4k2b",8.96841056115333e-06,0.0225772961354482,0.00747430335243832,0.0143560281423589,0.00788347296624066
"LOC107376520",0.000388693648857819,0.00911276858794215,0.000591039100830257,0.0332791612646903,0.0240001486570139
"cldn4(5of19)",0.00096795546283497,0.00374236554461461,0.0124008922398911,0.00483022763440623,0.0198460878794457
"hebp1(3of3)",0.00474202449864782,2.24942566767642e-05,0.0111055856873526,0.00273821748877206,0.0021063076698989
"prss8(1of6)",0.00416451788841165,0.000968962863748735,0.0163198104453232,0.00586202106264032,0.000802728382697295
"nwd1(1of2)",0.00283668218721798,7.42197468942142e-05,0.000449694230720059,0.00345131920462283,0.0313660171414484
"gpr17(2of3)",0.00216402332213975,0.000168403787154731,0.0048722308185645,0.0134116373225123,5.31486370942541e-05
"pax2(1of2)",0.00737106027695146,0.000294579258225105,0.00413131226460229,0.00151449044406089,0.00169848495679425
"ywhaz(2of2)",0.00809462165742844,6.3872455834466e-05,0.00026048489338495,0.00216452188873826,0.000594313209843676
"ndufa6",0.00479789269247002,0.00740938928897863,0.00595877159821679,0.009633702968535,6.10428643145624e-05
"tax1bp1(2of4)",0.00819898642225715,4.40374506543831e-06,5.43620730725946e-09,3.81575331357943e-05,2.37886583654162e-05
"zfp36l2",0.00510991472861805,0.00864077607339409,0.00200774392093994,0.00877455662057291,0.0023760891917282
"st3gal5(1of2)",0.00681318961380824,0.00321745065889746,0.00160110983890286,4.98993187276359e-05,0.00748370959267027
"acot9",0.00661979575433725,0.00395423251738104,0.00463298247379459,0.000339940300736907,0.00220928425437286
"fgf1(1of2)",0.00754912292908557,0.000386016294155628,0.000443923033674811,0.000122197952182367,7.58602957832363e-05
"ppp1ca",0.00808466523903026,0.000435790444339276,3.06664415288095e-06,0.00123399922378819,2.18073644245573e-05
"mapk14(1of2)",0.00255227456327432,0.000781280019228671,0.0290624722474529,0.00362411718113491,6.16917538814487e-05
"ngrn",0.00414084196076357,0.000735119709014244,0.0059715161024983,0.0345584758529248,0.00101457645627898
"kiaa1033",2.92588220699386e-05,0.0198006124230103,0.00274102066051435,0.0104786452238007,0.00116070630505926
"adgrb1(3of4)",0.00376368717337427,0.00010171875803462,0.00741186009784312,0.0122714399131687,0.00368810955454066
"asic1(1of3)",0.00231551047624751,0.00327057388038619,0.00806238552946159,0.00318409360206751,0.00164729536214805
"tldc1",0.00254955702930326,0.00351072252742254,0.0274602255988198,0.00150306362848276,0.00953245636572219
"kcnh7(1of3)",0.000158036506173276,0.000927639695041579,0.0127155905593985,0.0224571675999453,0.0107685495639659
"npy(1of2)",0.00339124622883386,0.00028951802882902,0.0119157624223941,1.02978514244837e-05,0.00525531803324755
"pcdhgc5(4of5)",0.00748431498562148,0.00223548644456432,0.000868728946780694,0.00166241495047641,0.00232068419766899
"cmpk1",0.00805549760883628,0.000346640917095373,0.000185412218072542,0.00192041125148703,8.7560521096485e-05
"necab1(3of4)",0.000107687851932732,0.00447020556506901,9.40020496445939e-05,0.00108649112783343,0.0226609710725272
"casr(66of74)",0.000298088078653798,0.00628083761930105,0.000119472754366183,0.000357877194231307,0.019858736559344
"cry1(2of5)",0.00614261900421994,0.00416350101332678,0.000970660469828646,0.000109399992417254,0.00707390491323136
"cfap44(2of5)",0.000451804099636478,0.0130045939121187,0.0232022846051812,0.000477576940386915,0.00144279630822601
"tia1(1of2)",0.00568915007738471,0.0115291570863965,0.000176586411270206,9.95007930833569e-05,0.00210602105115433
"ftcd(1of2)",0.00758965156926653,0.00303655927547427,0.000457228053968293,1.11432660797455e-05,0.000551220720437043
"prrg1",0.00546513411083899,4.53364173604403e-05,0.014128122917571,0.00021469585147514,0.00268870323458971
"nap1l4",0.00751285061330755,0.000165939256881046,0.000786055526602355,0.0027385844326515,0.00460569620544894
"crybb1(2of4)",0.00409141285567659,0.00137176180990069,0.0267718962173404,1.70967349408814e-05,3.65894711090323e-05
"necap1(2of2)",0.00810434580732706,6.57755185023089e-06,0.000808751518890135,0.000111201775798974,0.000765164235561331
"nr2e3",0.000742246365573327,0.00795555991584985,0.00198167840421132,9.55519148963512e-05,0.00202530566204336
"serpina10(2of2)",0.00346570028538089,0.0043951032982078,0.00899201251563351,0.00304974698741008,0.000529810360047369
"pef1",0.00327337275065502,0.000569451240226511,0.00370709836311854,0.0054111773702345,0.000287383841801345
"camsap2(2of2)",0.0082278627522877,0.000488463966158466,0.000211378364513233,6.75036739788873e-05,8.17814661277187e-06
"oxr1(4of4)",0.00399046451323217,0.00217486262806763,0.00619937579607851,0.00312786922186895,0.00910166829797275
"fam64a",0.00816598952044204,0.00058482759495114,0.000142331324389955,0.000318077931353224,1.95191981857452e-07
"slc4a1ap",0.00746595814878015,2.54262756203533e-05,0.000150262285344309,0.0037199366277192,0.00187030660457332
"nsun6",0.00592707151199066,0.000557369785848715,0.00761339927416487,0.00460739348515813,0.00641594270363303
"LOC107372812",0.00722831915485453,0.00408123314051142,0.000743275837503404,0.000243785331944062,0.00108995674461358
"herc3(2of2)",0.00400565660868196,0.00277211176384255,0.0109520527037151,0.0134322797781792,0.00480299638062514
"dock7(1of3)",0.00577869367974295,9.54229220923158e-05,1.98125910462196e-05,0.00384703519834954,0.0181879619794016
"med15",0.00596576908726322,0.00640867608384532,8.95726091351532e-05,0.00636914452316655,0.000514119296715093
"nacc2(2of2)",0.0061567759619514,0.00773285261541519,0.00147412672056525,0.000106501873806466,2.04578326477709e-06
"rcvrn(3of3)",0.000131166006184091,0.00961996507125072,0.00595711192103598,0.00650590024886971,0.00124683414221866
"LOC107377662",7.54671054028025e-05,4.90599584610069e-05,0.0176864854348228,0.0186855098334734,0.00633303277150611
"rpl27",0.00789982573511386,0.0001227328973428,3.74387555596657e-05,0.001914287750857,0.00170851886394606
"ociad1",0.00690514402085821,2.95505636712358e-06,5.03481718655777e-05,0.0128167963714412,0.00481841141671461
"nfam1",0.0077452831780399,0.000117561346958118,0.000179867895532597,1.69816517989051e-07,0.000142378139633571
"c1orf174",0.00762909266901678,7.86487591732819e-05,0.0026282700556736,0.000773764700908405,0.00290027743505374
"xbp1",0.00658338090745046,0.0038086547038699,0.0016038996801085,0.00292223225535333,0.00707276860913107
"gnrh2",0.00277351533015996,0.00074546081184502,0.00798601819979193,0.00359385337683803,0.000826119541030308
"ccdc108",0.00565910332810554,0.00110295779436621,0.00237160659981619,0.000598551178199556,0.00475870697685077
"tmem150b",0.000604466572492356,0.0170541596245561,0.00315354561286357,0.013958681049716,0.00181474961470617
"ppp1r3g",0.00568016592920743,0.00220724800888621,0.00114890875909253,8.38601436043148e-05,9.54937273539756e-06
"tcf20(1of3)",0.00451550895056546,0.00919879416404977,0.000464206745762882,0.0100444402722399,0.013258934408375
"epn1(1of3)",0.0012384242110859,0.0195047291259393,0.000669010335355124,0.029135894174497,0.00276391759165091
"plxnb1(3of3)",0.0079401726926846,0.000451442825353312,0.00153872405738043,0.000569589907985781,2.03987819789371e-05
"gabrb3(1of3)",0.00694189209696134,1.18042737166012e-05,0.00369077366714424,0.000468899953424735,3.85528591549666e-06
"apc2",0.00569321711837509,0.0035309379609015,0.00886497880649866,0.00406933799371346,0.00426021025952342
"farp1(2of2)",0.00600659767942272,0.00698259031367893,0.00318565449511553,0.00448573038558546,3.29045084366162e-06
"dock3(2of2)",0.00594250673590456,0.0030880413736345,0.00161103420320879,0.0128683908733344,0.000140119011507351
"ren",0.000609271392182355,0.00665066119810914,0.00420909442849189,0.00088810236728243,3.92334040443842e-05
"b4galt2(2of3)",0.000200768826647197,0.00275104944548525,0.00147330466826414,0.00155482419409659,0.0107038721486306
"abcg2(3of3)",0.00108889644676575,0.00289591897607167,0.014274778338563,0.00225910086296952,0.012391337763337
"bzrap1",0.00205649586258926,0.00114507300099302,2.37275650971025e-05,0.0521543347886667,7.01978021243689e-05
"cpox",0.00726346631858273,0.0032652776298698,0.0021667400478045,3.01260492961043e-05,0.00044127223681554
"cnot3(1of2)",0.00785013569227183,0.00115825701771587,2.47555290657895e-06,0.00163410753451012,0.000251885352971819
"zfyve1(4of4)",0.00566022299284,0.00793921850338935,0.000510651669019218,0.00316170002270177,0.00257079684048734
"bdkrb2(4of4)",0.00225826474840252,0.00186424044756655,0.000564929208019769,0.0161085917877746,0.0092234995335796
"ddah2",0.00235082086490644,0.000164295357736942,0.0316186407674953,0.00281051859282855,0.000790689108087967
"klhl11(1of2)",0.00177350888729315,0.026623694180812,0.00178221608425609,0.00274089473224293,0.000586775548324973
"flrt2",0.00605899092015564,0.00181539835983366,0.00235500139795853,0.0145886573017912,0.00130809933249007
"kif13a(2of3)",0.000921671913171283,0.00183058732808427,0.000207621588812082,0.0241040618933172,0.0174748905588958
"rbm39(1of2)",0.00792786992015171,0.000629608674692074,8.58359408530411e-05,0.00034263404464693,0.000547743750397668
"casr(57of74)",0.000453347542287399,0.000824650537295991,2.1062850861097e-05,0.00227895926540797,0.0131772126571722
"adgrb2",0.00393033003557548,0.00210608999899412,0.0020489991562078,0.0130529691165204,0.00811477403661605
"zfp36l1(4of5)",0.00750924364230942,0.000630466973914063,0.000540373330618021,0.00104453593606082,0.00482618053399341
"slc35f3",0.00271550180590574,0.0130102074351799,0.0060956583288971,0.00719871088448378,0.000445867130841416
"gpr160",0.00521369146391657,0.00286676324584237,0.0167719882540967,0.000283033414335827,7.10982167744159e-05
"brdt(1of2)",0.000583695731263435,0.00806016790075117,0.00409067132431209,0.0101053119338021,0.00645686581397924
"nynrin(11of15)",0.00712939751595082,0.00348698690072512,0.00294498482541872,0.000422778408226585,0.000246520213847874
"rdh8(3of3)",0.000193359948191069,0.0132458248072923,0.00468323713934451,0.0078393798872223,0.0372363563281187
"lrba",0.00808266302687573,0.000174306471786136,0.00084111356279712,6.20081968439596e-05,0.000858082936000159
"zbtb16(3of3)",0.0080182709251657,0.00105713872892042,0.000192500127488015,0.000134999142640734,0.000144749846446903
"arhgef12(1of2)",0.00650031552268983,0.00124140049103962,0.00480554967706802,0.0024936699554821,0.00202086298541371
"nnt(2of2)",0.00817490656639685,0.000474862937960562,8.53487963166475e-05,0.000587648809053799,0.000510878772601333
"zfp2(7of11)",0.00782334466723463,0.000262493427730125,1.04324711039197e-07,0.000275654635395326,0.000706174176143607
"cep89",0.00401515790757484,0.0118511319154778,0.00119362884515031,0.0036047168008688,0.00105325594699375
"fitm2",0.0067118677335319,0.00216763748606729,0.00369648736551858,7.40595758207265e-05,0.000496673372033715
"cd200(3of4)",0.00230658601696846,3.07403008911938e-05,0.0237564389983622,0.000631739010098162,0.00141630359430773
"tfpi2",0.00559960614002512,0.00424551781111016,0.00496240882091834,0.0041225181461661,0.000264420270340578
"ubn2(2of2)",0.00797354063847173,0.000497996050259739,1.39288509511559e-05,0.00197699083343681,0.00131262841151171
"rbm4",0.00732461521797209,0.000855196337641175,0.000255229383444628,0.00438535367484902,0.0021609032028899
"ifna21",0,0,0,0,0
"krt17(2of5)",0.00115938850941855,0.0328214998705496,0.0033556409032587,0.000198688431039897,6.72791818276583e-05
"rtp4",0.00138347835838861,0.00445598028814283,0.000767342585181426,0.0060150040484204,0.0128997926075712
"osbp(2of2)",0.00708305936511458,4.62430537289701e-05,0.00162726281925649,0.00187180850480785,0.00432003464552754
"dlc1(1of2)",0.00271612278516557,0.00320858994725031,0.00285733725527061,1.98769896070339e-06,0.00257303293952305
"prmt7",0.0075054276602474,0.000195043392758774,0.00201783739972117,0.00170029388309337,0.00128001199970629
"bbs1",0.00608699883761596,0.00138952762201335,9.81461117711808e-05,0.00128883561840393,0.00240306243566034
"LOC107391752",0.00481661886768813,0.00248697843401303,0.000307461029326572,0.0154412766516011,0.000810042093386305
"sipa1l1(3of3)",0.00783265775272244,0.000211029494987317,0.00034992755648956,0.00167725115606899,0.00184188338565569
"mettl18",0.00291831831620078,0.000820177477590481,0.00155473798271584,0.0355231557632125,0.0126863236612401
"LOC107390724",0.00201409158573697,0.0255044975151008,0.000578781352396217,0.000927274164653399,0.000650289301116905
"rtp3",0.00110673148945989,0.00230119920142028,0.000590507771250444,0.0306222156734546,0.000469330385150753
"tat",0.0048138281890304,0.00418181439084713,0.000845172601260881,0.00200646466056641,0.0303403371853767
"anapc4",0.00720645940854349,0.00473469256601933,0.000117276590366938,0.001865711659056,1.44240686064999e-06
"mrpl17",0.00739799411422591,0.00275088169148319,0.00107899317796621,0.000473092958452698,5.91284403904561e-05
"otos",0.0064222297498593,0.00694224422140128,0.00279145050926632,0.00022771074658378,5.42329928908171e-05
"mreg(2of2)",0,0,0,0,0
"nckipsd",0.00341211473620103,0.00316612404038582,0.00254078658719376,0.0264972392584954,0.00247994968533786
"thg1l",0.00185746196954497,0.00059894060216887,0.00656870036801186,0.0269774972345853,0.0204640900235144
"zp2(1of3)",3.3327283448057e-06,0.0199374707817471,0.00582856205750042,0.00138012839589508,0.0022499483674946
"chchd1",0.00230608833114365,0.0180662475367662,0.0102731230251585,0.00735021685629574,0.000765291522119158
"pcdhga10(1of15)",0.00525580504273663,0.00601808533951695,0.00359099238039381,0.00342186397408531,0.000804918940934845
"col17a1(1of2)",1.20634824360778e-05,0.0350593137011256,0.000709127408691031,0.000827857482249393,0.000508262579517628
"slc6a17(2of2)",0.00124018837120235,0.00157265360094769,0.00952943836143579,0.001941621786968,0.0265183713431733
"lcp1",0.00720326628403335,0.00255106693752686,0.000103314082144503,0.00102666488223533,0.00471119316805447
"lrrc14",0.0041991361042391,9.85776052355473e-05,0.00400038236642235,0.0156396497093146,0.000236187961985247
"aplp1",0.00188173834272808,0.00218990601496602,0.025229777373343,0.0203661131761054,0.000359629745390201
"plekhf1",9.41119424427366e-06,0.0356948441421936,0.00195309842312183,0.000194949481849853,0.00465260632770549
"nob1",0.000328748750339456,0.00128615422142862,0.0307094683876772,0.00289104673600473,0.0321609599408758
"ldb1(2of2)",0.00810021512832486,5.53289526671583e-05,0.000359374957884828,0.00118149694660316,8.22258856253852e-05
"znf569(3of12)",0.00795897057510147,0.000821601346593885,3.02520212344489e-05,0.000355337272566739,0.000536459668902042
"fam102a(2of2)",0.00463254644472162,0.00711804860937364,0.00289407133125959,0.00415899239045523,0.00700105246078902
"fgfrl1(1of2)",0.00317548748618902,0.00560323158853751,0.0231172909083674,0.00314061261957224,0.00224976991324706
"st8sia3(2of2)",0.00707310383599682,0.000130042370761187,0.000996764915801468,0.000822675925778937,0.000421500460003335
"nucb2(1of2)",0.00798931667487292,0.000858176039055643,7.41215654587722e-06,0.00160292399661824,0.000755238040180961
"faah",0.00812190967734221,7.31630432705347e-05,1.61921622675064e-05,0.000475328667747163,0.000217410717269315
"antxr1(2of4)",0.00209876058409528,0.008494701102765,0.00818591018557376,0.00121694801868501,0.00107786422975248
"rasip1(1of2)",0.00731025846107148,0.00251864006370041,0.000868125217488369,0.000484303008964085,0.00031892103580981
"clic1",0.0068396814823466,0.00399107687778704,0.00284835251054161,0.000388491292907414,0.00170103609198851
"trim37",0.00739336489970188,0.00375914637958143,1.17397171381489e-07,0.000382535232138286,0.00212013926724277
"cerk(3of3)",0.00742077840143303,0.00160129274132116,0.0013614074034519,0.00102132278088603,4.80604114128107e-05
"prodh(2of2)",0.00548714105650199,0.00205127806912452,0.0141832613804765,0.00116704138425918,0.000209884936076343
"hccs",0.0013821914984337,0.0160088981203525,0.00497985676452294,0.0161214818005293,0.00434963986887971
"pi4kb(2of2)",0.00728909634514782,0.000263487896434921,0.00257774445302426,0.000408862711076888,0.00121927253246396
"l3mbtl1",0.00120468505133709,0.020354309390237,0.000494071285449857,0.0150661098643273,0.00598853059111124
"bco2(3of3)",0.00600654471607678,0.00149114285098897,0.000514446919776533,0.00224079138457882,0.00151997221017712
"mcu(1of2)",0.00102248889690832,0.0224608913847745,0.014524338533712,0.000126521255264589,0.0073561365041358
"c1qbp",0.0036870506121529,0.011780589978661,8.89080574954423e-05,0.0152623884859299,0.00812831386879991
"arhgap44(1of2)",0.00664633001633044,0.00119591962766742,0.00708259273797393,0.000128208421050512,2.18544264592913e-05
"parp1",0.00808196376650713,0.000581759763847018,1.15177964496853e-05,0.00126378050081554,0.000424268361137783
"ikzf5(2of2)",0.00266193088991909,0.0115158438322275,0.00410243469564911,5.56809112192977e-06,0.00556047077854811
"nrg1",0.00370482692691145,0.00792731657365864,0.0147285325975851,0.00592939122148226,0.00107144971323219
"frzb(2of2)",0.00678503427711278,0.00161294086847455,0.00012999278734514,0.00351162676515206,0.00222142291462709
"casr(36of74)",7.31642347363335e-05,0.0106568705731868,0.00264075427893464,0.0220798364221335,0.022605989319165
"eif2ak3(1of2)",6.75933460797918e-06,0.00168375568325213,0.00102945224693927,0.0418653174473013,0.00126089613247316
"ugt2a2(6of7)",0.00285068530575115,2.16142258948903e-05,0.00684131188418769,0.00641731569695993,0.000730631561620771
"cebpz",0.00680322362146491,0.00556514305329248,1.02069308956536e-05,0.00107730493901704,0.000240374054058281
"tmprss9(2of3)",0.00186085724000439,8.04214202526254e-05,0.00542364316885581,0.00166904416833287,0.000346347104399558
"mecom",0.00738584915810793,0.00199423704149759,0.00350705380633101,9.2683885816207e-05,8.96715357147998e-05
"atp8a1",0.00802546531632935,0.000113811472229824,0.000868372028375301,0.000355480262927956,0.00018149700341639
"lingo1(3of4)",0.00807299107443856,5.6932147750473e-05,0.000460222406125126,0.000652404705184895,4.602774605182e-07
"fancb",0.00815850909102739,6.32010608482877e-08,6.61884679094272e-05,0.00139686699354878,4.78405512129096e-05
"guca1a(1of3)",0.00458393223011846,1.15273666058358e-05,0.00433293076813617,0.0049231259188503,0.000375164254094673
"ggnbp2",0.00580463143967004,0.00675946279628861,0.00185570246280517,0.00224247640739685,0.00142551746250465
"hddc2",0.00779861080109738,0.000769015719263909,5.94133243297468e-05,0.00250391079025186,0.00218387852039406
"parp11(1of2)",0.000685193478153238,0.01310664913614,0.00461898101612606,0.00428561991774244,0.00645312080963399
"plekhg6(1of2)",7.67614987151824e-05,0.0205093950137065,0.00694692382639093,0.00638768226991269,0.0023821137386375
"pttg1ip(1of3)",0.000384068252040893,0.00490365352757513,0.00276180560014235,0.00264726993199949,0.0208552050349378
"ctc-534a2.2",0.00708953705935279,0.00121792803453462,2.82895134772388e-06,0.00260459625467018,6.93190075459785e-06
"barx1",0.00380317221558219,0.00512617654396311,0.022444695345033,0.000322649789776682,0.000702553595944512
"zbtb3",0.00475006393902234,0.0116238134929574,0.00367254217782436,0.000637544687599356,6.98194229191429e-05
"sorbs3",0.00406379305335793,0.00282209803130223,8.6273150661567e-05,0.0183855396925464,0.0114887588042129
"bmpr2(2of2)",0.00545349645531348,0.000299510782044799,4.84252711666474e-05,0.00458601531479084,0.00103185209287708
"gja3(2of9)",0.00486135092692609,0.00174420280313497,0.000406536564428872,9.82905267561474e-05,0.0037271464195898
"nudt4(1of2)",0.00450695018541401,0.00187774455269833,0.0165826171268572,5.69257327345855e-05,0.000858826217040949
"pura(1of2)",0.00800020806910385,1.04690772331733e-05,0.00126742245232313,1.12125467428548e-05,4.57127299938752e-05
"cadm4(1of4)",0.000995511877126736,0.0142680624602066,0.0124508150346316,0.013791043602827,0.000605304659287216
"unc5c(1of2)",0.00175172977038372,0.00246684319097983,0.00467666007098682,0.0308388887964666,0.00548451519525846
"ppargc1a",0.00344772632797009,0.000383890070613575,0.00430104632149755,0.0184780634513934,0.00407739818558007
"clstn2(1of3)",2.32953320021094e-05,0.0107629445896953,0.00137206260796619,0.00128177924200129,0.000348419711143187
"dpt",6.5342221476822e-05,0.00015863536198495,6.89501605403547e-05,0.00224779019497978,0.0271926362932665
"lca5",0.000247281187091176,0.0116685920429743,0.0249556686766226,0.00140641843446663,0.00194818596888272
"st6galnac5(2of2)",0.00066651165564522,0.000953150769209136,0.00988621088617671,0.00645673518665698,0.000146334714399232
"pecam1(1of2)",0.000462179843489085,0.0320080508092443,0.00252668971932237,0.000283013169401657,0.000533154202590696
"xkr5(1of2)",0.00790270422416889,0.000129826514316463,0.00174394272000064,0.00105687137816191,0.000307374602099018
"dnajc1",0.00785349227862351,0.00177381710703851,0.000124578266768084,0.000192696856708216,0.000383583790175824
"vps28",0.00787617680111645,0.000575392415524832,0.000441056164011638,0.000305730579273754,0.00187364434151581
"or2a5",0,0,0,0,0
"siglec1(1of6)",0.00245519934191063,0.00135253441838209,0.00741728513353674,0.00193770852801111,0.0100091801039244
"pgap2(1of2)",0.00715131605252317,0.00263171205692018,0.0020621612164165,0.00127126552938858,0.000486119332499038
"ndrg3(1of2)",0.00398048529679963,0.00151598001846751,0.000546331656565124,0.0205439490404171,0.0112115404495368
"pfkfb4(1of2)",0.00710012572519263,0.00146065562722107,0.000501022345213591,7.61593141405215e-05,0.000323869599617748
"gabarapl2(1of2)",0.00217212954608869,0.00374753293793823,0.00840025027617806,0.00210821534340297,0.0387287046921309
"tpbg(1of4)",0.000865213370050827,0.00309708699672516,0.000250141329540629,0.00239055544742565,0.0240130982694349
"aqp7",0.00377370892423363,3.25655385439969e-05,0.020433114742165,0.0049923477130023,0.0120070694776868
