id,PreD_Lib1,PreD_Lib2,PreD_Lib3,D3d_Lib11,D3d_Lib12,D3d_Lib24,D6d_Lib14,D6d_Lib15,D6d_Lib16,D1m_Lib18,D1m_Lib19,D1m_Lib26,NonD_Lib21,NonD_Lib22,NonD_Lib23
march1,6.214017109,7.413160614,6.822838589,5.452313567,4.946189308,3.978040544,4.566498611,4.552388373,4.618195869,3.373675911,4.428951984,3.036660435,6.495510302,6.608239972,6.4446221
march7,8.909831625,9.609051958,8.767148962,13.38585966,11.85367386,12.74234522,17.71864997,12.25220735,11.97151998,13.19257114,16.71583457,14.72436792,8.87161131,8.490486001,8.143899903
march8,1.709319819,2.197791121,2.398546582,3.452314468,3.508480792,3.380719584,2.746545877,2.917301069,3.579174526,3.108653389,2.096489759,2.742741931,2.827138368,2.701417047,2.908562279
sept3,1.012380752,0.942615756,1.283921669,1.246125935,1.344397134,1.084239066,0.864611592,1.407721069,0.841417765,0.624460641,0.890093641,1.008697037,2.060206222,2.176966433,2.271546052
sept6,35.81791121,33.53224124,30.09884411,11.60224255,9.851905545,13.29191065,12.97570998,10.83321949,14.7144786,17.67885586,18.41142459,14.15073479,39.47731139,42.06201526,40.51352077
sept10,66.35167085,66.48415513,67.55437862,47.77562352,44.6030612,36.98752409,42.06069598,41.90318554,41.64992843,35.20130866,43.76411706,36.74110484,51.52186653,52.87048146,59.80473749
sept15,27.27855161,29.44421248,36.02421405,30.06497008,25.39246492,23.880035,16.26373121,15.1900021,18.80799828,10.52358039,14.37410025,15.07508851,32.47586887,34.82501061,40.1042718
a1cf,0.369817577,0.400517675,0.283215484,0.682730873,0.455635119,0.149550153,0.054215529,0.788251257,0.392843129,0.068983734,0.400131563,0.494008301,1.705729578,1.643386714,1.863368658
a2m,0.723132181,0.553610573,0.407571716,0.462491094,0.182281193,0.814969228,0.239100534,0.241275113,0.69016654,0.603295746,0.564564886,1.009139356,0.722120302,0.80018633,1.027807353
a2ml1(2of4),22.15166231,18.43087679,18.72210838,109.6130169,80.35995643,65.68303249,58.25244729,60.71591214,61.21808034,31.40549514,22.07064876,21.44456132,14.05352442,16.63797144,16.98170166
a3galt2(1of3),9.849148895,12.02738607,12.5547473,15.35322866,21.26813973,16.38044786,16.13765951,15.82192791,12.69077909,7.222390003,7.019188871,6.852904709,11.09239643,10.89043624,11.86629263
a3galt2(2of3),2.011914865,2.62551469,3.78466224,3.234820532,6.185330855,5.005493134,6.188338062,3.586483951,4.500099664,2.504278648,3.650791852,1.629858206,7.509225062,9.202492646,9.197661191
aaas,13.38828012,11.01737151,9.348480292,0.770366096,1.321607498,1.357882429,0.987354799,1.165078257,1.128723647,2.506780205,1.532570277,1.91610417,14.16305183,14.20908067,13.39113535
aacs,14.47296189,13.85634309,15.73851361,20.92198027,19.01383565,20.31575815,22.91703698,19.678515,18.88144336,24.31035044,20.66762194,19.87284362,12.6659797,13.11506526,14.19005607
aadac,0.223258484,0.090258884,0.111846499,0.159741188,0.025014647,0.135382869,0.200819503,0.07814566,0.047987741,0.25509744,0.281546164,0.116840001,0.20088499,0.251441069,0.533694104
aadat,2.439818059,2.519400548,2.037713037,1.169033901,0.946219504,1.194162559,3.040274636,1.807760276,1.870914276,1.419117395,1.326830275,1.606615002,1.487508141,2.002499397,1.626107405
aaed1(1of2),4.915744373,4.324825258,5.306959019,1.217585286,2.244110391,1.787227386,2.718583252,1.552118671,1.683944195,2.889206393,4.638637661,4.793464424,5.405497252,5.334519604,5.234635775
aaed1(2of2),11.38560589,13.62366846,17.61796896,54.13970659,45.72446369,49.1002021,65.13769868,70.26928759,64.34928943,44.13029039,55.03696084,30.44587175,7.532789508,6.258933724,7.305538735
aagab,34.03522667,32.44690395,33.0161147,36.40331009,29.6274896,30.58767191,30.70102071,31.04634829,34.55617234,30.71360886,33.83131594,42.28802865,34.95817663,42.17558994,41.42171898
aak1,4.48828572,4.319528497,3.794291885,4.716623532,4.808146597,4.569634715,4.958207024,5.12545284,6.978408578,9.967390474,6.759967968,6.872125101,3.603252923,3.729987745,3.322466422
aamdc,13.74812464,15.22036306,16.65503581,77.11220869,69.04128711,85.59239719,141.7057913,130.7888445,122.2252588,226.5484448,224.1876298,219.0488344,14.24442294,13.72130771,14.74743865
aamp,48.61018843,50.93195475,52.65692807,43.20459534,47.61558232,42.92141875,52.10576061,54.61692286,52.51146038,34.98159031,48.66346277,50.06540055,36.18805131,42.11075278,48.64529625
aanat(1of3),0.410230404,0.302409312,0.843976266,0.928814296,0.189807047,0.51182441,0.760313266,0.344980118,0.302880506,0.734991708,0.797933648,0.635930842,0.883639607,0.69836512,0.460981808
aanat(2of3),0.667181237,0.568607852,0.272548341,0.076393869,0.047503633,1.122434102,0.398420369,0.611985269,0.138191983,0.715104481,0.294287859,0.494701206,0.553961528,0.612268352,0.199323685
aanat(3of3),1.037100753,1.320160807,2.559691536,9.766569669,12.25770313,12.91142754,17.97492831,19.28888294,17.82129354,20.88640839,17.09752345,18.62948646,0.881828127,0.761606387,0.879181268
aar2,21.6306195,25.90826459,26.50766873,17.8603346,16.72755129,16.31416197,18.13226008,14.44961517,15.74821288,12.06587001,20.69296086,22.44497539,19.5014839,21.96679641,25.95483814
aars,63.71241255,56.9904124,50.86556497,71.19979814,58.68188895,55.07452051,45.48180036,50.9161121,44.06473404,105.3495372,91.27231902,103.0649903,77.41994193,78.21179402,82.64436437
aars2,10.29600658,9.86084454,12.45520949,19.81123275,16.95501821,20.17453866,22.51972376,22.41375623,23.37753802,29.97060214,41.99798574,44.9744128,7.899277975,8.029724553,8.372635794
aarsd1,8.959183669,8.458450891,6.275904493,1.272940797,1.747151417,2.15300249,2.178229748,1.100533922,1.318797946,1.887329315,2.032253687,2.693647215,9.241764126,9.125553852,9.824941797
aasdh,3.73771267,3.236746924,1.53309163,0.694673033,2.141326305,1.858276328,1.837344484,1.78136083,1.251127378,2.891770595,3.028262985,3.4672398,2.760460577,2.426494073,1.963586349
aasdhppt,18.8561135,24.6998221,25.85730298,92.10912326,87.12824098,79.97645693,125.2548795,113.6229206,107.6716525,85.557419,85.83811537,71.4285896,16.77366424,16.98255087,21.88808738
aass,56.33792463,63.94466145,68.72076772,68.19418135,61.76168792,63.67167863,59.39050708,63.52920096,61.39047839,45.78935317,44.47632131,41.24362187,47.19757252,50.76423571,54.78125003
aatf,22.64909982,22.79472427,14.10768487,5.011049626,5.341233625,5.340047315,12.05539855,12.46080938,9.587127655,8.328001929,14.89410471,10.70967001,21.86030486,24.21403069,24.41915993
aatk(1of2),0.298900889,0.368439252,0.315451114,0.356723009,0.453421107,0.190125371,0.120509608,0.164318421,0.044773062,0.017049879,0.115431602,0.220274794,0.425529663,0.458376954,0.279204861
aatk(2of2),0.580651564,0.450067845,0.514229321,0.771534392,0.700363958,0.814739117,1.087742238,0.796434421,0.915818898,1.406617813,1.44008024,1.232294389,0.300270159,0.412533297,0.403549181
abat,12.94116678,9.272266878,10.4233191,15.24766316,14.794529,18.90331013,19.23886551,21.91706516,21.27035667,52.60288165,20.50836194,26.9707878,8.100346854,10.48772789,10.35416841
abca1(1of5),11.39514001,14.70964105,19.05171735,36.38163753,35.63279345,36.72466881,39.25406362,38.8825467,35.94779978,37.26201587,28.98753792,32.96843999,9.39316465,9.196791026,10.59851835
abca1(2of5),0.404601618,0.575224403,0.28473194,2.220808635,2.195758441,2.770825982,7.467636677,5.86946852,5.696621489,21.70817441,24.0922385,27.61346083,0.435110517,0.676913785,0.706884196
abca1(3of5),0.298664807,0.213777737,0.192623326,0.178219258,0.315224905,0.364117905,0.588689537,0.41959123,0.536849267,0.459981389,0.477837621,0.332285808,0.566925037,0.576761443,0.374887279
abca1(5of5),1.97671387,2.449599037,2.328228103,1.076344788,1.548757061,1.401833137,1.329436225,1.297052527,1.411308907,0.828352692,1.399554731,1.333458845,2.540871372,2.474368971,2.412018281
abca12(1of2),0.209887755,0.189340408,0.189643664,0.197222297,0.22085515,0.205257753,0.283823144,0.242851829,0.217093472,0.631772256,0.391869193,0.305038849,0.576910778,0.460705267,0.512353099
abca12(2of2),3.099934688,1.903610125,1.294236747,12.9270085,8.195056354,7.256235519,7.499299224,8.342421953,9.119384334,7.375564871,4.474646113,4.353594006,2.552302828,2.689751783,3.807210865
abca3,3.620596077,3.715545736,4.026003646,4.806321159,5.676013235,4.609596796,4.592385553,5.415150463,4.805097825,5.525057113,4.681141513,5.113149014,3.150326576,2.805531292,3.323828231
abca4(1of2),0.603498709,0.796624187,0.68342836,1.194871618,1.324942982,1.924496964,1.395383463,1.385310959,1.911832748,1.024073067,1.132462672,1.457115994,0.756603178,0.556363462,0.555073736
abca4(2of2),0.460296068,0.39899457,0.384909871,0.142415652,0.190915032,0.249824947,0.146755262,0.237699985,0.09966335,0.257114283,0.180929706,0.163907285,0.512937185,0.390942483,0.246120078
abca5,8.964446887,8.044446786,8.152383383,6.580389014,7.206382524,7.534429909,6.055276655,7.150800257,6.530798365,10.80505157,8.781018873,10.16770245,6.662050231,6.965330803,6.700456201
abcb1,0.574712057,0.677251569,0.58446113,0.363881193,0.284655157,0.140961958,0.208538778,0.060925013,0.199240465,0.05688785,0.07334983,0.081602571,0.420427907,0.40554375,0.416721931
abcb10,3.934792406,3.912204372,3.720439987,4.992244111,4.382518196,5.095154678,7.487880593,8.264549075,9.299046074,6.436722564,8.086939546,6.015071113,3.833080471,4.289676395,4.310129229
abcb11(1of2),3.021618945,3.07515452,2.042012165,0.986475609,0.886109159,1.264180496,1.1019139,0.964065274,1.402469992,2.009453011,2.914362334,2.902793478,2.13347416,2.173575581,1.858862847
abcb6,5.732294191,4.561648423,4.736115761,2.462915628,1.815618047,2.403600135,4.121506927,4.494177984,4.426068999,4.568102386,3.965397791,4.080323541,4.076655167,4.290762141,4.120903496
abcb7,17.35429546,15.4383753,12.0552729,3.948921408,4.0515607,4.655820309,5.175317741,4.249103817,5.993227703,12.55691481,14.92906664,14.64632254,14.11091592,16.04771395,15.71166649
abcb8,8.002228298,7.251098487,5.915466161,1.893065355,1.708336579,1.393582652,1.238887149,1.098713221,1.132544651,1.207727872,3.180855881,1.134200533,7.887695218,8.169930221,8.648513738
abcb9,0.569771581,0.333037741,0.320517205,0,0.076173029,0,0.017525874,0,0.14652623,0.156112585,0,0.071887674,0.629774417,0.675428432,0.568581381
abcc1(1of3),0.225576294,0.227864757,0.207587081,0.477207644,0.697334848,0.683275909,0.407450272,0.49391714,0.491953445,0.591070654,0.251028078,0.372876862,0.352100201,0.366551883,0.399107488
abcc1(2of3),8.700864119,6.907326195,5.021358405,2.175739408,2.365318263,2.830976234,3.686692675,3.514075639,3.906319081,3.910024702,3.660564263,3.129228602,4.887920951,6.587305047,5.043159493
abcc1(3of3),4.802242919,3.883804665,4.163434408,3.585817896,3.705192942,4.011266976,3.337681515,3.000287165,4.445249816,3.373409142,2.303437991,2.15051268,3.989391764,3.714024939,3.412879939
abcc10,5.550471713,4.770033117,3.973171428,1.750933239,1.530691757,1.490077165,1.789484551,2.168924266,1.872650096,2.059232185,1.76311402,1.780992687,4.643513181,4.697903186,4.492123531
abcc12,0.128628567,0.241712445,0.358800348,0.406252637,0.35753446,0.324542471,0.350592742,0.374069127,0.739106007,0.446291591,0.375272579,0.208719687,1.032368571,0.916610345,0.803014943
abcc2,0.374212623,0.349168339,0.207267891,0.01464718,0.206223584,0.187373547,0.184739207,0.449823302,0.209584687,0.386468635,1.316391762,0.126644873,0.475320507,0.527097663,0.533216654
abcc3,5.180969478,5.044422111,4.898689582,4.350677981,5.686122063,5.093275415,5.239004665,5.022982362,6.095363806,4.294115851,3.826987238,3.511614896,4.22177054,4.308942331,4.002598771
abcc4,1.473551424,0.880576539,0.449473113,0.431915199,0.391953423,0.239199867,0.373362951,0.233295701,0.221094,0.178220186,0.36381493,0.298159787,0.943693203,1.136109403,1.125214068
abcc5,3.31311656,3.29088872,3.593550105,4.047444262,3.535610909,4.731162762,5.902640759,7.946408615,7.615973953,5.873187819,6.684303171,3.437944941,1.770932136,2.162478482,2.133264251
abcc8,1.089435856,1.022866939,0.782225104,0.620794316,0.595918778,1.022967289,0.762724061,0.468022358,0.786350262,0.615160085,0.438426745,0.400993517,0.808279347,0.790196647,0.679716791
abcc9,0.610197111,0.515698509,0.623125818,1.169642213,1.036278603,0.968945977,0.66684152,0.883683674,0.725784272,0.465989218,0.303960746,0.383199328,1.184328959,0.766408561,1.019735602
abcd1,9.817875993,11.50973754,10.07875536,33.16255576,35.4624274,30.8527661,43.84563528,45.80115073,44.82521393,89.18889648,99.08624223,92.54520584,6.459859575,6.847096192,8.06361046
abcd2,6.295670207,5.149058994,4.230134822,1.704138476,1.571074018,1.601265738,0.822673517,0.976530692,1.913398041,1.069899343,0.903111741,1.685567121,4.228506178,4.407008982,4.732042485
abcd3(2of2),13.28964551,11.56862687,11.10134652,7.025855323,5.605251618,6.882805556,8.525043577,4.930441878,5.747865273,5.186787273,6.263941111,7.373484271,12.99106507,14.58842055,17.68486294
abcd4,1.974699855,1.5158373,1.59653748,1.958632364,2.018864709,1.979493837,1.697017957,2.28325965,2.299114267,3.305487147,2.613631592,2.871052417,2.975114538,2.921946238,2.776320311
abce1,158.8258418,157.2071303,123.4220687,89.73855038,83.74463374,98.4490053,130.175455,145.6997284,132.3605616,186.6679323,188.9089795,163.3281715,124.1224751,139.515448,157.1382307
abcf1,128.7652989,127.8522475,107.8421699,57.44244081,52.20446493,48.59506084,69.58019272,73.40375147,72.13568441,59.35820931,98.99374327,79.26089795,131.3255693,144.915314,151.1428867
abcf2,96.30614671,79.71676393,53.81016523,5.02400574,3.906603312,3.807440929,10.19956815,9.229692117,11.04535689,20.58144517,24.33723379,24.56015535,94.57716761,99.51654273,110.3066468
abcf3,23.25000191,19.37222689,14.44339545,1.844477897,2.450086471,2.685828225,4.938352002,4.148022774,3.709895556,4.732343972,7.579944437,6.660282906,20.4893424,21.53310274,24.12632115
abcg1(1of2),0.412425844,0.903464705,0.735310722,1.857749572,1.881879461,2.116327661,1.841530174,2.007105799,1.683704277,1.778992012,1.145804726,1.570797782,0.49974875,0.493553238,0.490337542
abcg2(1of3),0.699087295,0.677724603,0.807111612,0.717420349,0.842369638,0.702668592,0.545556827,0.675679599,0.41474879,0.409756267,1.06578043,0.269988064,0.261027206,0.38934716,0.431209832
abcg2(3of3),0.257606227,0.481997568,0.119486462,0.479121454,0.323600486,0.108954763,0.553812474,0.586469506,0.618435544,0.701934247,0.716538767,0.459042049,0.472584279,0.462210807,0.454547511
abcg4(1of2),0,0.027815498,0.0171895,0.073281733,0.136865624,0.062160864,0.145520973,0.125412118,0.142783165,0.033986144,0.115162087,0.072032958,0.074260356,0.033316946,0.042811586
abhd10,19.71141998,22.95332747,21.71878193,16.23812805,14.62147487,13.47303356,21.8356,24.13138994,22.12426816,28.72467638,39.9726559,31.72592737,18.71715783,22.20070255,24.58877893
abhd11,1.724121268,2.166362366,1.953034245,0.80337849,1.28562054,0.739286611,1.724139683,1.664772705,1.573224936,1.631972947,0.807024499,1.614442539,2.082251836,2.271578098,2.286275721
abhd12(1of3),11.65533118,11.1304433,12.00603696,7.597489807,6.277390497,9.073390817,7.949898333,6.927009678,7.883312176,8.840947704,8.592190898,10.42610215,11.11151155,11.52502494,9.630399173
abhd12(2of3),9.288082514,9.20865862,8.149021131,10.26060885,11.41926058,8.7306354,7.89898797,8.323694358,8.049989149,5.139408436,6.134508622,3.892402047,7.141532623,8.684677256,8.421035857
abhd12(3of3),2.025304262,3.065778541,1.576513546,0.457144477,0.49287735,1.559797831,0.306423266,0.486080985,0.384698004,0.969710512,0.311475033,0.820317254,2.75517918,3.516716109,3.235248485
abhd13,5.08485576,4.582943922,4.118320184,0.657843603,0.42210676,1.379976278,1.068441147,0.726247104,1.475620021,0.878789679,0.586120995,0.999630453,5.350749093,4.425745721,4.880623993
abhd14a,9.277440829,10.5637922,11.41231391,12.22561036,10.47745828,9.823281401,11.23413993,9.939625723,10.40103348,9.478555345,13.4382835,10.9196151,7.101206102,8.212311386,9.684138594
abhd14b,6.564786901,6.777734235,5.856882019,16.37444767,12.99458628,14.33636805,12.03412911,12.69663766,13.32022415,19.27650406,12.78856892,13.60765075,8.017025956,7.821644473,7.784095963
abhd15(1of2),4.634702036,4.794996032,4.429302459,1.263246091,2.276865688,1.277211006,0.976545016,0.790960619,0.882898449,1.308011411,1.684611157,0.215297044,1.813465006,1.589188467,2.44373539
abhd16a,25.02985324,24.08648379,22.60888251,5.509689372,4.250148938,2.59441027,4.254131823,3.050070871,3.749712363,3.806172022,5.438805358,4.972444493,23.44414957,26.40860747,30.14793602
abhd17b,7.915957627,6.416606708,7.370800015,3.08275641,2.470116185,1.481401844,3.124134846,1.918694591,1.674099848,1.7065799,0.540709072,1.619745743,8.272708708,8.046215581,8.511721335
abhd17c(1of2),6.172174906,5.197066645,4.655651519,1.898681326,2.252428969,1.420117775,1.595756898,1.097182338,1.706959257,2.533478019,1.4315687,2.02525618,6.220904556,6.266030965,6.513844667
abhd17c(2of2),8.592449436,8.016604066,6.886155548,3.257252405,2.851362501,2.448928086,2.181345819,1.775585551,2.424936201,2.028168823,3.134473413,3.146071121,9.100657235,8.607955253,9.525212543
abhd18,11.59319126,11.19511283,10.84066811,17.65355519,14.85309565,14.48999001,11.88551762,14.23689583,12.35940447,8.678199109,9.842718072,9.443013621,9.662831501,8.740257602,9.719932915
abhd2(1of2),3.698279839,4.169117487,4.623324632,6.506560894,6.905968864,7.629245728,6.540921726,5.79636732,7.975409498,6.013043396,5.410265893,5.931060731,5.029585316,4.434779209,3.623291356
abhd2(2of2),9.38896946,11.8630743,12.71865534,15.95370959,18.41684684,17.32237539,18.24202604,19.83929676,18.13813718,19.62556906,20.32775014,17.45155637,7.767658848,9.256858736,10.17978835
abhd3(1of2),3.743912525,2.940229353,3.023379887,3.24148491,3.245460063,3.845140758,3.145575736,3.512160592,5.196156618,3.170344139,3.452785776,3.586840856,3.759733214,2.826074167,2.786827272
abhd4,14.51174564,15.23453863,11.6578069,18.83416538,14.35546419,15.3913084,27.41735698,27.08343256,32.20667626,18.178713,27.55085905,15.49453067,6.195598133,7.823641987,8.274784466
abhd5(1of2),2.474952431,2.231344928,1.935952187,2.304951291,2.733925099,3.552548924,3.529495312,4.309218176,2.443108332,2.550237018,5.484429846,2.805734879,2.234937211,2.567874896,2.727737006
abhd5(2of2),2.65651299,3.306050177,3.243763364,10.19017566,7.560825026,5.507122536,8.530237448,9.573671537,7.400755053,7.811506304,8.271368461,9.04048964,2.040145286,2.524567256,3.107206186
abhd8(1of2),0.534965154,0.402012864,0.592240209,3.023458623,2.964975459,3.581256951,2.303785719,2.868179844,2.790618758,3.162112246,2.409807829,5.206435761,0.574959555,0.572741756,0.670474083
abhd8(2of2),0.83584725,0.321849428,0.610697852,0.342994443,0.731393279,0.275616138,0.304733034,0.623081746,0.253790768,0.571782108,0.289852232,0.817132692,0.788122286,0.432595894,0.396254775
abi1(1of4),1.498168493,1.288102179,1.625796075,0.471523541,0.656120208,1.056750639,0.730001635,0.513353172,0.964891517,1.67648691,0.549587089,1.603670714,1.504812198,1.006687588,1.032601761
abi1(3of4),9.610340127,8.992580202,8.640107856,6.025511337,6.251061233,6.158473966,5.980418791,4.612659001,5.885996446,5.783926113,5.207130446,6.148271439,10.6467687,10.0880587,10.04475732
abi1(4of4),11.0544559,9.828426467,9.394008362,10.38216289,11.8119355,11.65640447,11.17617346,9.639002043,9.697622348,13.33727955,10.65399055,9.733788754,10.55022568,9.043775698,10.35315473
abi2(1of2),14.05160826,13.50413641,13.44985409,14.99271102,17.99901088,18.10383161,19.28836091,26.11482427,24.43622489,27.2928269,27.01896852,25.433061,14.47521328,14.7830744,13.37663916
abi2(2of2),0.269048292,0.342437423,0.31876287,2.61678568,1.546895855,5.081126724,1.233491662,1.734362596,1.410476542,4.118107634,1.860354786,3.876677874,0.457502084,0.458680875,0.390697224
abi3bp(1of2),1.274078051,0.989972295,0.773690552,0.921559268,1.132980363,1.083029169,1.376327833,1.413527157,1.053038525,2.994348229,0.929182469,1.930167796,0.538414926,0.548745439,0.50578815
abl1,15.18823142,13.2242941,11.54400876,10.73586236,10.4141883,9.410825281,9.00279068,10.12844363,10.48781037,10.59503967,9.374716257,8.87112241,12.67139373,12.29908512,13.31848879
abl2,5.699458687,6.217305243,5.232381006,3.763141518,3.588959995,3.906075033,4.333392729,5.275327173,4.616258678,7.20694736,6.666560856,7.401268909,6.913923711,6.638639776,6.679343338
ablim1(1of2),1.739383726,2.22706807,2.656938714,11.92313608,10.93422766,9.488017329,5.611493058,7.544504861,7.427283535,5.590191145,2.666758811,4.988793981,4.633460044,4.609176328,3.881881931
ablim1(2of2),1.104240627,1.114741697,1.162228592,1.679815194,2.313756431,3.692105946,2.0394837,1.712384558,2.920877905,2.094115582,1.713965912,3.794608039,0.939739271,0.770300024,0.896778835
ablim2,2.709289414,3.533154632,5.766094261,14.17314027,17.57692697,15.75173757,16.03541971,16.62577676,15.95887088,13.90836729,12.79812446,8.674735663,4.57907616,5.116365017,4.447682207
ablim3(1of3),0.770568374,0.880450227,1.127294837,1.681922379,2.828768779,2.44245284,3.552567631,2.628923824,2.620227884,1.38596457,1.475835767,1.291747044,1.254095268,1.173997378,0.874025232
ablim3(2of3),0.274810471,0.329529866,0.188355068,0.295000351,0.272892398,0.17078178,0.385682716,0.36125919,0.060472725,0.122569464,0.088815868,0.196920263,0.135376901,0.272651884,0.155354912
ablim3(3of3),0.385773695,0.439156434,0.879485713,2.302426731,2.000382886,1.788671959,2.872948458,2.109742001,2.457096025,1.680264436,1.147335505,1.967536665,0.5414083,0.483592774,0.495168208
abr(1of2),0.015787551,0.05532668,0.068538592,0.087959995,0.482019369,0.341999107,0.15804871,0.322942743,0.066087672,0.200840295,0.097000163,0.429765449,0.129283397,0.181745781,0.152442554
abr(2of2),9.21891759,9.505447432,10.12955808,6.729482324,7.612936738,7.545391586,5.680355573,5.300904165,5.167746593,4.582176365,4.804906096,4.658601771,9.815246272,8.941134636,9.364841262
abra(1of2),0.783665683,1.193395043,0.750131493,0.937999611,0.045531031,0.954739132,0.362779235,0.548869074,0.619710997,0.32917847,0.990760285,0.986286162,1.075559542,0.968476339,0.419699343
abra(2of2),0.646121907,0.523587505,0.50807857,0.692952849,0.680263662,0.81062994,0.822023369,0.813271767,0.464890546,0.760830832,0.791695258,0.868033135,0.853340207,0.764266102,0.291327886
abracl,10.03974634,7.431795823,4.532107631,1.704919848,0.649947632,1.117071505,0.536479798,1.066895663,1.001329916,0.156955537,0.050462926,0.111159174,18.36588903,16.62239225,19.10713383
abt1,67.75927958,67.59997049,58.38091133,43.81503871,37.27427742,37.17363924,41.94050622,37.7092784,37.24428722,41.89930654,47.54271562,48.64115612,59.7150408,66.16724285,74.6656542
abtb1,7.508751404,8.367739143,9.445118008,24.32839031,20.75815265,18.93173757,20.23264173,15.42292298,18.30119241,25.57793526,28.02074723,32.25011541,6.578933211,7.759907439,8.393588261
abtb2(1of2),0.518828748,0.438725983,0.502515579,2.099699107,2.804426422,1.818207518,1.537199816,2.242405686,1.657774656,1.408866429,1.210982165,0.968145499,0.498821731,0.437807093,0.569785035
abtb2(2of2),5.011536366,4.33349991,4.932036846,5.509587837,6.755437237,6.961617879,5.02383182,4.915707815,5.279721641,4.871294396,4.037377303,4.212683815,4.184169647,3.698014258,3.845698532
ac004381.6,5.01642945,4.053418617,4.256495315,3.024863623,3.243840042,3.342722949,5.10680141,3.296527788,3.678690565,7.086118109,4.742791854,5.32706301,4.565989186,4.413744427,3.765095181
ac092835.2,16.52972662,15.55673985,14.38855561,17.8483366,14.92321317,20.79861638,16.64131668,19.818479,24.2616578,19.71405969,13.47927462,23.52152574,16.84194997,14.85165769,14.16227967
ac111632.2(2of2),2.236814906,1.994610716,1.561656115,6.311212901,7.376519334,6.027741222,5.826459809,6.034256529,6.945031947,19.73586041,11.797335,12.72637911,2.154180962,1.619531846,1.287900499
acaa1,10.54090759,12.30130168,14.57256852,20.50561655,21.45347556,19.93890537,22.56231419,25.11502377,22.66380761,31.03158414,33.06015777,32.34872106,10.62834719,10.99212762,12.01598526
acaa2,61.89156709,62.80434907,61.34033766,38.65161363,39.39262894,31.82540386,27.09878679,26.12822987,28.14246824,15.67041961,20.63003332,17.03956203,75.51240701,79.58588145,98.5347731
acaca,5.209069194,5.059830442,3.77287782,4.289474254,3.895708853,4.696174333,3.572249626,3.212136377,4.438360545,4.409606639,3.773251767,3.823337047,8.669154297,8.374577077,8.182133561
acacb,25.77600303,26.98794705,30.54871779,51.96856897,57.40964069,50.05946418,56.34369691,57.81590452,58.55445361,44.73131484,43.47462541,34.83661534,21.692254,22.51069828,22.05429352
acad11(1of3),3.748436832,3.321965928,5.864120915,4.928710557,5.356230757,5.766950806,7.137712905,5.551529602,4.169857519,5.851104282,7.986723857,7.954581428,4.616754406,4.353695825,4.413195801
acad8,14.30151654,14.41056916,12.52875756,18.16150259,20.15880706,19.07667863,21.08697802,24.33174886,22.08050123,26.60863705,23.54744183,22.76192841,15.54126475,14.39182009,16.07244871
acad9,25.32793088,24.00739915,24.51600266,15.57900082,15.73121186,18.80685427,20.41785358,23.70340643,22.97906826,23.78537286,27.40342225,35.45523551,23.5842586,26.23573398,26.80126373
acadl,6.373793827,6.099499946,5.312396895,2.201568908,3.987754961,2.215115459,3.547159985,2.800076994,1.832189575,0.77695848,1.766012665,1.589916555,7.115910869,6.526785027,7.165798952
acadm,157.5316373,172.7737509,150.5232437,222.7946459,175.0651384,177.8492669,290.3558599,307.6064967,331.9902226,156.5154386,307.6167584,194.2970233,126.4452739,144.1708968,161.559523
acads(1of2),39.64488293,39.15374547,42.56499728,38.30241515,32.70510557,31.10700369,33.5075549,35.79728628,31.54315209,24.29781225,32.72504894,30.92479556,38.32455222,44.53601232,46.50139269
acads(2of2),13.97694661,11.6092219,10.4078151,8.136024267,6.524742254,5.211638931,7.599255922,6.017065589,7.021007562,4.826020752,6.285902803,6.434701182,11.99857395,13.01024078,13.19705588
acadsb,30.68287485,30.46371456,31.39995561,35.19821015,38.14622366,36.0984953,44.48838752,42.75157074,43.71773625,38.18018592,53.35791426,40.16451292,24.67783304,24.68027604,24.3545201
acadvl(1of2),96.60416853,90.4780079,73.61232058,24.58918501,25.24488417,27.04603578,52.8206351,50.03808964,49.58248528,41.40889039,66.51703457,44.27852524,86.21512796,94.9777395,109.2211752
acadvl(2of2),43.96619067,41.41906425,47.86533149,81.72239979,76.86955215,72.58688958,64.30932763,66.03119951,69.48571686,55.43229989,61.5408981,61.19015555,45.75030201,39.21447448,39.82539119
acap2(1of3),0.840079507,1.037943188,1.076010302,1.632885802,0.938553609,1.950623002,0.986350674,1.437721234,0.556253287,0.845770284,0.760877983,0.843875977,0.90235409,1.038809616,1.036080673
acap2(2of3),20.61484007,21.26535254,19.22874123,31.03279322,32.40133834,25.71322436,30.93979851,34.92608611,32.16516841,28.61359914,35.61369209,33.53265881,16.94801975,18.59410737,18.15132506
acap2(3of3),14.88392913,15.42834058,13.32877717,17.48854983,17.00490442,15.09288926,21.31586399,20.38906517,17.95195388,16.1221149,15.25011851,18.021729,14.26686937,13.16541716,13.82956375
acap3(1of3),1.744510797,1.593664418,2.13057995,3.218914265,3.00105743,3.897546844,3.053538439,3.547461777,2.843020706,3.642896898,4.290370117,4.934652061,2.689622063,2.740712752,3.085055237
acap3(2of3),2.336869984,2.754592782,2.639661864,2.784585734,3.92295624,2.365630285,2.253234907,1.891737526,2.055437274,1.012845036,1.202396946,1.550753141,3.006064497,3.808526261,3.084625633
acat1,52.62555729,51.37348592,56.94607653,82.91872851,79.14209704,92.50635117,100.9799434,98.5407114,93.28403814,73.61158221,66.26128042,75.84039607,47.18383266,55.24811938,67.12811301
