id,PreD_Lib1,PreD_Lib2,PreD_Lib3,D3d_Lib11,D3d_Lib12,D3d_Lib24,D6d_Lib14,D6d_Lib15,D6d_Lib16,D1m_Lib18,D1m_Lib19,D1m_Lib26,NonD_Lib21,NonD_Lib22,NonD_Lib23
btbd11(2of2),0.272976826,0.535112523,0.416741867,0.232839363,0.742314269,0.540063749,0.476500229,0.344561618,0.441792814,0.329309508,0.50288397,0.353287433,0.20792099,0.289012906,0.163775844
btbd18(1of2),0.259185714,0.246173745,0.164029663,0.079740885,0.187174732,0.424220898,0.412660214,0.244557645,0.345011952,0.22829512,0.286913119,0.564066809,0.353880991,0.192634901,0.209456842
btbd18(2of2),0.04651545,0,0.075702566,0.064463757,0.302657105,0.342754077,0.386670386,0.184450638,0.404121547,0.270545705,0.047547626,0.343246184,0.040825329,0.134161577,0.012521242
btbd2,18.372241,19.03750907,19.85057556,37.79538175,35.65072945,34.98018718,41.09081228,39.61838784,38.21793247,46.13887999,45.17717539,42.23748493,17.48237089,18.99070042,21.29028943
btbd3(1of2),0.178641741,0.34422072,0.155132369,0.432388571,0.703193987,0.387413724,0.358315677,0.365978882,0.549434785,0.455078547,0.073238054,0.405064311,0.292529993,0.261455968,0.497425136
btbd3(2of2),11.90966234,13.33899289,15.63508733,12.72114881,15.08003385,12.81028854,13.92977806,13.33878063,13.69600077,14.72153156,16.54551776,14.45451744,10.37467513,10.55124861,13.07720376
btbd6(1of2),15.73921321,18.28049025,18.06259969,15.57798913,12.77820686,10.3859694,11.87364873,8.99276775,9.73694385,4.635030763,6.394323087,5.699750542,11.11105136,11.87259987,14.17070755
btbd6(2of2),6.085518111,4.913276279,5.143721575,5.473349349,7.00867492,7.714417464,5.430957525,4.950217889,5.607673656,4.783707034,5.468338103,4.947642029,5.000518779,5.162248789,4.890002798
btbd7,12.63139107,13.02103616,11.71441204,13.52207587,15.76719497,13.35684304,14.00028106,13.60080313,13.84573484,14.9243913,13.90327769,12.62705294,11.73353909,12.34323874,12.70713223
btbd9,3.132052253,2.944735081,2.339302034,2.599268197,1.607408446,2.274098351,2.640687897,2.647968452,1.813599312,3.67155156,3.363545091,4.045489043,3.280179551,3.666338126,3.287668334
btc,0.902059545,0.839902239,0.825948763,3.186915767,2.923798923,2.329483368,2.418718104,2.431632214,2.179668035,1.253867937,2.307629493,1.27940863,1.302776045,1.535424271,1.680977869
btd,9.950234953,9.464762825,8.359199628,4.15086984,2.625861357,6.155450812,7.617713958,4.960959165,5.127681979,5.740909608,5.400914134,4.653650419,6.562395167,5.866940783,5.877675121
btf3(1of2),496.6519592,604.7998904,776.4547764,2600.541313,2527.24459,2953.974554,3895.79612,3766.909919,3499.828045,4410.055704,6348.302293,7080.147003,451.6601931,513.5559514,644.8846727
btf3(2of2),450.3882662,611.3425429,855.234613,2169.140136,2210.364987,2558.875965,3918.35234,3806.957362,3294.750377,4598.824381,6150.113009,7113.175439,421.297461,537.2754054,677.617908
btf3l4,95.11918675,98.09429591,109.488904,71.88553181,68.30190473,63.57602547,90.02147235,81.78940626,86.82120324,52.7888154,57.46731686,53.26339534,132.6209441,153.882312,164.7365634
btg1,139.3013788,150.9081017,167.0670449,349.6516698,308.7408304,282.7198856,346.540923,361.1291371,324.5163946,292.9110529,240.9622695,195.3483101,156.6669361,169.3212948,176.686458
btg4(1of2),13.15381636,16.74512264,19.81774771,31.52157417,25.75631265,31.06769885,46.93661421,42.70838623,39.16784515,28.51278762,45.54644604,28.66218756,9.740843057,10.74031045,14.50454864
btn1a1(1of4),0.518722452,0.573113681,0.533823252,0.051423046,0.322467665,0.486877661,0.230038357,0.250319494,0.500506112,0.116569232,0.280957273,0.370673216,0.38291447,0.227212748,0.203018254
btn1a1(2of4),2.145522087,1.767157323,1.100185034,2.384358783,1.762405995,3.242003583,2.356248588,1.335256681,3.192849381,4.22508415,2.553018057,2.288967079,2.12820286,1.837946013,1.678463372
btn1a1(3of4),1.040660645,1.012642819,0.872212277,0.931775437,1.019699706,0.760370526,0.977284196,1.14143982,0.672285092,0.821867686,1.294518291,1.217640174,0.827409454,0.664078003,0.424832529
btn1a1(4of4),3.865340276,3.21231042,2.191002893,0.427295605,0.445882501,0.35442683,0.238345538,0.677462432,0.529130166,0.31956624,0.903853387,0.696111009,3.600889907,3.38097011,3.120182592
btn2a1,0.399969761,0.460200475,0.777180406,2.215906643,0.685309304,0.802459739,1.121285356,2.120202378,2.766164311,0,0.99285642,0.133655841,0.662679417,0.541355671,0.597497957
btn2a2(1of2),0.179011967,0.329070577,0.158748266,0.26577276,0.357273911,0.755156047,0.633872849,0.401227571,0.676814678,0.53555563,0.734263485,0.060303211,0.119463093,0.269658937,0.144381575
btn2a2(2of2),1.155542646,1.123974038,1.394089204,1.040375548,0.689588803,0.972166975,0.789299406,1.416284515,0.690303968,1.365689058,0.439315302,1.406049078,0.775699158,1.205801711,0.753975707
bub1(1of2),18.84735808,15.12368294,13.11628683,1.400895286,1.816031088,0.667175532,0.602066991,1.07704095,1.337111305,1.579832956,1.434603892,1.130949028,16.36006064,14.58120488,14.0204039
bub1b(1of2),62.07206408,56.00510509,49.82889909,3.408661871,4.063512729,3.034081443,4.255114477,3.742473404,4.567441803,5.284170916,7.092238612,6.996776167,61.06353463,59.89832571,69.43667214
bub1b(2of2),53.73550572,52.83063763,46.78135158,20.59348745,16.77801672,16.15135044,13.72207537,12.07876583,14.54719394,22.40589486,29.48048298,31.15974805,44.86404093,44.60557383,50.34482738
bub3,81.67278745,76.6257555,66.39006216,13.63612213,9.605981703,13.47716226,13.04202818,16.63045613,12.58579277,19.43406834,20.42972788,23.18721791,88.01873898,85.02948374,97.58376926
bud13,31.90640557,33.18653607,28.84231047,30.6349519,31.01761617,27.88477054,28.51533472,31.29643201,28.91091356,33.69863719,38.10752975,36.8159133,37.32632516,37.59690473,40.89652831
bud31,91.57701419,90.67601845,97.95241315,38.97889312,34.11928312,36.22144821,40.31966404,40.85302279,41.6052081,41.24549742,39.34705072,37.16102838,102.1149435,102.1535756,120.058646
bves,1.769026059,1.471212244,1.967747897,2.27196828,3.291275887,2.425177975,2.412293904,2.459908483,2.54628914,1.447482803,2.307901174,2.20452711,1.499265531,1.447261027,1.548080289
bysl,30.16305853,30.56826971,26.21014485,21.61161751,15.35987667,19.85838177,28.66437085,27.3924628,31.23270265,23.78948616,41.15179535,32.27419045,25.42832336,28.51653753,33.01954891
bzrap1,3.623774967,2.979940319,2.905700947,3.942950666,5.411153559,5.442143951,4.705206527,4.472781691,4.77598382,6.106990516,3.811982554,5.777271229,4.141552417,3.278695625,2.704435311
bzw1(1of2),217.8721561,163.7020123,163.8584814,130.6295142,137.4086145,154.8388736,133.3285739,140.9840201,124.9267325,134.5206754,95.51463528,112.2073869,207.1810343,195.9200124,199.9277899
bzw1(2of2),75.30287869,77.42343562,78.31118401,183.9099813,142.974843,149.3525003,161.8530692,170.2849886,152.6002726,140.4349767,180.6780394,161.6468509,62.38733624,56.05437962,72.67741702
c10orf105,3.171643253,2.627962667,4.291693329,6.816761468,8.632130442,7.113551822,6.097727849,5.422741358,6.005712187,4.218381072,3.780156279,4.532333797,3.90195414,3.385397621,3.810937232
c10orf11,0.379428863,0.220474423,0.182265869,0.117672041,0.092174659,0.290092447,0.211038282,0.09576261,0.323731442,0.089471225,0.043081118,0.237800462,0.370609073,0.372421969,0.448292662
c10orf12,8.798046673,7.377682233,6.789237228,2.546704639,2.999815408,3.207981566,2.267237694,2.751642754,2.360787583,3.904594101,2.20275329,3.749411878,9.226192383,8.882955211,6.655408636
c10orf54,4.262969194,5.885849446,9.019209971,30.09901129,24.70671941,22.14293834,23.7377319,27.79486769,24.73061769,24.36328226,22.0202336,20.31080312,3.263127695,3.575982081,4.056890909
c10orf71,0.377244959,0.592814197,0.549558426,2.355039841,2.350496107,1.301364636,1.8253689,1.727550504,2.241854747,0.973035391,1.217029123,0.72964443,0.751499216,0.8826622,0.77397035
c10orf76,15.53663626,14.07234935,14.52855456,9.423695647,10.30583038,12.25897665,13.81850121,13.35342834,11.98052821,18.02719092,18.0707828,17.9895396,11.7388149,12.80350417,12.81944288
c10orf88,13.57276495,15.96912711,16.8092,27.28380314,26.09850185,25.21414838,31.40947859,28.13476441,30.21485083,25.66349146,27.46567864,23.54598696,12.40922117,14.79969813,15.02335892
c11orf24,5.887174793,6.789003863,6.91974522,11.45365642,9.694942209,10.61968272,12.11377772,11.68063413,10.65565874,10.78064749,11.76161216,10.40885886,5.906405284,5.727518741,6.341072064
c11orf31,6.057478404,6.815025919,8.380022495,10.03383614,6.691709343,4.888156767,4.692724193,4.288778529,5.597279109,5.851350546,2.16230708,7.440522675,8.147274383,8.36658494,7.610028814
c11orf49,6.479999429,4.473954347,6.607462587,2.14425811,2.437465776,3.775480332,3.595613957,3.912052727,2.768368146,4.492995965,2.984757471,6.494046541,5.21483849,5.791696794,6.273988605
c11orf54,17.29976949,19.47225129,20.39681054,10.57255437,8.759001407,6.667313504,7.196068424,7.019471874,4.875299073,4.544374525,7.7122595,5.467479004,18.00252122,20.99547309,20.91505173
c11orf57,15.39299018,15.72780754,18.08996217,16.18833253,18.74589953,16.48162007,15.59555063,10.83137087,16.46345373,9.861126502,14.38444334,13.68401547,14.14855882,12.97804957,13.86701022
c11orf58,175.4314077,189.6110073,206.3604319,169.6262256,131.6640601,132.1972708,172.3504267,167.9486278,161.7337875,157.7875642,207.3222964,168.3415425,189.5689236,197.5323584,232.5914661
c11orf68,13.54956629,15.35864603,12.7150042,23.66371181,21.0656705,20.5419563,34.4902798,38.05713369,41.58504304,27.75845768,43.23370716,24.69444512,9.928082738,11.92376346,13.59454569
c11orf70,0.585844907,1.073562432,1.091011302,1.209447983,0.741992564,0.387076174,0.14111023,0.511797613,0.8659846,0.417050999,0.344599933,0.315599412,0.684701874,0.870385999,0.740521738
c11orf85,2.283623633,3.304886299,4.123576141,0.845875328,0.738545252,0.973908854,1.167918991,1.471023349,1.118321237,1.470975889,1.513960161,0.875570383,4.648982547,3.49967434,3.903421968
c11orf95(1of2),10.29297904,11.05853727,8.464973368,3.762645792,4.112789068,5.03666223,4.274445334,4.85605573,4.447000624,6.931865695,6.040239615,4.507170864,9.501483152,9.955842348,8.952320279
c11orf95(2of2),2.947350808,2.738103946,2.471642955,1.193541825,1.001881441,1.476789178,1.073833063,1.782846235,1.240656157,3.775215263,2.760823877,2.719397965,2.858174835,2.955574099,2.338822656
c11orf98,195.0259665,203.8743057,187.6087361,90.50807748,85.15556013,69.99727728,113.2268086,116.1395268,108.6058051,139.4346143,198.6196305,173.1855653,183.7037064,195.3181177,238.2086819
c12orf29,13.33125889,15.98269401,15.1153244,23.4878153,26.67434236,22.40779672,24.15065797,27.31666448,24.99938952,25.10439454,28.95960065,26.26497477,12.85085873,13.65284356,15.27203095
c12orf4,5.009081337,4.348241337,4.349066173,5.693493827,5.800813788,6.069253476,5.681353633,5.708356401,4.450209784,7.44899077,7.290431168,7.168019584,4.706064865,5.146442027,4.879622447
c12orf40,0.115687244,0.050721933,0.083666236,0.05331366,0.069514865,0,0.208008734,0.152691861,0.093637659,0.162926735,0.255999573,0.109492856,0.101551303,0.131582036,0.041593244
c12orf43,53.84178222,66.93050953,72.40556415,103.0059747,106.6583511,91.44207077,98.58231063,88.33152514,84.06067608,81.08804133,125.4213891,110.1350219,59.39839546,68.97994531,73.05446934
c12orf45,60.6994691,71.9573669,72.59706069,77.33673601,66.80763699,49.80090632,93.14403774,53.58269019,90.68916479,64.92798447,86.51246019,68.32247232,70.23300005,73.41013348,78.24758541
c12orf49,12.31452412,15.11723637,19.45339196,30.19926103,31.73303499,24.74967161,31.05872712,31.35689039,31.1746421,22.08159155,25.64692786,20.83143336,13.63290102,14.47862737,15.46986894
c12orf65,21.53004513,25.25967063,28.56258294,18.93862118,20.68299619,16.05839805,25.11446213,21.45966362,20.97818011,19.66111303,31.13460532,23.91311411,24.32594742,29.2154201,29.66077569
c12orf66,10.42384495,10.0164256,11.29484457,8.634395208,7.335474375,8.348368707,7.41382199,9.794797995,8.05671186,10.05190474,11.43539047,10.26157326,9.325257881,9.971258984,10.20166666
c12orf75,5.088323452,6.300344617,7.803910235,31.69500858,27.95397126,35.06162408,30.5387339,34.54226494,36.62943213,26.41334362,27.855632,27.13221047,7.681645129,8.452517201,9.36998939
c14orf1,19.64185844,21.18842732,21.82984798,12.16852854,7.534666717,7.094730087,9.491641552,10.69599797,11.95070213,7.224730164,7.359767145,8.027813732,14.2600006,16.87312328,15.74781375
c14orf119,9.706652552,10.15989144,14.20707302,14.99072918,14.87560576,15.72997651,17.92083504,14.91981223,16.0273705,15.1734635,15.46167653,15.4346437,7.498412335,9.027409061,9.265758933
c14orf159,5.423976104,5.365629554,5.413072728,12.11727005,10.72559788,10.6514474,11.27671588,12.57444558,11.61879835,13.30889079,14.29499423,11.09955912,5.180503884,7.07267191,5.94483689
c14orf166,49.80539022,46.10869493,43.96256296,21.94515647,11.76144364,13.59288683,19.96643733,16.19572413,17.62208422,19.58015495,26.98034915,18.44495275,49.73165098,56.8355948,58.82616025
c14orf169,40.54284099,42.92873067,37.89991689,29.93670354,32.18415593,28.94443489,33.67519471,33.5263992,30.98054908,32.0408149,44.43310469,40.52659355,36.34135801,38.33644263,43.14646539
c14orf28,7.633801945,9.88273498,11.97493667,19.00450991,17.74651682,15.67469287,17.28025421,16.61701189,14.77177939,17.71198385,18.32317639,17.39801743,7.086212044,7.940433959,7.78579133
c14orf37,0.275556168,0.317650622,0.290347616,0.477906491,0.339827006,0.092635886,0.195709003,0.053372375,0.06544005,0.049843244,0.208904828,0.339917118,0.5628713,0.355762941,0.38271863
c14orf80,7.087320015,7.448860209,6.700010615,2.372098648,2.982383845,2.051778704,2.939287012,1.838031971,1.906515272,2.20930368,2.905698378,3.213998984,5.666377055,6.095904842,6.052539156
c15orf39,7.860887478,7.085007488,6.16830968,3.540094001,4.274111544,3.55961035,2.440144842,2.72216577,2.862755046,1.83588745,1.929195346,1.767087628,5.520838139,6.527870739,6.167437069
c15orf40,21.44401192,19.50277102,16.88034386,5.304259849,6.265955236,5.952144499,5.908263469,5.280140498,4.674237768,11.18233965,9.505833581,10.35179969,17.46439875,16.66917569,19.78783365
c15orf41,5.051134534,5.711813176,5.07301368,4.169851553,4.930243838,3.117294049,5.18548698,5.042135101,4.78048777,7.878386002,7.776217787,6.199608844,7.038742916,7.314612698,6.833354768
c15orf43,0.484012652,0.21158879,0.591631075,0.05718693,0.044841546,0.480298729,0.051109333,0,0.213883703,0.194088227,0.374050243,1.641840678,0.883722175,0.565598216,0.512884093
c15orf52,0.1183079,0.207418963,0.128363804,1.158918576,1.488640549,0.836983916,1.259048898,1.126087376,1.31588657,0.625628569,0.653095531,0.778965008,0.235356942,0.235732699,0.203783003
c15orf61,7.924368259,9.814970794,11.50635737,6.21032891,9.592206105,11.71259499,11.59433767,7.577115187,9.805238172,11.24049163,13.47083987,14.51450932,8.898017896,6.609680601,7.773950372
c16orf13(1of2),0.370604716,0.294423057,0.292930478,0.19189081,0.10035008,0.468927683,0.513840186,0.387971897,0.095588831,0.794237753,0,0.609074166,0.393586839,0.314404031,0.106789971
c16orf13(2of2),14.45257046,13.11775694,14.56511042,8.33917041,6.437869458,6.282102505,11.84391419,8.330009488,10.76270909,10.38315725,8.838053372,7.211436116,10.89945455,10.90399642,10.95768292
c16orf45(1of2),9.270006661,9.953277259,8.882740447,5.572456578,5.85443484,8.023982309,9.479028415,8.672206624,7.152539442,8.953355023,9.067583512,10.42721866,9.530249468,9.059560738,7.386167586
c16orf45(2of2),0.544077412,0.284438866,0.829154733,0.742031989,3.668069517,3.719694041,2.253583855,3.94526962,2.675782052,2.597598178,1.812923237,2.203264827,0.951858157,1.06042942,0.677882227
c16orf58,12.14812256,14.6916847,16.47354855,9.14136622,6.957945418,7.543415865,10.17251909,10.08542454,7.399202813,9.151207529,10.50425201,11.60590867,15.02124069,14.85943533,14.95992265
c16orf59,6.007976729,6.525845214,5.90464816,2.338611698,1.928460728,3.03262953,2.169975687,2.002474335,1.199978801,2.379705572,2.431387946,2.086353275,4.845749589,4.186004261,5.265195884
c16orf62,16.71177068,16.30245343,15.50223387,18.21554822,17.6165681,15.28792489,15.82109371,18.66950862,17.55831494,18.69862558,19.74150396,14.81303223,12.7327739,13.73382739,14.56636354
c16orf70,7.056393502,6.67067768,5.401780278,6.190328472,5.780619192,6.742221782,5.514935662,6.150495436,5.611732567,7.785698871,7.611879902,6.344714757,5.498062974,4.844392362,5.75434752
c16orf72(1of2),20.91100746,18.29794699,14.14243428,15.12818374,19.51055155,23.64131718,25.04015057,22.05652505,23.57957297,20.43630543,18.45577448,26.72361422,18.32774942,17.4249174,13.98084378
c16orf72(2of2),12.25774203,13.7967168,11.9402417,11.64618066,9.530804024,9.274970482,10.81566048,13.22085855,10.83980127,12.79355012,10.58502058,12.87092707,18.7313701,18.7513526,20.62775253
c16orf87,50.0654527,51.8804034,50.51686656,58.74605364,48.61998298,48.48898837,50.73807582,50.3973184,43.4725458,40.45000658,56.04861007,48.86257144,55.41649926,65.48864264,62.3509234
c16orf89,2.005357219,2.089163037,2.748196376,6.806112719,6.946907769,6.232799249,3.610039462,2.838367713,3.523803379,3.204305046,1.275653432,1.946228514,1.28388377,1.144465511,1.246344032
c16orf91,75.12507483,82.617867,71.91516327,47.51407585,34.07620013,35.37730303,67.40274263,86.50893876,96.19269296,77.02407629,125.4588139,83.92603399,47.72798339,68.19109598,70.1849801
c17orf49,39.58630407,40.83256425,44.76816587,37.18698129,39.59537762,39.65677952,38.87177637,44.90687658,37.08159358,45.84073352,44.18905467,40.87184885,42.01624349,39.37506756,43.43990031
c17orf53,5.98231621,4.111491012,2.466201309,1.058807939,1.464885092,1.232376582,0.601779231,2.156371738,2.463774267,2.613931608,2.368291801,2.746650497,5.092526551,4.549427162,5.064011697
c17orf58,1.350077042,1.448728993,1.795110804,2.039889404,1.695413271,0.964354174,0.620044824,0.729352422,1.296428186,0.823498444,1.38314594,0.57410771,0.888329446,1.041433207,1.465193008
c17orf75,4.256262578,5.063807726,5.129591732,6.009162574,5.30246306,4.583184358,6.140353934,4.365555198,3.738185513,5.758427559,7.647580843,7.707359179,4.905958381,5.358037867,4.635522866
c18orf21,5.470214263,5.514750535,6.054811928,14.94137156,7.525297536,10.16143365,10.78689571,9.962133306,10.7139514,20.56047963,20.25494181,11.79208445,3.958311658,3.064124226,4.321457578
c18orf25,8.200592805,8.158858297,7.713884705,9.685119129,8.567980063,10.72817638,12.06713472,10.78877927,11.66957919,16.7832945,14.22763677,17.10180516,7.073421843,6.858122318,6.783783133
c18orf32,13.05343346,9.058662217,9.929317586,6.539963297,6.833822881,7.432744893,8.80296133,6.575814829,7.351455079,10.70842512,6.496465898,10.34201511,14.84616728,10.53355202,9.119356454
c18orf54,4.240725901,4.092769211,3.833425271,2.87726207,2.927173436,3.851792002,2.732286865,3.87568468,4.410812115,6.149969441,5.745097138,4.153614631,3.510972663,3.632942665,2.957584042
c18orf8,7.535211847,9.398072096,8.42808029,12.48843501,13.55881052,14.9400856,16.81015959,14.65275508,14.93954817,11.96508222,19.51243548,12.46608821,6.787658945,8.051559756,8.407880237
c19orf12(1of2),3.79498545,4.531200485,4.639457312,2.625864263,1.905271586,1.461537101,1.163850977,2.548985034,2.175704063,1.802417233,3.568954166,3.04241943,4.851539012,4.378740128,4.380903518
c19orf12(2of2),7.781884828,7.469462374,7.177243598,11.31514509,9.924697481,9.59571344,16.53408676,15.28134865,17.04655083,8.768758369,10.96503476,6.894729976,7.65879653,11.36490166,8.814853341
c19orf24,23.78826028,26.49363821,27.54228634,25.68128602,29.2356642,26.58942733,29.30309337,32.23119548,27.25934788,23.13797851,34.10752275,28.94521761,19.82472821,24.10379735,26.16614369
c19orf25,25.49439674,23.79201327,23.17226927,19.9098225,15.66253319,11.91680732,13.2883003,15.47033008,15.34693835,14.9658969,20.40648089,18.93781447,24.75205246,25.30278541,29.06835645
c19orf43,89.03614699,88.6994619,100.8137439,54.91854632,57.68263427,53.56841539,64.96087222,59.70993797,53.62828981,65.43899316,70.84147644,59.27441524,96.25288152,98.41628011,109.5107254
c19orf44,12.09978261,11.70224589,8.843230959,3.307692459,4.903138245,4.830668018,5.334663902,5.576810699,5.040529376,4.432113587,5.624292746,5.401770947,10.57963656,11.20921109,11.50395445
c19orf47,26.10735421,22.0029501,19.72156541,8.313944098,4.248656191,6.907922743,4.775864137,4.956745119,7.856261929,11.18731181,11.23688179,10.19845379,23.28559531,25.5736478,26.42540771
c19orf52,8.70077312,9.531913361,9.254139848,14.99922348,12.13575183,10.73488138,12.99237769,13.41932531,12.3622136,13.76748157,11.4176683,11.16242044,15.08993448,15.42888433,13.56628907
c19orf53,51.46551876,59.22204482,59.4032123,35.86747041,29.78842317,23.40903232,28.23235887,25.8104064,32.97185021,28.37652548,45.45703347,40.04524617,58.09583488,80.96605111,101.9640284
c19orf60,31.32096558,35.71351676,38.26610436,52.42520709,49.18622843,50.4503593,61.61839538,50.78874908,47.82226376,40.73491244,44.39647697,51.27781353,25.71979361,24.9537848,31.33828137
c19orf67,0.238393533,0.119038506,0.222083427,0.25874278,0.304461605,0.338642495,1.039141621,0.627648183,0.241642205,0.584011484,0.140599264,0.461716693,0,0.141221892,0
c19orf70,19.0420841,22.48323748,25.30698665,40.35307584,37.26809382,31.11724032,33.94427163,37.9997911,39.06007849,34.63091525,35.59186054,25.00389493,19.03297279,21.21973077,21.69227232
c1d,18.81959993,23.98037622,23.20842598,24.26342956,16.25798344,17.75717727,23.00962743,22.39129673,19.34521741,17.7216793,19.97968774,28.19734772,28.6001229,30.21179837,30.10114181
c1galt1(1of3),5.597437508,5.133585307,5.69041075,5.063653115,4.693612934,4.922052374,4.418888081,5.169759902,4.626527601,4.949710029,4.712206011,4.939317383,5.077798233,5.056323263,5.355299592
c1galt1(2of3),0.279461869,0.489157334,0.101160573,0.872976207,1.26536694,1.151176402,1.173274251,1.543493176,0.654405778,0.793579067,0.717744782,0.738419058,1.225262363,1.262434267,1.141947746
c1galt1(3of3),0.592105216,0.502876639,0.701163902,0.13363936,0.130806309,0.247628464,0.539869043,0.204225775,0.301028727,0.266640099,0.551714882,0.406835314,0.797490104,0.600212169,0.51878907
c1galt1c1,7.513388614,7.152645859,9.196508822,7.533640473,7.59527553,6.778944807,8.927711215,8.789060975,6.919008403,5.372439784,10.41422752,8.92166899,7.438851148,8.337627854,9.773155541
c1orf106(1of2),6.298494442,5.223349932,6.464587165,5.977633431,6.235343395,6.586902289,5.889160351,4.614033342,5.460819278,9.875844308,8.099595588,6.506401121,4.980198016,4.766581518,4.111971867
c1orf106(2of2),6.199992257,6.01666457,5.487740106,7.037856885,7.041542454,8.261019873,8.099047298,8.371549115,9.429226191,5.119538453,3.443146582,4.833372192,5.17255443,5.382263161,6.059150866
c1orf109,17.27555394,21.42397323,26.51707445,227.9997622,236.2687029,194.791692,396.4190651,407.9949982,397.6982256,427.8116913,451.5458319,232.2016221,15.86038434,15.23875965,12.38910863
c1orf112,9.955007341,9.832815999,9.338190632,0.312699509,0.632276072,0.66395218,0.72618982,1.436279965,1.116559474,2.41230298,2.417141923,2.967484827,10.16682611,9.809120419,11.33094446
c1orf116(2of2),0.127671432,0.095841843,0.158389953,0.78139375,0.478865002,1.294745894,0.182973761,0.705983853,0.433615028,0.50345217,0.448715134,0.372172405,0.85330125,0.610026421,0.820117938
c1orf131,45.42033611,46.16692907,35.82594341,6.886955398,7.216857801,5.586453771,8.215653693,8.084052904,9.487267306,5.332335831,10.24193743,8.013593636,49.04902473,47.95596346,49.7528147
c1orf159,3.215607059,3.296607636,3.032021703,5.141119534,3.903227327,5.1391186,4.645431783,5.309998555,3.530119016,3.554852823,4.776949429,4.026537289,2.721195531,2.053275299,2.733674601
c1orf174,7.366367685,8.600676142,10.53684361,36.2067519,26.91534094,31.7770986,38.44122037,37.58179495,39.0292302,32.16571149,47.78744401,40.71435573,8.750822703,11.12847531,12.69751229
c1orf198,35.22556543,37.28268163,34.72528172,43.4153305,43.77703167,44.14508936,48.77671862,55.58522762,48.17794452,54.77748036,48.60098349,47.86326717,29.64625323,30.33491712,34.85634901
c1orf21,42.1315104,50.655745,46.01933862,48.03532618,42.70142442,38.98794005,59.11806049,60.76292718,44.86115545,42.97907678,71.00483109,60.98398157,40.44121123,48.1678762,50.63225775
c1orf210,0.745209197,0.446695558,0.68784312,0.55651718,0.9311739,0.187871188,0.73407966,0.392237905,0.698090005,0.585778981,0.53915321,0.789487357,0.908221925,0.845644345,0.519310349
c1orf216,1.743480082,2.802952047,3.183624471,14.32030824,14.35560247,19.42542681,11.77103839,14.30736558,15.45029657,9.64682436,13.3207366,11.81653836,1.669987399,2.204145597,1.913844641
c1orf233,0.094311682,0.219850225,0,0.476138088,0.093350259,0.811614292,0,0.361408954,0.400530711,0.740095418,0.453739851,0.639674487,0.146927468,0.22844144,0.099836444
c1orf27,27.15497579,29.57396134,26.35584312,57.52353835,50.7075536,49.22735191,51.74409511,47.21946238,46.62285382,48.71580109,62.25132045,53.50144775,21.85861366,20.76618392,23.33626038
c1orf35,31.59744486,32.24531849,29.56066455,45.64571576,43.85532843,39.25622814,47.49845126,44.20120002,48.71001763,56.93620468,53.92106025,54.53131789,33.73146882,33.58889206,32.85319513
c1orf43(1of2),7.174738035,9.109696121,8.442859918,21.92609431,18.20189721,13.25982732,21.93553307,20.15081947,20.62915334,15.56543528,26.21836143,18.37307861,6.781326471,5.895430803,8.026928104
c1orf43(2of2),2.922610639,2.636806692,3.681704636,4.293671257,2.869135392,2.532650065,4.263238804,3.953895993,2.68286969,2.919287116,3.555534364,3.055539197,2.694996321,2.605544332,3.14156838
c1orf50,40.18525689,38.15270808,30.32620877,31.40937637,25.7211664,25.47250375,50.94086198,60.69011986,57.6936698,47.98935884,58.29291805,36.50903316,38.69102362,46.72436112,47.54091595
c1orf52,22.2477481,22.61075086,25.14742759,19.63739769,17.13948845,20.49058167,24.31406016,19.55732762,21.37474244,20.17832429,26.00215235,26.06240797,24.06984684,28.38376316,31.44743049
c1orf53,5.929744944,4.288265866,4.188212277,0.864849761,0.848418579,0.752630455,2.954689648,1.657756915,1.559710552,3.002236094,3.435928117,3.325696708,4.499047401,5.041280385,4.692530275
c1orf74(2of2),157.2095792,172.2221358,216.1955135,485.8419214,417.7888031,414.3337739,450.1054809,440.4502591,399.2635576,327.0604545,341.8315899,358.3404223,142.757824,155.1985856,180.9813141
c1orf95,2.051490086,2.014603424,3.405158838,5.127969037,4.648632004,4.632379969,4.428698493,2.623778921,4.172527187,3.555006297,3.227502206,3.005265484,2.148870567,2.207000355,2.067794041
c1qbp,307.516928,296.4175466,270.5174688,341.4004092,282.4427416,282.7271166,354.2491744,366.7891421,363.6931326,339.215301,601.8823679,479.6341429,252.4752177,272.4026267,308.2338695
c1qc(1of2),0.311393146,0.363228049,0.78919509,0.341568916,0.458916497,0.667961973,0.174713604,0,0.182742594,0.110707861,0.320268797,0,0.454992272,0.648342128,1.214333417
c1ql1,0.280714684,0.147601352,0.152284766,0.286103105,0.285029022,0.24849459,0.234010142,0.223311555,0.078204436,0.08918874,0.086165266,0.191101878,0.213480246,0.294060312,0.422239025
c1ql3(2of6),1.008123915,0.524307819,0.473558782,0.513167673,0.321799218,0.32392659,0.642788996,0.624522203,0.230529286,0,0.84116666,0,0.541379808,0.538566487,0.665757225
c1ql3(4of6),2.997258507,2.949212469,3.667676009,1.590570723,2.084231265,1.448176443,1.787804687,1.66888917,2.072314121,1.490348658,1.855147496,1.653425322,1.735030696,1.386016552,1.458573938
