id,b_PreD,b_D3d,b_D6d,b_D1m,b_D4m,b_NonD
abhd17b,0,-1.644605663,-1.679051559,-2.573438616,-0.410179066,0.150887456
tmem87a(1of2),0,0.342655583,0.646960551,0.687481382,0.080085094,-0.02761901
acaa1,0,0.757710051,0.965237971,1.442807392,0.605614355,-0.184425585
slain2(1of3),0,-0.851368706,-0.839431123,-1.032614795,-0.336924861,-0.173177518
top3b,0,-0.867378831,-0.496516865,0.161166939,-0.047714225,0.219996013
zfp266,0,-0.284305695,-0.350265536,-0.693143853,-0.226103453,-0.393176155
tbc1d32,0,0.110382377,0.478894489,0.481128942,-0.249152351,-0.579663847
atp8a2,0,-2.059367439,-1.790038411,-0.869921848,-0.244793184,0.136837116
man2b1,0,-1.77465732,-2.133255323,-1.79278354,-1.159702391,-0.320099131
zdhhc8(1of3),0,-0.154925523,-0.031568184,0.145265636,-0.318690639,-0.258813639
rrm2b,0,0.111443481,0.657078765,0.353424155,0.45506274,-0.304781974
dtx2(1of2),0,0.440564371,0.404448007,0.680219916,0.027373952,-0.061987111
zscan20(3of5),0,0.329346199,0.204133369,0.134032044,-0.39270648,-0.27658785
kbtbd11(2of2),0,0.527194159,0.482669377,0.161449554,-0.443324475,-0.810136522
hlcs,0,-0.670398581,-0.188628147,0.340003417,0.437679096,0.3657863
svip,0,1.640836408,2.179327508,2.232281562,1.290988085,-0.022313981
zfp800,0,-0.409050027,-0.463807868,-0.354836889,-0.807697812,-0.513149672
kiaa1324l(1of3),0,-1.01065579,-0.975943905,-0.768593124,-0.538261083,-0.264893704
vac14,0,-2.878331541,-2.380512775,-2.701581047,-0.470229433,0.106467974
synj1,0,-1.066987056,-0.845311909,-0.100734912,-0.52783881,0.094499412
sdr39u1,0,0.503059616,1.263130878,0.826687468,0.232462174,-0.370628098
myo5a(2of2),0,-1.245006876,-1.072508475,-0.760941976,-0.534708375,0.244120913
wdr7(2of2),0,0.517937974,0.74825778,1.027221824,0.024088991,-0.091129439
lenep,0,0.428872795,0.461389559,0.669607028,0.181500377,0.195072213
furin(1of2),0,-0.191000948,-0.469723754,-0.612191226,-0.631828408,0.063294671
cdk7,0,-0.363657614,-0.410068757,-0.566379781,0.052887923,0.089275349
aqp1(1of2),0,0.156548475,-0.801295619,-2.474825058,-1.517653444,-0.641273845
mprip(3of6),0,0.623777382,0.386360903,-0.753824613,-0.073088194,-0.454835762
zfand5(3of3),0,-0.854654101,-0.634157006,-0.206964003,0.10845917,0.116463687
bcat1,0,-1.355254069,-1.474589692,-0.982287568,-0.505801896,0.175074168
pcmt1(2of2),0,0.327424141,0.192354923,-0.296941447,0.090553136,-0.187714696
sugt1(2of2),0,0.594420809,0.965578959,1.245336778,0.694672551,-0.372710791
zdhhc6,0,-0.341188341,-0.238319511,0.082389701,-0.207684607,-0.203859907
LOC107372750,0,2.752650668,3.007655024,2.854155514,1.717668996,-0.287130086
sec23b,0,-1.16105908,-1.291778757,-1.005325233,-0.496030525,0.316642601
derl1,0,-0.483248176,-0.487896299,-0.407576727,-0.131872658,-0.177122661
LOC107387305,0,3.331964742,3.460194334,2.84306439,2.532993117,1.573417931
gmppa,0,-0.245024279,-0.614047513,-0.279198387,-0.49123421,-0.278217671
fxr1(1of2),0,0.259195953,0.295806194,0.927281786,0.089886272,0.257879721
elovl1(1of2),0,0.385248386,0.400657156,-0.149369884,1.058999511,1.042229801
cdh23(2of3),0,-0.399164652,-0.241561172,-1.753424022,-1.565065121,-0.59750244
chmp1b,0,0.229799598,0.595613863,0.265134992,0.72687703,0.291801849
ints4,0,0.011864125,0.211862703,0.170783166,-0.487105391,-0.466118141
tmem243,0,-2.465249586,-2.003092718,-2.068682754,-0.046518548,0.122562509
znf532,0,0.162801526,-0.194337404,-0.420238135,-0.130451856,0.303896901
prdm10,0,0.526000437,0.165546724,1.127739005,0.128175296,-0.33111257
camkmt,0,-1.620645615,-1.296986862,-0.945000378,-0.487286789,0.067474956
fam195b,0,-0.462530461,-0.426705116,-0.262309962,-0.195071352,0.13920287
jam2(1of2),0,-0.883163277,-1.576991141,-1.317703852,-1.019032352,-0.638535088
tollip,0,-0.106705249,0.032484501,0.120517661,0.157590866,0.1936861
napg,0,0.182294031,0.347978448,0.519192962,0.590408736,0.255599533
chmp4b(2of2),0,-0.419571681,0.14568699,0.644211347,0.4762793,0.127938055
bdh2(1of2),0,1.893279767,2.86997901,1.616156901,1.111907854,-0.407304909
fktn,0,-1.247855714,-1.423881041,-1.105057854,-0.238810737,-0.224718243
gatad1,0,-0.712026621,-1.099230736,-0.73964604,0.206346263,0.184493252
l7rn6,0,0.776261217,0.989794794,1.152562741,0.007409236,-0.279939101
ell2(1of2),0,-2.991122511,-2.369614261,-1.649990055,-0.263311445,0.137611488
mastl,0,-2.014343285,-1.471032621,-0.514908269,-0.395203946,-0.230415037
zscan2(1of3),0,-1.260361863,-1.40474152,-0.501204979,-0.281817747,0.087427703
cd99l2(1of2),0,0.618038595,0.690454349,0.33218457,0.533918938,-0.064071476
nelfa,0,1.368369847,0.785823182,0.37564608,0.505081297,-0.332524768
fkbpl,0,-0.617712045,-0.520454093,-0.788497696,0.21021227,-0.013291655
adgra2,0,0.87375822,0.739861307,0.229467055,0.645865552,0.342760836
pip5k1c(2of2),0,0.70298741,0.554595908,0.45017863,0.051544573,-0.287050041
invs,0,-0.258866875,-0.39004017,-0.270568817,0.068737691,-0.151464621
lgmn,0,-0.410349492,-0.547054302,-0.66526905,0.135092942,0.436778439
atp1a3(2of2),0,-0.34576324,-0.963025167,-0.669229292,-0.496211698,-0.019743165
hes5(4of5),0,0.992324108,-0.115473953,-0.840048166,1.170387904,1.063909854
med7,0,-0.947382552,-0.807515774,-0.484129901,0.264520376,0.136444429
fam195a(1of2),0,1.301447986,2.126073046,1.916298812,0.744537677,-0.193312025
mecr,0,0.825320958,0.921045571,0.006651474,0.26138872,-0.2229114
pi4k2b,0,1.083717321,1.378750811,0.790983588,0.264489675,-0.288870281
adam10(3of3),0,0.397929854,0.277183197,0.314701511,0.469957594,0.341685287
ccdc80(2of2),0,-1.034577008,-1.132660872,0.258692837,-0.419544275,-0.558133494
dhx33,0,-1.448330218,-1.618407011,-0.81943736,-0.491952186,-0.034678309
atxn2,0,-1.775927551,-1.893761751,-1.539888324,-1.005861454,0.061757884
rabl2a,0,-1.1626505,-0.756946796,-0.057787669,0.212595008,-0.006418707
osbpl11,0,0.011927442,0.092045066,0.343770276,-0.309974514,-0.277574679
ankrd6(2of2),0,1.364208353,1.110858879,0.74702907,0.806524647,-0.123826857
LOC107393272,0,-1.924490889,-1.511827262,-0.593929774,0.041341235,-0.01809712
znf568(5of15),0,-0.679926241,-0.601451029,-0.072443624,-0.252672808,-0.112885005
zdhhc20,0,0.677687346,0.611057047,0.487639903,0.01950183,-0.165834778
hoxa9(1of2),0,0.407867005,0.343448849,-0.243553914,-0.557809956,-0.715213073
znf268,0,0.098769043,0.557087486,0.706046234,0.097004297,-0.336049989
vwf,0,-1.688915616,-1.748568681,-1.914625728,-1.9576301,-1.519312729
ccdc61,0,-2.044462615,-2.235940181,-1.437978919,-0.200685353,0.057433766
zhx2(2of2),0,0.615110416,0.774594402,0.687835643,-0.316795633,-0.375524797
gtf2h2,0,-0.953598636,-0.508232951,-0.11881493,-0.105632945,-0.14750114
nox4,0,-1.966615011,-2.013843764,-2.204617168,-1.334915739,-0.996967101
apbb2(2of2),0,0.612126947,0.530521991,1.069278817,0.149042032,-0.111649673
znf692(2of2),0,0.23234608,0.388267808,0.66790988,-0.067015216,-0.285455369
fbxl14(1of2),0,-1.097093465,-0.843178133,-0.556879458,0.107587176,-0.233797735
hn1(1of2),0,-0.216108139,-0.018665478,0.281314216,0.339858052,0.356015808
vps11,0,-0.771282919,-0.72103988,-0.795062308,-0.278599131,0.06227649
rnf25,0,0.090614732,0.530533959,0.103436775,-0.388500769,-0.479485573
stt3b(1of3),0,-0.831473356,-0.957215903,-0.464029859,-0.303948559,-0.029966713
b3galnt1,0,0.178095789,-0.039186175,-0.445220057,-0.439619615,-0.320324882
ptprn2(1of2),0,0.119968799,-0.140355834,-0.555781573,-0.054036647,0.102054093
osbpl3(1of3),0,1.461575141,1.774875141,1.62358653,0.802506508,-0.374937097
mrpl35,0,-0.436830743,-0.215319669,-0.293990234,0.437897758,0.284253105
raf1,0,0.805508606,0.795771237,0.811247248,0.001065509,-0.170671862
c12orf29,0,0.721598853,0.824402881,0.919313501,0.417035051,-0.127466688
grhpr(3of3),0,-0.617128321,-0.398868708,-0.323862799,0.205667525,0.34561085
scin,0,1.924318652,1.484312125,0.882141105,0.666390945,0.680963568
LOC107385190,0,-0.725499405,-0.527390599,-0.14853385,0.184511904,0.370882893
fam20b,0,-0.479185578,-0.117799048,-0.2966311,-0.259700078,-0.467131781
LOC107382537,0,0.180449694,0.35581566,0.782991914,-0.554719037,-0.236358103
slc6a13(4of6),0,-1.722681934,-1.512326038,-1.416100247,-1.253456755,-0.296057069
tnnc1(2of2),0,2.154385617,2.560363918,2.116443648,2.261564408,0.815416749
tmem51(1of2),0,0.245061216,0.030208306,-0.040317384,-0.071374707,-0.182560157
dapk3(2of3),0,-0.705988139,-0.735641848,-0.529803762,0.179859909,0.152381857
celf2(2of2),0,0.27320907,0.039914586,-0.105264443,-0.533920596,-0.162214024
ppp1r3b(2of2),0,1.954777231,2.358432214,2.472584634,1.456700829,-0.589838076
cog8,0,-0.355499909,-0.117596574,0.597230989,0.321720922,0.005154203
zfp830,0,-0.559887841,-0.686808985,-0.414109641,0.399211909,0.319807911
tmem87b,0,0.572947404,0.720612872,0.889258248,0.216704162,-0.277805051
dip2b(2of2),0,1.19913396,1.016474115,0.608867942,-0.193633864,-0.20417777
znf420(1of4),0,-0.021840495,0.026147463,0.351551122,0.099145218,0.145165217
foxk1,0,0.447908006,0.402903936,0.448871515,-0.056808266,-0.060389186
capn5(4of4),0,-0.139880799,-1.222557734,-1.552903096,-0.660267964,-0.398996345
tada1,0,0.436095002,0.49166366,0.547037714,0.311442893,0.029402454
mrpl20,0,-0.366920127,0.633378984,1.318192713,0.900792939,0.136329799
cnksr2(3of3),0,0.326040709,0.008190263,0.023484937,-0.394500658,-0.231062918
dcn,0,0.540344656,0.215686219,-0.373875568,0.584259267,0.670666453
abhd14b,0,1.219205465,1.045977864,1.29825985,0.727349152,0.252123064
slc16a6(4of4),0,-1.812496614,-0.745211274,0.013178445,0.578813434,0.63056326
tpm3(4of4),0,1.155039275,0.691022641,-0.640572232,0.704743891,0.079049493
mfsd5,0,-0.949052249,-1.050553274,-1.06584666,-0.439497953,-0.276380883
troap,0,-3.627264158,-4.719536447,-4.279331234,-0.200005674,0.051516676
zfpm1,0,-0.631650257,-0.967142544,-0.651807493,-1.064810724,-0.093748056
depdc1b,0,-0.922237375,-0.908746537,-0.17819385,0.168238337,0.353015107
elp4(1of2),0,0.339244837,0.4747925,0.269650757,0.164319527,-0.390042736
ubtd2,0,-0.283817792,-0.195396185,0.188238881,0.281882293,0.265929396
atp6v0c(2of3),0,0.185493793,0.373148778,0.862524927,0.417378377,-0.136690842
nlrc3(3of24),0,0.054905748,0.04219436,0.193246374,-0.022387181,-0.098848614
ip6k1,0,-0.084266157,-0.120304934,0.262282082,-0.345174103,-0.277144108
trip6,0,0.529526416,0.456580908,0.501537901,-0.54097724,-0.36566883
bdh2(2of2),0,-0.250466036,0.535422627,0.966801993,1.149899963,0.248556926
pxn(1of3),0,0.102745749,0.105202085,-0.113621352,0.049268367,0.104462047
idh1,0,-2.243371799,-2.45404159,-3.156232752,0.306304124,0.686754229
trpm4(1of3),0,0.567273622,0.492406549,0.387022475,-0.286801564,0.85848463
gzf1(2of2),0,-0.138861953,-0.232948447,-0.190327397,-0.303194957,-0.489189436
brcc3,0,0.17411506,0.43389506,0.62679365,0.018876297,-0.150703988
trmt10c,0,0.281650302,1.141778062,0.674794752,0.322706335,0.070172301
chmp7,0,0.343786892,0.479095653,0.90620267,0.084270069,-0.445482399
il10rb(1of4),0,0.697766372,1.092027012,1.354404796,0.524209233,-0.361618419
katnb1,0,-0.808348557,-0.761599299,-0.421492057,-0.325849766,-0.277682239
slc25a36(3of3),0,1.388842979,2.061180557,1.621215919,0.601727523,-0.408097262
pold4,0,1.979208006,2.204204626,1.859027159,0.668046076,-0.236821713
pacsin3(1of3),0,1.255201345,1.193561366,1.225354021,0.213540734,-0.459481464
stag2(1of4),0,-0.4289038,-0.651806914,-0.010332416,-0.45761925,-0.355941821
ncan(3of6),0,-1.053282204,-2.152775531,-2.078489577,-0.520124207,-0.433227807
pafah1b2,0,-1.074713688,-0.392119282,-0.196662709,-0.059686923,-0.03314565
map2k4(2of2),0,1.164887572,1.399628677,1.472064296,0.781303827,-0.028882012
gata6,0,0.083835586,-0.116561452,-0.270146058,-0.898443841,-0.260929392
chdh,0,0.671642425,0.834490318,0.773389902,0.28893858,-0.294034857
rrp7a(2of2),0,-0.510278693,-0.244166325,0.082735423,0.067864746,-0.066817829
habp4,0,-1.616358602,-1.804529401,-1.488978839,-0.171968007,-0.130919604
gbas(1of2),0,-1.404474301,-1.511906586,-1.758470364,-0.000545467,0.181665908
tspan14,0,-0.816394638,-0.775522943,-1.23464117,-0.02651248,-0.028142617
ppp4r2(1of2),0,0.673217146,0.831794471,0.993580825,0.701104954,0.125972748
cep68,0,-1.720994816,-1.813459891,-1.182969632,-0.444878947,-0.143357388
nupl2,0,0.494314167,0.748537986,0.948011249,-0.103783709,-0.249526829
sec24a,0,-1.303667951,-0.980191635,-0.373516397,-0.756582059,0.135979242
znf878,0,2.796188257,2.646853315,2.471769292,1.297080667,-0.617408982
cd99l2(2of2),0,0.554229722,0.310681987,0.018284541,0.555129153,-0.028113213
chst12(1of3),0,-4.058724794,-3.700422813,-3.796760858,-0.794926493,-0.33401027
zfp598,0,-1.216476576,-1.157862884,-0.603204482,-0.935275973,-0.246951721
acss3,0,0.584923799,0.879788657,1.191991339,0.324827337,-0.27919763
samd11,0,-0.145942273,-0.80299809,-1.036379833,-0.277372549,0.622350312
gsn(2of3),0,2.931486092,2.659654924,1.743886112,2.621124933,2.471081664
LOC107388142,0,0.825571328,1.234254736,1.493523832,0.31487642,-0.391158626
lpar1(1of2),0,-0.28249141,-0.342999911,-0.6406057,-0.662777962,-0.425195512
slc4a10(1of3),0,-0.710918442,-0.825950108,-0.932078095,-0.973239185,-0.055984609
rnf34(1of2),0,0.291788862,0.682287373,1.024575865,0.348811451,-0.057722027
sptlc1,0,-0.578940287,-0.548949146,-0.769379176,0.18433255,0.197408022
nudt4(2of2),0,0.700745525,0.975484702,0.939681964,0.429445915,0.018816436
abhd10,0,-0.541922819,0.10755084,0.688840216,0.498456253,-0.012830825
gsk3b,0,-2.375336268,-2.144951364,-1.810681697,-0.903943592,0.140620628
rint1,0,-1.2651163,-1.002779564,-1.03572217,-0.43588224,-0.25348168
fam92a1,0,-1.112378293,-0.71108019,-0.041623425,0.015003451,-0.047816495
fgfr1(2of2),0,0.248303513,0.209203985,-0.032235313,-0.275735437,-0.441909452
p2rx7(4of10),0,0.737278354,0.759042018,1.109879776,-0.187769711,-0.565997778
smarcb1(1of2),0,-1.199138347,-0.914941197,-0.35164988,-0.056625481,0.1086811
hephl1,0,-4.692188981,-4.822520116,-5.00584368,-1.381146525,-0.666303967
bcl2l1(1of2),0,0.848647775,1.532465291,1.656041555,0.702322457,-0.087480661
plk2,0,0.571306016,0.243298662,-0.739632079,-0.061288754,-0.085135651
mkrn2(2of2),0,0.813033659,0.995542908,1.244604432,0.739454533,-0.107739955
scamp1(2of2),0,0.086366537,0.27938612,0.877779481,0.355807322,0.114286673
gng5(1of3),0,-1.002150402,-0.754758456,-0.82724711,-0.205975814,0.062305976
pdpn,0,-0.277680818,-0.982066514,-2.40499759,0.051072248,0.73872324
ndufc1,0,-0.147976182,0.082318101,0.174920098,0.851964717,0.583452384
aaas,0,-3.276891498,-3.284110031,-2.439742591,-0.311539008,0.278028208
tmem177,0,-0.36593474,-0.070247847,0.093081698,-0.10954884,-0.201733261
hs2st1(2of2),0,-0.106524692,-0.115914429,0.216588884,0.145805193,-0.096174837
zhx2(1of2),0,-0.773929535,-0.672300452,0.014033122,-0.910155497,-0.286682816
klhl21,0,0.404515673,0.879056754,0.331326614,0.431085306,-0.166366443
pdpr,0,0.402415431,0.733184807,0.564339369,-0.08391135,-0.38822508
hint2,0,0.171223184,0.329276197,0.033081086,0.173220754,-0.026356102
gfod2,0,0.438313251,0.496632812,0.485188671,0.223402852,-0.11714518
b3gntl1,0,1.068202498,1.057434688,0.901148111,0.022061268,-0.82328457
abat,0,0.615082202,0.995636286,1.579570035,0.815029995,-0.213205708
telo2,0,-1.086091462,-0.776394253,-0.336348785,-0.206753263,-0.132155249
fam122a(1of2),0,-0.002170086,0.162143335,0.437316616,-0.16949583,-0.407300461
nfe2l2(1of2),0,2.366383704,2.78377236,1.95867776,1.248754819,0.171325468
foxp1(1of3),0,0.548688495,0.486193714,0.226097024,-0.149481087,-0.341558937
gabra4,0,-0.659986181,-0.497182222,-0.083539075,-0.610333293,0.019718553
recql(1of2),0,-1.819149634,-1.65935683,-1.223790827,-0.273553981,0.045926125
gpr37(1of2),0,-0.508132325,-1.092194264,-1.110456113,-0.548492606,-0.177921047
rexo2,0,-1.797697003,-1.452458757,-1.639362235,0.191019903,0.428369935
kdm2b(2of2),0,2.475746838,2.57179023,2.426184159,0.93283798,-1.116168614
hlf(2of5),0,0.377556496,0.181783807,0.517460861,-0.458154044,0.045959663
tox3,0,-0.209736751,-0.617336633,-0.159189727,0.115538796,0.195249096
tmem183a,0,-0.271662616,-0.178765338,0.2897922,0.111892562,0.161452412
zswim6(3of3),0,0.418861379,0.231743188,0.15110549,-0.25481351,-0.219631125
mtrf1l,0,-0.716454447,-0.597220588,-0.278160593,0.01722663,-0.113735626
LOC107391384,0,-0.373940083,-0.177802855,0.182257735,-0.201052629,-0.25992136
casp2,0,-0.07809867,0.054960056,-0.04042989,-0.041449237,0.231771231
igfbp5(1of2),0,0.517338384,0.368164832,-0.265810748,0.023020236,0.02691445
cntrl,0,0.329828015,0.558627601,0.377445709,-0.238281415,-0.625364887
hsf2,0,0.645845015,0.700442906,0.96205022,0.594850076,-0.008471781
cit(4of5),0,-1.048105525,-1.096008481,-0.69491864,-1.074848962,-0.007459223
cxcl14,0,-0.90276809,-0.820935372,-1.354652666,-0.426776859,-0.336808122
angptl2(2of2),0,-0.491234423,-0.628772307,-0.926530076,-0.934786099,-0.665675525
spidr,0,0.596211544,1.10267714,0.283896026,-0.23594272,-0.303400573
sept4(2of2),0,0.95608398,0.64304481,0.651984562,-0.149240906,-0.830025131
znf235(41of148),0,-0.215755589,-0.39187502,-0.386913155,-0.189003898,-0.100101544
znf235(125of148),0,0.231638674,0.477955375,0.607224519,0.152955747,-0.135891364
gga3,0,-2.074482348,-1.973928506,-1.119750946,-0.338666102,0.107832184
mtif2,0,-0.708535445,-0.527229919,-0.235428961,0.03790252,0.008098933
tcp11l1,0,-0.470220214,-0.25939246,0.164979271,-0.631362192,-0.613093113
mrps21,0,-1.815817356,-1.35488182,-1.119126559,0.550870112,0.703075501
hmgxb3(3of4),0,0.578082363,0.978085193,1.097981302,-0.258564822,-0.256025141
obscn(5of5),0,-0.240745706,-0.23305384,0.405422759,-0.736419778,0.039811125
gm17296(2of2),0,-2.174978456,-2.167026385,-1.671475319,-0.43845372,-0.032815224
cenpq,0,-4.209870941,-3.95315678,-1.71611095,-0.057840543,0.255024573
spef2(3of3),0,-0.324634028,-0.307568306,0.484758295,-0.555105402,-0.038230284
nck2,0,-0.300998257,-0.330933019,-0.564932132,0.365150025,0.223474669
znf420(4of4),0,-0.063097227,-0.170787405,-0.130967402,-0.308828308,-0.179526436
mpp5(1of2),0,-0.272171205,0.093967121,0.488736177,0.046154983,-0.183854732
ece2(1of2),0,-0.249149954,-0.364858465,-0.276746826,-0.70916682,-0.149388476
pi4kb(2of2),0,0.202048282,0.033961352,0.071379103,0.017852561,-0.179948005
qpctl,0,-0.474227378,-0.598033847,-0.43722377,-0.022405057,-0.001938784
hoxc10,0,1.089666702,1.380296659,2.407314088,1.17784473,-0.440832979
ppp3ca(3of5),0,-1.127152466,-1.118696944,-0.902102068,-0.113831298,0.363710831
mipol1,0,0.675852047,0.531529831,0.338808676,0.728203987,0.008111132
thap6(2of2),0,0.127279562,0.512617855,0.727045887,0.149217385,0.040652313
stk11ip,0,0.998069666,1.088289659,1.009232509,0.174752422,-0.233232252
dpy30,0,-2.863637126,-3.129829286,-2.538528833,-0.035086087,0.323001673
tmtc2(2of2),0,0.194406834,-0.067267722,-0.179163342,-0.224487081,0.218572309
sdhc,0,0.671758677,0.741038663,0.593327785,0.539053384,-0.028443399
nsun6,0,0.217919862,0.186978322,0.080847174,-0.293517003,-0.313602745
zhx1(3of3),0,-0.86524045,-0.798962072,-0.088527695,-0.254695013,0.157804582
lrrc16a(3of3),0,-0.666072527,-0.60773184,-0.601909217,-0.304124211,-0.35043299
znf420(3of4),0,0.783516843,0.966019424,1.221701955,0.431253756,-0.108254019
mettl10,0,-1.363573845,-0.985088801,-1.085946401,-0.044925466,-0.021606584
slc45a4(1of2),0,-0.078880284,0.261919893,0.240122301,-0.684573255,-0.49477354
paox(1of2),0,-1.169582232,-0.743530888,-0.591952026,-0.17036772,-0.161683675
fzr1(1of2),0,1.900628855,1.838326093,2.362599843,1.246960231,-0.240857838
dvl2,0,-0.712324941,-1.110639769,-0.741962246,-1.120852073,-0.198968359
sacs(3of3),0,-1.732835765,-1.910550971,-1.765520814,-0.446412325,0.439835263
c19orf24,0,0.053000869,0.205874967,0.188315323,0.063413607,-0.184426701
epas1(1of2),0,0.570312061,0.466473399,0.48067514,-0.107307637,-0.113415777
rhot1(1of2),0,0.657074434,0.689798342,0.630226975,0.128738869,-0.267680533
agpat5,0,-0.471134729,0.13351842,-0.121687439,0.349837883,0.331690494
bckdk,0,-1.405694827,-1.102374341,-1.56417747,-0.988530079,-0.762145757
LOC107384574,0,3.073210282,4.364678874,4.01426442,2.177529803,-2.117402198
cisd1,0,0.651868626,1.05734341,1.312922948,0.983879287,0.435785448
wrn(2of2),0,-1.052528661,-1.092388874,-0.508261129,-0.363993917,0.081140261
