id,PreD_Lib1,PreD_Lib2,PreD_Lib3,D3d_Lib11,D3d_Lib12,D3d_Lib24,D6d_Lib14,D6d_Lib15,D6d_Lib16,D1m_Lib18,D1m_Lib19,D1m_Lib26,D4m_Lib20,NonD_Lib21,NonD_Lib22,NonD_Lib23
d430019h16rik,0.509320552,0.352871299,0.569629406,0.405280336,0.604228463,0.36089254,0.700283724,0.495265111,0.627564862,0.488456568,0.520501645,0.279283657,0.445841824,0.494435102,0.505742451,0.333618169
daam1,43.03983738,40.6642124,41.54714399,31.3579139,35.17131702,29.67335051,30.1960813,27.3228845,25.75060922,29.59317537,30.64900794,29.58647525,37.08201226,45.62006661,44.88298846,47.72407294
daam2(1of2),0.326851744,0.303369813,0.574438346,3.645832914,3.343674765,3.434152304,1.732590045,3.472399348,3.403043057,2.058447235,2.218776055,1.909607963,2.74576331,3.341416884,3.038150027,2.999393305
daam2(2of2),7.361710449,8.032010107,8.319384,8.864198758,11.19643843,8.681611541,6.230708121,7.03495814,6.684138172,5.069040025,4.687220537,4.244620141,6.67016187,8.162949638,7.501858285,8.505216117
dab1(1of2),2.275478435,1.904144035,1.224653987,0.454032467,0.323645532,0.37814666,0.532787791,0.411853841,0.400544927,0.068209941,0.153001523,0.365263813,0.731803023,2.56698942,2.163038433,1.941326123
dab1(2of2),0.71118858,0.630922189,0.473319556,0.485383343,0.521063952,0.989883059,1.055202527,0.918240816,0.789666263,1.114247999,1.41047318,1.022476237,1.238544946,1.231149901,1.278792326,1.352665174
dab2(1of2),2.612869717,2.629328352,2.236176716,5.651221655,6.618415172,7.074771111,5.712346012,4.87287541,4.837224167,4.018453115,2.57459517,3.898400344,3.278811028,4.41736396,4.064781425,4.054585645
dab2ip(1of3),0.532473383,0.390801104,0.506750133,0.747755762,0.983208916,0.795789771,0.708133686,0.362250963,0.783171083,0.67770829,0.61007645,1.068085454,0.90418669,0.649096823,0.789156731,0.73289071
dab2ip(2of3),14.21470806,13.04726207,13.66687776,17.5983839,21.98848194,24.56333693,17.35572563,18.42740354,17.92987532,20.83448305,13.96539888,17.79985688,12.4653047,14.81979377,14.38516963,12.86161673
dab2ip(3of3),0.394206853,0.478356382,0.497386843,1.032282846,1.248416515,0.796856437,1.110685785,0.47191256,1.231059424,0.511111724,0.31369256,0.52412887,0.666253688,0.372209668,0.708470759,0.859334493
dach1(1of2),3.376811135,3.471789271,2.970481277,1.05622677,0.962581787,1.151262723,0.632342108,0.933888848,1.055916062,0.470050598,0.905959533,0.107784682,3.457016087,5.158227376,5.781579995,5.861644689
dach1(2of2),1.791763372,1.770755058,1.095574706,1.57495668,1.79683697,0.663654721,0.763303324,0.850145926,1.17014357,0.656185524,0.78648883,0.791396018,1.951946299,2.738218804,2.468957886,2.595322846
dach2,18.25563938,17.55752025,15.61109764,12.02942367,12.30151185,10.73393709,10.16804582,13.86926172,11.36471237,16.83176518,13.16936663,12.95881222,15.79647632,17.43031555,17.4237789,18.44070808
dact1,1.398423931,1.635861082,1.52567744,0.40519035,0.861279007,1.459851382,0.404821018,1.104264867,0.912405885,0.438909319,0.34853765,0.526475113,1.376137992,2.551060437,2.701182244,2.193871051
dact2(1of2),15.65006925,13.97877224,11.63634588,11.5101001,12.36830699,13.35517033,9.431755792,10.27260346,10.32720545,13.81379181,9.763024115,9.435959328,8.187466502,8.732726842,8.724202646,8.836157733
dact2(2of2),57.32639805,56.64163227,61.07484372,47.55280789,53.81770137,40.24104712,36.72382456,38.61992802,34.09263933,30.99168102,30.30103581,26.41055642,32.15310595,23.27055991,25.57683321,26.60118578
dad1,102.5555151,92.54631141,89.29623922,46.68856703,49.86589081,69.81455593,56.03387246,53.69127879,56.45587833,82.32082384,68.96922298,82.43716898,73.46909605,132.5197908,114.8818976,92.22192446
dag1(1of2),19.56178653,19.15685913,21.8480651,15.13643907,14.69478134,14.61832822,11.04605221,12.80593957,9.689415375,12.87130867,8.875203612,12.03757417,11.34237629,15.0368082,15.40563229,15.20817183
dag1(2of2),60.30518994,62.10839291,62.93406276,43.79836774,47.91149761,43.9246708,38.29007958,38.72873237,36.91553169,25.34202684,17.25952551,20.23543691,30.33333862,39.89437095,40.62414188,43.22994282
dagla,2.932556093,3.020274235,2.533503952,1.292795574,0.807092996,0.814579649,0.998314956,0.832657908,0.851618896,1.530267313,1.039312294,1.2830669,1.896569232,3.140113557,3.466214356,2.506858867
daglb,4.938718117,4.900919257,4.810593935,6.396078699,4.826362329,4.123654744,5.878859192,4.698815591,5.734566252,4.366485181,4.845362621,3.740809017,4.351946871,4.106016306,3.706313235,3.954273039
dalrd3,3.928136978,3.036351764,3.158977615,4.273886155,4.678498164,5.258464063,4.725946655,4.151238551,4.316121034,6.383086202,4.643378789,6.914161439,2.774286927,3.78014717,3.084099446,3.085831848
dao,1.727068997,1.533489393,1.907795251,1.5453091,1.259981396,1.483451606,2.9869607,2.421897796,2.256366692,2.986537939,4.758887788,3.686603234,1.954492979,1.664086386,1.326929503,1.534807489
dap,98.8649558,104.4004096,131.2539839,124.7581715,112.0582083,107.2716146,145.0314903,164.9676669,149.4475428,141.1774933,139.2516018,104.9892105,131.0597369,127.9392644,135.0018686,139.0044349
dap3,41.71641145,45.28644458,39.31277782,29.81114934,30.00819826,27.39527239,37.17780994,37.73011321,35.61302968,20.96249364,25.43669507,21.79921668,45.48070252,40.16769041,44.86247546,48.38305206
dapk1,7.49993132,7.120879478,6.963368232,7.920670917,7.70539825,8.205659498,8.631218197,7.238636715,7.689808779,5.9702993,6.037635182,5.406521997,5.086376738,6.699268194,6.799270977,6.630260274
dapk2,7.519498938,7.502235095,11.319683,14.32445213,16.35234797,18.3787955,22.22850457,21.24104845,16.53596081,22.79166684,23.7636866,21.27613173,10.73641061,6.123921531,6.547602623,8.469685646
dapk3(1of3),1.880196414,1.919775867,2.689277012,9.156368886,6.458178997,4.399110964,4.60334054,4.93330954,4.198941123,2.882065183,2.711976865,3.011116652,5.044647563,4.200507339,4.809445906,5.81586789
dapk3(2of3),10.49401492,10.824124,9.330690833,6.946520696,5.989303032,5.578843057,5.956063447,6.025028033,5.793949093,5.708066344,7.833350939,6.930351365,11.40312684,11.69123307,11.82404129,11.56192386
dapk3(3of3),11.50382739,10.17602529,10.13387614,7.674475649,9.90261524,11.27800301,10.75249416,11.74924193,11.46528196,11.06425789,10.56578473,14.84594844,4.530428107,11.2842863,9.529304223,8.479447951
dapl1,92.57149845,127.2247225,219.2475105,431.662846,396.7855033,293.495571,328.6159343,321.7631346,312.6358867,184.9361858,175.2866252,154.1808914,189.9587331,90.36225437,115.2772289,132.1804573
dapp1,0.923401805,0.900236001,1.12072843,5.498951436,4.305807648,5.30416832,1.884651598,1.622767617,4.306111051,1.830755276,2.1401581,1.506888906,2.026407562,1.339352466,1.711187782,1.397856934
dars,89.91790072,79.95527637,75.75005629,51.47194547,45.54690768,53.65969813,56.45502592,66.27912946,58.64483249,55.65792653,65.12148002,63.28672704,76.28167742,81.97173552,85.86563211,100.783676
dars2,5.866333324,5.520634715,5.853158323,1.774589308,2.366953215,2.346971957,2.72245571,2.307423519,2.66196804,3.126352166,3.164020777,5.022606576,4.863980085,4.927196427,5.772854428,5.072850593
daw1,1.129074988,0.93204505,1.866453965,3.428364016,2.770195961,3.659881458,3.414721245,3.485135371,3.314798967,3.442621457,2.635615027,2.090911027,1.549017871,1.251901445,1.289578736,1.257145895
daxx,43.74081756,41.33808859,32.75635405,18.39460402,19.31145481,20.32949013,23.73278386,23.28397143,23.13032045,36.38772084,36.90129457,35.14890606,30.35325738,38.53782006,39.47624177,39.5906321
dazap1,3.913562479,3.613219376,2.420378937,0.038734175,0.514652766,0.32751332,0.763894892,0.946125653,1.101944812,0.618647514,1.148829307,1.601286817,1.812579276,5.650692747,4.8586173,3.818596916
dazap2,5.233333725,5.778093623,7.250100897,10.90349336,10.8514759,13.62636782,13.88683446,19.03238823,15.04772067,14.97505704,11.54204557,13.99830164,11.49245084,9.290567896,10.45781695,9.75219086
dazl,0.156079713,0.163166021,0.338124635,0.88735599,0.74065203,0.931015044,1.320671923,0.35937105,1.545053608,2.413398779,1.804230822,2.408513697,0.263813243,0.109591015,0.354560067,0.09892947
dbf4(1of2),15.8263259,15.39856998,11.34908937,2.184098532,1.596615551,1.604352303,2.11277305,1.98893932,2.414915035,2.756952962,2.379068714,2.848906216,9.290159364,14.76469449,13.15243558,12.52897488
dbf4(2of2),5.182479635,4.076236307,3.59765412,0.262746185,0.130568286,0.152289739,0.128833424,0.292831188,0,0.492899636,0.132007615,0.264343397,1.914521329,4.245409918,4.354351537,3.085327191
dbh,0.11698873,0.181657813,0.140602564,0.144524518,0.094050541,0.281531453,0.108262317,0,0.289206761,0.110449483,0.079865683,0.118458395,0.110306638,0.167568473,0.121951353,0.069745465
dbi,109.3523038,114.529615,125.5958568,58.99028528,52.06721258,40.94760644,66.54570436,68.62634918,56.83642031,55.77096591,70.35280593,73.22470806,192.6032285,157.6255509,179.1485842,224.2804835
dbn1(1of2),7.381980087,7.845014639,8.334470508,23.11699264,24.59603563,20.73102388,18.63378108,22.32053161,19.99064337,15.35790363,16.14892215,12.18958312,13.79707712,11.241004,10.86020978,11.70698213
dbn1(2of2),53.00019624,54.48704855,49.35523564,72.62244664,68.52108941,67.86754931,63.39052231,64.62632426,69.87195931,60.15000186,54.25224042,48.68902337,58.11851196,66.71207417,69.83779885,64.77280268
dbndd1,0.289675992,0.337114938,0.278473966,0.44898217,0.397506363,0.381096028,0.241834071,0.805934361,0.493646738,1.130206566,0.494991373,0.659635313,0.272838272,0.471753291,0.368475079,0.379022983
dbnl(1of2),0.838247154,1.141840458,1.361431768,6.512077563,4.745585828,4.882719084,4.104672619,3.665443715,3.797788955,1.850855194,1.187017444,2.082834084,4.654268009,4.845375784,5.884839739,5.641753586
dbnl(2of2),48.74757386,52.11599953,52.2603488,62.87362648,57.07251294,53.52321344,50.61389709,55.43126708,50.38889787,45.33272833,55.49541921,53.14677689,57.63945127,52.32385318,56.31443944,61.0749636
dbr1,18.69335924,15.19323348,14.58943809,7.154169464,8.867513926,8.018504691,6.227760727,9.348344226,8.632467324,9.016336015,7.366222579,9.666868802,13.57510372,17.09736365,17.64082738,17.37763644
dbt,63.34167072,59.3832576,63.62361041,43.39105757,42.4799785,45.58739002,44.82519464,44.13642713,47.41607928,54.78412926,58.29330065,57.05480212,46.1744092,44.2114318,44.22329566,50.61464585
dbx1(1of2),100.2835137,73.85302358,81.42739847,63.57108868,78.16724385,95.17718671,80.61101531,58.61655029,73.91361038,105.6711271,83.2737685,115.4713546,42.61881568,88.87819821,67.96741151,49.65484291
dbx1(2of2),14.58058187,14.76777927,13.97810302,10.43461257,8.165532013,8.93198648,3.319715634,5.609119985,4.921897467,1.766466693,3.003772797,2.224798822,13.80906647,21.1705999,22.26825412,19.97331171
dbx2,8.164668895,8.065662717,6.812124213,5.096661523,4.934728635,6.426573224,2.30198717,2.324650173,3.244462965,2.13442358,0.479834553,1.924902084,8.254231544,9.755831561,10.40743371,9.729382121
dcaf10,4.588157182,4.122057182,3.20568536,0.636224046,1.164843946,0.839840603,0.907534883,0.753460418,0.955185094,1.20802118,1.164909791,0.891565298,2.784173029,4.974477203,4.73618475,4.839345895
dcaf11,13.73352359,14.45134276,16.08406589,29.53313754,32.87661905,36.29595661,36.05354309,39.02244665,35.29008623,38.48467655,44.25359138,36.72256114,17.59246685,10.726451,11.10623395,11.79731378
dcaf12,26.36604191,23.83499281,24.40080739,16.37413522,14.17821714,14.50700312,16.51549799,14.87757167,18.68395106,19.32244293,18.25675852,19.77625628,19.75698377,22.88864708,23.05504575,25.32355975
dcaf13,47.79715116,49.72501513,57.7984917,128.4707271,94.71697249,104.391128,129.6753801,145.1583571,137.3475284,116.8798388,153.4723069,115.1182185,88.93923259,44.93922047,48.68209268,55.30772169
dcaf15,20.24577047,17.62252244,14.00053972,5.709388948,4.089329514,4.929352491,6.769223458,5.319143011,6.747415435,8.154512937,12.60566223,7.71340768,15.3685274,18.14509076,18.03489927,18.72724981
dcaf17,8.227642582,7.245556635,8.661654595,11.91285327,10.90982132,10.5505574,19.41127523,19.36221225,13.39949195,18.01230566,25.87204318,27.48996201,16.82800009,6.781412417,6.674826773,7.255673251
dcaf4,13.77091457,14.32530327,15.19756122,25.32072256,20.32668726,26.13206727,25.41274029,27.03659003,27.77907435,28.32878751,24.00764881,22.21421642,16.23434094,10.82184382,12.1445751,12.9726189
dcaf5,5.339032769,6.027227556,6.172420491,16.2212261,14.82610859,16.04427079,14.48253579,12.90855353,14.44495062,14.08095253,12.6276617,13.03653027,7.72361748,4.454046412,4.505004831,5.439069203
dcaf6,1.653236485,2.075753165,1.849410039,3.015487299,4.105686617,3.137006038,2.540448073,2.411172613,2.805191126,2.860030325,3.594523751,2.642889933,2.057636284,1.848890657,1.974591398,1.943143017
dcaf7(1of2),4.276155256,5.060760557,3.960483859,0.681674607,0.24250084,0.064954045,0.165929911,0.376193038,0.416007852,0.070162699,0,0.222158797,4.228631245,4.621640978,4.513220346,6.130570437
dcaf7(2of2),43.53578666,45.0533855,50.1969047,45.74383238,39.38022079,35.85163845,42.6619957,41.83390328,41.99606876,37.58440783,34.54661569,30.95981326,46.58821004,43.71436172,46.2983162,51.5441427
dcaf8,23.58410396,27.69099047,33.77121951,99.75490302,97.72592421,90.59981287,114.899061,111.9785691,105.6851939,86.44846804,102.0584217,91.26539947,52.61863691,22.37951171,23.43798887,26.94968715
dcakd,8.769489418,8.199484184,9.676312384,21.30852481,18.59024222,18.53805699,25.35491835,22.90748333,24.00215226,24.47168768,27.73746412,25.75929081,10.40728958,5.400771564,6.326881729,6.725802522
dcbld2(1of2),19.83302905,20.12074669,17.24262919,11.26434902,11.78639524,9.907168936,10.9409465,10.10725918,11.76686958,7.060176991,9.708290392,9.350193515,12.02091582,13.73126024,14.54473038,15.28421402
dcbld2(2of2),6.508196301,7.16070351,7.528370188,8.863714083,9.74278183,7.625498246,7.441899337,8.943695781,9.179291563,6.774230689,6.305555816,6.118693823,6.345200035,7.006789117,7.939534155,8.249320496
dcc(1of2),4.48947376,3.888285825,5.477930794,3.997457679,4.680917036,4.549182078,3.234243341,2.296249402,3.333040301,2.590420114,1.80805406,1.947369564,3.275383289,6.18235905,5.434111485,4.659570394
dcc(2of2),2.841963853,2.713962239,3.216533788,1.58830788,2.146252522,1.754913406,1.611927771,1.973935614,1.437225519,1.215319746,0.608596289,1.054481872,2.213249151,4.376876592,3.344918747,3.268142762
dcdc2(2of3),3.161241451,4.389959406,4.701836423,5.959533485,5.665430051,4.296122419,3.64471094,1.868051127,3.827630288,2.75489026,2.431275197,2.98314889,3.794610238,2.594093655,3.236095922,3.642383937
dcdc2(3of3),0.272316517,0.264199335,0.261869128,0.702680654,1.251397811,0.477144227,0.706908604,0.894943201,0.611272729,0.193066696,0.589238368,0.344512883,1.069330297,0.939513059,0.882161596,1.215359253
dchs1(1of3),1.412860354,1.139156421,1.288527568,0.22921101,0.373403229,0.555047421,0.24927768,0.26563915,0.537733643,0.411942934,0.375263349,0.394773427,0.35460041,0.802596072,0.64365177,0.70057409
dchs1(2of3),5.104226751,5.032030466,5.012770673,3.281414553,3.327773306,2.655214176,2.183485287,1.967215662,2.161953355,1.899112722,1.758067833,1.960184547,4.59955581,6.81086778,7.058218786,7.396414899
dchs1(3of3),14.23129471,13.94833372,16.03642768,15.49614063,17.30355671,13.33995458,11.95867779,12.0963024,13.67151109,8.163756508,8.186446618,7.853655555,8.161574377,11.38147745,10.90074438,10.5961025
dck(1of3),9.984631756,9.866922718,10.1043074,12.03394186,11.72503652,11.01282471,23.91557456,21.50413226,29.04978181,16.71092198,25.33637989,17.95655922,15.47573504,8.890123187,10.14819687,11.29571354
dck(2of3),56.5719267,52.43018221,52.34545945,4.264386987,2.174737307,3.179965135,2.24792117,3.135725152,2.360483628,3.435254585,4.283462186,5.239993017,46.10664235,59.27172844,63.83140841,74.33924653
dck(3of3),24.1384499,20.45135022,24.21844626,2.476647782,2.583368322,2.717999001,1.623117868,1.13794624,2.383599755,2.248318974,2.402022747,2.445946858,18.25948014,28.55930143,26.48689234,28.75042111
dclk1(1of2),0.179531266,0.15659803,0.048583321,0,0.131545591,0.088820619,0.339193254,0.513352799,0.251845635,0.239704868,0.092296872,0.459208005,0.063343993,0.210240448,0.302617911,0.286634998
dclk1(2of2),0.333521395,0.502367325,0.373154486,0.957272479,0.597937092,0.520400984,0.880093866,0.756807703,0.654787926,1.391280205,0.635545805,1.127040327,1.708482661,1.671462312,1.66772252,1.767142228
dclk2(1of2),1.50159852,1.24052223,0.86918896,0.097750727,0.084750955,0.092768008,0.009787716,0.013359889,0.057173323,0.025010314,0,0.161872466,1.289686502,2.294499623,2.492768322,2.093723709
dclk2(2of2),2.931680925,1.971581404,2.20238968,1.635132696,1.276789305,1.327834606,0.796370557,1.336799272,1.363654511,0.963680171,0.175799387,0.83851975,2.203652489,4.25533345,3.786340131,3.806601008
dclk3(2of3),0.991246308,0.628810366,1.316838959,3.674561132,2.344251397,3.254661102,2.270217924,2.164571693,2.117387394,1.973295675,1.528854126,1.434153415,1.875848496,2.585402714,2.640516333,2.349742839
dclk3(3of3),0.298518305,0.283866648,0.705267007,0.051169218,0.080043171,0,0.594911266,0.124591098,0.076464489,0,0.615121112,0.493110613,0.076520004,0.540061665,0.308895049,0.172613242
dclre1a,5.887663638,5.234605971,3.484146724,0.636175917,0.726102793,0.701861872,1.187636161,0.569857521,0.88128593,0.617000378,0.70300231,1.08266959,3.621920702,4.950502918,5.159837342,4.943126564
dclre1b,7.994734206,8.083442321,6.898512158,3.004903567,2.483035387,3.530395849,3.07213677,3.089299925,2.798718943,3.718664548,2.830487645,4.501772073,5.858437983,8.912958876,8.807488154,9.142580215
dclre1c,7.08889467,6.944423538,6.146852989,4.187658625,3.818476844,3.03261705,4.483844359,3.64634929,3.831780124,6.989076004,4.940781368,6.788794662,6.057808711,6.09341455,6.542067382,6.076093668
dcn,6.878931332,8.86162181,9.186108246,11.53867915,14.87053417,9.475487368,10.19286139,8.412429747,9.210376677,8.084790405,4.821013284,5.794713775,12.21389188,14.14474382,14.57450949,12.10959292
dcp1a,11.25284175,11.20886056,10.15373838,5.397980091,7.40751458,7.984039114,5.843376028,7.323159841,6.847760722,11.92100141,10.5871918,10.61329663,9.028643423,9.323032527,9.589840089,8.451622578
dcp1b,6.126380482,5.245022135,5.939883817,8.991911146,7.673994075,8.31044567,6.561621568,9.03241874,7.715824682,12.35989644,8.045350183,8.231350259,5.092710299,5.392210232,4.988955653,5.058617653
dcp2,14.00520589,13.38127912,15.68010938,10.21138504,11.17897281,9.551286715,9.618235997,10.58545101,10.13565367,9.990599707,8.444631565,12.11672152,15.56743534,15.05610985,17.07031325,16.14866661
dcps,31.25426697,28.48845036,21.90647874,3.314063877,2.481658843,2.850289578,2.78736401,2.785642154,4.344831184,3.786017405,4.330647292,3.747626527,21.90452424,32.44978605,32.98651831,35.8303007
dcst1,0.132890595,0.115920068,0.191791913,0.456551534,0.973328611,1.752944739,0.483426434,0.962427941,0.807533309,1.561123682,1.730527344,1.812966753,0.156302872,0.2075005,0.183823248,0.212223256
dcst2,0.198428033,0.461938979,0.250472265,0.092322192,0.144246745,0.032619523,0,0,0.184547761,0.035199925,0.237421036,0.150575207,0.093472637,0.13561175,0.137642014,0.106141605
dcstamp,0.628400554,0.209034446,0.161861865,0.166750298,0.043415014,0.265411155,0.099859292,0.204223553,0.083371247,0.509118177,0.122673846,0.715527346,0.148061457,0.280503582,0.218128202,0.112199268
dct,3.049005705,3.138470743,2.530789478,5.445059746,3.073411886,1.651030622,1.042265638,1.877584894,1.641555994,0.326120476,0.217719687,0.269310935,6.620613502,8.088905559,8.345230732,9.330736067
dctd,30.27462684,29.19767143,30.52077079,1.568057258,2.454192907,3.41556066,3.338370909,1.538321851,4.454644168,3.347660701,2.363808384,3.824341256,23.78199088,32.22679073,32.26891045,35.05525614
dctn1(1of2),40.30785151,42.77184791,35.09728629,13.35604644,13.90253501,12.7662761,12.93211867,12.22454003,12.52353656,10.88456316,14.32410262,14.20885737,44.42801385,46.85760927,47.37796091,50.47053917
dctn1(2of2),2.422814621,2.418438333,2.677434663,2.856425188,4.392734257,3.52629035,3.522990595,3.821960685,3.384319189,4.029734004,4.107274169,4.759179659,3.571481855,3.817256418,4.234466497,3.58442238
dctn2,28.60447308,26.88866161,22.85355223,11.29667046,9.487375263,11.06118033,14.64771961,15.70202363,13.3653663,18.85143013,19.86094448,17.89114107,32.03979881,32.09315233,37.31026743,39.23750078
dctn3,25.70821625,26.99482258,26.10521336,22.25137324,24.82588045,21.45524224,37.81337316,28.29425501,25.12064993,28.91910212,34.50936347,32.43210094,38.95549862,31.13716898,32.47562692,36.90694076
dctn4(2of2),45.40244782,46.98320055,65.10159675,232.4715956,207.5015905,203.7920919,215.2253587,238.4595024,241.2953847,236.6434373,242.3964346,218.2008099,92.31089151,42.33777955,45.20931254,48.71832472
dctn5,29.75119844,29.68299981,27.59411159,7.936165011,7.555131844,9.260735025,6.795809832,11.36655586,9.421950763,8.150906633,8.432307628,6.613163917,25.47386251,30.60441369,32.30445939,35.62493084
dctn6(1of2),22.82753622,24.97706449,26.48511863,19.02857806,12.68009743,20.29563992,24.2818311,23.99914309,18.3493592,32.27781343,24.88021671,25.09539923,30.60900441,29.40171221,28.17877626,29.73932202
dctn6(2of2),2.445003402,3.334645646,4.423605818,2.625374424,1.702726795,1.409715628,9.082122676,9.029099306,8.023571137,6.228098949,22.49467939,7.881263878,5.868144867,1.835678094,1.837684415,2.164178745
dctpp1,76.35300104,69.39628089,65.01972826,1.194467892,0.802375911,0.886865935,0.758170619,0.61785789,0.063403301,2.013249531,2.666339363,2.405306885,73.20848033,102.5665136,112.8761105,122.8443171
dcun1d1,28.80458663,25.99685729,26.08033146,17.69740373,13.47393749,17.27135503,19.01100416,16.50684065,15.95996455,16.12345073,20.43913191,18.93643701,21.54606975,22.36563155,20.5666651,22.77681586
dcun1d2,2.882233097,3.274168212,3.724465168,0.795703221,0.818442368,0.79583415,1.463259707,0.715486718,1.504190327,1.193192355,0.781046152,0.660402681,3.752505272,4.212547441,4.936764976,4.994515925
dcun1d3,13.20563874,13.1461894,12.37256477,13.39043653,14.10053221,12.20307296,13.16966681,12.32055879,13.77095817,14.67129993,15.22469517,17.63757204,13.80939155,14.52475537,13.5884251,13.67950146
dcun1d4,5.517504248,4.444506429,3.938785753,6.850473488,6.893248865,5.983315154,8.249975504,8.249554215,6.837597237,12.30765665,8.070202791,7.126239139,6.716846145,5.979568211,6.478153907,4.922716832
dcun1d5,10.66526646,10.87521464,7.138856827,1.757066067,1.540633585,2.882623432,5.30969427,5.712929899,4.28939975,4.157105896,10.2837933,5.393112977,18.07093809,16.6128579,18.09468628,18.81890673
dcx(1of2),1.415650319,0.642282535,1.756608794,0.941655174,1.103634455,0.819041998,1.237235131,0.945915479,1.285185828,0.9607774,1.406814636,1.114850727,0.866605657,1.774917414,1.266909503,0.982858811
dcx(2of2),4.209982868,4.116527405,3.932496085,2.766862697,3.111012861,3.45976276,2.129799316,3.17637633,2.160005116,2.158189837,0.75900148,1.689784868,5.194295112,5.957446175,6.661280095,6.076242711
dcxr(1of2),16.22668759,16.96673765,20.6249529,18.70791726,21.65073541,18.5909893,21.0999289,22.85228615,18.48706245,22.27786546,23.85165177,21.47100586,18.40194649,18.2213421,18.50296611,16.94431393
dcxr(2of2),7.131800949,8.352357326,12.40880503,21.70560578,27.20823241,30.80938037,26.54841566,29.09140516,29.35012506,26.66469432,29.5350473,19.28976094,23.30388739,9.915930468,8.421266744,10.18314896
dda1,11.80237198,12.05794998,11.51479913,13.94169051,13.88333302,11.0798844,15.89732947,16.27830584,15.35102126,18.66215223,18.00858218,17.47109313,14.69847007,12.90686354,11.62428415,12.69159256
ddah1,0.546451349,0.596266993,0.554307391,1.049460036,1.093202279,0.539142241,1.598543118,1.050532254,1.64461288,1.163622188,1.191190275,0.544189807,0.84453834,0.920276664,0.586181329,0.657375196
ddah2,28.98528401,32.50527301,36.01788899,57.98830201,51.67998086,49.87714537,64.30961187,62.10944056,57.88797271,56.77392546,58.69976846,52.24152467,41.74350658,22.53859474,23.66826249,29.79533928
ddb1,59.43663924,58.95394143,58.08688122,29.54104878,31.52027481,26.91555282,30.73671054,31.42332243,29.40682234,23.41172011,27.96041368,23.5149389,52.73634896,53.18936058,57.60936173,64.16591618
ddb2,22.02261389,26.23417962,19.54569025,30.20359786,32.5824249,32.57336274,49.08047297,53.09176333,52.27242856,40.20110418,55.12996152,36.3667433,26.63906509,10.59773465,13.82748358,12.72520536
ddc,0.502593551,0.48736928,0.443154421,0.312582156,0.325666308,0.404376765,0.124630981,0,0.598423912,0.158698728,0.152862884,0.296501902,0.499581253,0.414298508,0.793240283,0.675870933
ddhd1,4.912920048,4.045950516,3.007936825,2.625411115,2.311382319,2.108977633,2.857808157,2.578326313,2.538901719,4.578062732,2.470807851,3.572279036,4.026635493,5.177809292,5.365690581,4.700562027
ddhd2,7.844957105,8.584365543,9.821380787,19.61757679,21.06361551,19.23816206,17.70193205,20.49910578,18.60271484,16.57443898,16.52268582,16.20998913,8.484032879,5.97620681,5.891578929,5.375373777
ddi2,15.10797269,11.66301804,9.898520378,4.495483424,5.537788495,5.45352872,4.749276852,5.139414628,4.308444005,6.484056681,4.248952841,4.86466958,8.542675063,13.6984024,13.95040178,12.54270872
ddias,5.508340736,6.909845346,6.575957374,10.94894321,9.449462706,9.551116169,10.91585807,10.7374799,8.496049356,9.430525686,10.45115727,12.75801157,8.367294558,4.988792501,6.178350726,6.760720836
ddit3,3.005227953,2.93786331,2.122342908,7.062192453,7.328830484,5.985726899,8.1530928,7.696951167,7.137816428,7.00715771,7.973057099,6.446629065,4.663645544,2.670894297,2.344879549,2.497876172
ddit4(1of2),50.88925671,60.36884753,93.93709118,424.066832,392.3744841,327.5963027,391.2055692,436.198101,379.2777587,388.14558,383.0104234,301.1272149,99.3531075,29.11472085,45.05144388,47.76615758
ddit4(2of2),1.451037257,1.360173035,1.290222508,0,0.055626792,0.148436819,0.189888003,0,0.052910823,0.240579141,0.231006048,0.758908145,1.151388331,1.131515716,1.914951533,1.251335324
ddit4l(1of2),1.858302807,2.48900088,3.562480498,2.043224789,1.226413448,0.997224316,0.728610329,1.07329422,0.862769663,1.154358848,0.886961794,1.458330469,4.57596652,2.800988036,3.350104695,3.986317565
ddit4l(2of2),0.885736137,1.32071985,0.823046907,0.243111406,0.507943893,0.759273024,1.081044059,0.783311164,0.120524175,1.641307489,1.837101196,1.623310714,2.133481476,3.057601141,3.7675881,3.443157513
ddo,0.470083078,0.227667224,0.226256116,1.180240045,0.807607233,0.7766238,5.417533918,5.760758521,6.188253705,1.290127512,4.03879941,1.426980464,0.700358476,0.153181972,0.298105845,0.360417579
ddost,80.2548532,84.60558802,80.33487712,29.57893148,32.60507117,30.49100739,34.66537613,34.80886673,31.94327736,55.74684989,45.91354158,53.38347001,91.91808516,91.71006504,95.56219439,108.4002028
ddr1,14.01184248,15.18735702,14.24049133,11.28972458,12.42777814,13.09692015,9.048205774,9.529986817,9.855472336,10.81205143,7.625556216,9.753585865,8.38715689,12.08326594,12.40059329,11.32384467
ddr2(1of3),0.431878046,0.345982286,0.369710377,0.049775912,0.440340514,0.088388001,0.836408873,0.590992494,0.186985699,0.705485107,0.588653437,0.451360481,0.140104924,0.569571497,0.404149048,0.203467605
ddr2(2of3),11.6021865,10.08609126,9.529561921,9.419001504,9.126267983,8.408330178,7.117939663,7.702631357,9.253292718,10.59143585,8.483042599,8.441025313,5.604556662,7.559692993,8.007563088,7.447157399
