id,PreD_Lib1,PreD_Lib2,PreD_Lib3,D3d_Lib11,D3d_Lib12,D3d_Lib24,D6d_Lib14,D6d_Lib15,D6d_Lib16,D1m_Lib18,D1m_Lib19,D1m_Lib26,D4m_Lib20,NonD_Lib21,NonD_Lib22,NonD_Lib23
a1cf,0.368344032,0.397549449,0.281193584,0.680767847,0.453332114,0.149142833,0.054037114,0.786273805,0.390907589,0.068950481,0.399006496,0.493870181,1.425668611,1.701576495,1.628067135,1.85196849
a2m,0.720250848,0.549507779,0.404662026,0.461161314,0.181359853,0.812749548,0.238313689,0.240669837,0.686766086,0.603004925,0.562977475,1.008857211,0.207868829,0.720362095,0.792727028,1.021519184
a2ml1(2of4),22.0633986,18.29428603,18.5884496,109.2978514,79.9537774,65.50413577,58.06074696,60.56359675,60.91645852,31.39035602,22.00859177,21.43856565,15.92139429,14.01930712,16.48287299,16.87780689
a3galt2(1of3),9.809904781,11.93825142,12.46511786,15.30908419,21.16064002,16.33583347,16.08455282,15.78223613,12.62825156,7.218908427,6.999452719,6.850988708,11.97969687,11.06538884,10.78891606,11.79369415
a3galt2(2of3),2.003898353,2.606057068,3.757643204,3.225519594,6.154067129,4.991859989,6.167973142,3.577486693,4.477927648,2.503071452,3.640526765,1.629402514,5.520374429,7.490941718,9.116707409,9.14138951
aaas,13.33493428,10.93572205,9.28174067,0.768151096,1.314927439,1.354184051,0.984105559,1.162155476,1.123162419,2.505571803,1.528261084,1.915568447,8.7937829,14.12856785,14.07662424,13.30920782
aacs,14.41529411,13.75365409,15.62615498,20.86182422,18.9177303,20.2604254,22.84162034,19.62914836,18.78841438,24.29863156,20.60950991,19.86728739,15.26456635,12.63514077,12.9928072,14.10324071
aadac,0.222368907,0.089589978,0.111048017,0.159281892,0.02488821,0.135014135,0.200158636,0.077949619,0.047751305,0.25497447,0.280754528,0.116807333,0.314210762,0.200395878,0.249097146,0.530428941
aadat,2.430096559,2.500729335,2.023165624,1.165672629,0.941436841,1.190910094,3.030269535,1.803225226,1.861696272,1.418433305,1.32309957,1.606165809,1.231616839,1.48388638,1.983832185,1.616158811
aaed1(1of2),4.896157499,4.292774088,5.269072172,1.214084417,2.232767546,1.782359628,2.709636791,1.548224938,1.675647393,2.887813642,4.625595006,4.792124222,4.326408514,5.392336032,5.284791444,5.202610052
aaed1(2of2),11.34023973,13.5227038,17.49219273,53.98404106,45.4933496,48.96647099,64.92334,70.09300607,64.03224013,44.10901725,54.88221108,30.4373594,18.66665766,7.51444879,6.200588216,7.260843139
aagab,33.89961269,32.20644077,32.78040976,36.29864125,29.47773759,30.5043622,30.59998812,30.96846366,34.38591388,30.69880327,33.73619099,42.27620536,41.54458979,34.87306101,41.78243092,41.16829915
aak1,4.470402064,4.287516582,3.767204102,4.703062031,4.783843842,4.55718869,4.941890286,5.112594838,6.944025921,9.962585662,6.740960678,6.870203726,3.787012145,3.594479779,3.695216961,3.302139432
aamdc,13.69334498,15.10756534,16.53613405,76.89049134,68.69231825,85.35927459,141.2394582,130.4607402,121.6230543,226.4392364,223.5572719,218.9875906,43.28082498,14.20974084,13.59339827,14.6572132
aamp,48.41650025,50.55449933,52.28100563,43.08037107,47.37490958,42.8045164,51.93428814,54.47990775,52.25273613,34.96472732,48.52663364,50.05140279,48.33166072,36.09994121,41.71819817,48.34768227
aanat(1of3),0.408595834,0.300168165,0.837951046,0.926143717,0.188847668,0.510430386,0.757811185,0.344114681,0.301388212,0.734637403,0.795690064,0.635753042,0.273211937,0.881488135,0.69185499,0.458161502
aanat(2of3),0.664522841,0.564393914,0.270602594,0.076174217,0.047263526,1.119376999,0.397109225,0.610450008,0.13751111,0.714759763,0.293460398,0.494562893,0.307864653,0.552612752,0.606560813,0.198104214
aanat(3of3),1.032968406,1.310377129,2.541417673,9.738488279,12.19574663,12.8762615,17.91577544,19.24049376,17.73348793,20.87634003,17.04944961,18.62427785,5.565034403,0.879681066,0.754506725,0.8738024
aar2,21.5444319,25.7162591,26.31842815,17.80898156,16.64300196,16.26972812,18.07258945,14.41336605,15.67062135,12.06005362,20.63477758,22.43870001,25.64277382,19.45400199,21.76202288,25.79604534
aars,63.45854928,56.56805791,50.50243123,70.99508048,58.38528161,54.92451752,45.33212637,50.78838105,43.84762686,105.2987532,91.01568476,103.0361744,94.79976759,77.23144106,77.48270707,82.13874265
aars2,10.25498195,9.787766073,12.36629065,19.75427038,16.86931915,20.11959055,22.44561463,22.35752781,23.26235676,29.95615471,41.87989822,44.96183842,16.36265574,7.880044937,7.95487181,8.321411653
aarsd1,8.923485637,8.395765527,6.231100259,1.269280766,1.738320449,2.147138494,2.171061511,1.09777306,1.312300221,1.886419522,2.026539513,2.692894099,5.572489323,9.219262423,9.040485835,9.764832387
aasdh,3.722819686,3.212759475,1.522146754,0.69267567,2.130502981,1.853215058,1.83129805,1.776892007,1.244963067,2.890376607,3.019748289,3.466270396,2.360618614,2.75373945,2.403874401,1.951573044
aasdhppt,18.78098097,24.51677235,25.67270542,91.84428594,86.68785169,79.75863011,124.842684,113.3378797,107.1411537,85.51617577,85.59676068,71.40861891,44.68261448,16.73282398,16.82424027,21.75417514
aass,56.11344513,63.47076919,68.23016412,67.99810561,61.44951376,63.49826011,59.19506156,63.36982799,61.08800717,45.76728026,44.35126534,41.23209058,48.6321423,47.08265661,50.29101371,54.44609602
aatf,22.55885407,22.62579315,14.00696887,4.996641575,5.314236384,5.325502966,12.01572599,12.42954949,9.539891824,8.323987389,14.85222632,10.70667569,23.27507036,21.80707973,23.98830855,24.26976248
aatk(1of2),0.297709913,0.365708758,0.31319908,0.355697339,0.451129292,0.189607539,0.120113029,0.163906203,0.044552464,0.01704166,0.115107038,0.220213208,0.193675438,0.42449359,0.454103984,0.277496674
aatk(2of2),0.578337947,0.446732404,0.510558192,0.769316033,0.696823971,0.812520063,1.084162637,0.79443644,0.911306654,1.405939749,1.436031105,1.231949852,0.717034735,0.299539066,0.408687679,0.40108025
abat,12.88960246,9.203550345,10.34890611,15.20382222,14.71975012,18.85182438,19.17555321,21.86208277,21.16555751,52.57752426,20.4506977,26.96324705,18.60627472,8.080624257,10.38996175,10.29082117
abca1(1of5),11.34973587,14.60062828,18.91570547,36.277031,35.45268766,36.62464415,39.12488421,38.78500373,35.77068477,37.2440536,28.90603242,32.95922236,17.16555946,9.37029432,9.111058939,10.53367617
abca1(2of5),0.402989475,0.57096143,0.282699213,2.214423241,2.184659991,2.763279258,7.443061772,5.854744038,5.668554204,21.69770991,24.02449733,27.60574039,7.613321489,0.434051117,0.670603624,0.702559449
abca1(3of5),0.297474771,0.212193435,0.191248171,0.177706832,0.313631602,0.36312618,0.586752245,0.418538619,0.534204207,0.459759653,0.476494065,0.332192904,0.295975962,0.565544697,0.571384897,0.372593703
abca1(5of5),1.968837617,2.431445121,2.311606677,1.073250021,1.540928876,1.398015053,1.325061244,1.293798667,1.40435538,0.827953382,1.395619544,1.333086023,1.456608385,2.534684898,2.451303011,2.397261451
abca12(1of2),0.209051453,0.187937211,0.188289781,0.196655233,0.219738839,0.204698706,0.282889123,0.242242597,0.216023852,0.631467708,0.390767358,0.304953564,0.259298305,0.575506125,0.456410593,0.509218501
abca12(2of2),3.087582941,1.889502518,1.284997077,12.88984003,8.15363448,7.236472169,7.474620122,8.32149368,9.074453078,7.372009457,4.46206456,4.352376787,3.225843469,2.546088521,2.664678034,3.783918188
abca3,3.606169745,3.688009921,3.997261652,4.792501755,5.647323852,4.597041929,4.577272681,5.401565709,4.781423082,5.522393742,4.667979349,5.111719431,2.831178506,3.14265621,2.779378251,3.303492909
abca4(1of2),0.601094057,0.790720425,0.678549305,1.191436056,1.318246064,1.919255333,1.390791459,1.381835689,1.902413137,1.02357941,1.129278478,1.456708599,0.527549781,0.754761013,0.551177066,0.551677771
abca4(2of2),0.45846201,0.396037632,0.382161965,0.142006171,0.189950053,0.249144514,0.146272312,0.237103678,0.099172308,0.25699034,0.180420978,0.163861458,0.250412859,0.511688293,0.387298134,0.244614305
abca5,8.928727885,7.984829596,8.094182801,6.56146871,7.169957897,7.513908859,6.035349621,7.132861354,6.498621086,10.79984296,8.756328909,10.16485967,6.44209118,6.645829575,6.900400292,6.659462526
abcb1,0.572422106,0.672232475,0.58028861,0.362834942,0.283216369,0.140578028,0.207852508,0.060772173,0.198258806,0.056860427,0.073143589,0.081579756,0.265889858,0.419404256,0.401763289,0.414172408
abcb10,3.919114154,3.883211125,3.693879439,4.97789013,4.360366778,5.081277328,7.463239068,8.243816158,9.253229623,6.433619721,8.064201153,6.013389362,4.708995344,3.823747747,4.249688218,4.283759676
abcb11(1of2),3.009579249,3.052364628,2.027434061,0.983639239,0.881630324,1.260737327,1.098287661,0.961646765,1.395560014,2.008484347,2.906167897,2.901981887,1.927261313,2.128279611,2.153313604,1.847490245
abcb6,5.70945376,4.527842163,4.702304214,2.455834115,1.806441014,2.397053601,4.107943648,4.482903634,4.404261733,4.565900318,3.954248113,4.079182725,3.588804543,4.066729391,4.250763843,4.095691634
abcb7,17.28514696,15.32396189,11.96920925,3.937567248,4.031082105,4.643139546,5.158286523,4.238444274,5.963699038,12.55086171,14.88708995,14.64222758,14.64255816,14.07655888,15.89811786,15.61554185
abcb8,7.970343273,7.197360781,5.873235128,1.887622307,1.6997018,1.389787039,1.234810152,1.095956927,1.126964597,1.207145683,3.171912133,1.133883422,6.504797423,7.868490381,8.093770486,8.595601765
abcb9,0.567501316,0.330569606,0.318229005,0,0.075788013,0,0.017468198,0,0.145804294,0.156037331,0,0.071867575,0.371796943,0.628241052,0.669132117,0.565102776
abcc1(1of3),0.224677482,0.226176058,0.206105099,0.475835549,0.693810172,0.681414913,0.406109412,0.492678072,0.489529587,0.590785727,0.250322252,0.372772609,0.308568072,0.351242913,0.363134902,0.396665731
abcc1(2of3),8.666195367,6.856136176,4.985510486,2.1694836,2.353362773,2.823265683,3.674560306,3.505260029,3.887072626,3.908139862,3.650271699,3.128353702,4.083754808,4.876019918,6.525898475,5.01230523
abcc1(3of3),4.783108294,3.855021887,4.133711284,3.575507751,3.686465062,4.000341741,3.326697691,2.992760474,4.423348046,3.371782979,2.296961316,2.149911419,3.458985487,3.979678455,3.67940296,3.391999795
abcc10,5.528355757,4.734682523,3.944806608,1.745898858,1.522954882,1.486018736,1.783595618,2.16348318,1.863423539,2.058239526,1.758156597,1.78049474,2.729567274,4.632207228,4.654109536,4.464640529
abcc12,0.128116044,0.23992112,0.35623884,0.405084557,0.355727303,0.323658536,0.349438992,0.373130716,0.735464427,0.446076454,0.374217409,0.208661331,0.738373503,1.029854976,0.908065743,0.798102064
abcc2,0.372721566,0.346580661,0.205788187,0.014605066,0.205181228,0.186863209,0.184131257,0.44869485,0.208552062,0.386282336,1.312690407,0.126609465,0.30317672,0.474163204,0.522184081,0.529954412
abcc3,5.160325811,5.007038027,4.863717407,4.338168668,5.657381585,5.079403183,5.221763864,5.010381423,6.065331915,4.292045859,3.816226735,3.510633085,3.672018635,4.211491439,4.268774558,3.978110702
abcc4,1.467680032,0.874050609,0.446264285,0.430673332,0.389972297,0.238548373,0.372134268,0.232710442,0.220004669,0.178134274,0.362791976,0.298076424,0.594799596,0.941395514,1.12551864,1.118329961
abcc5,3.299915387,3.266500027,3.567895435,4.035806823,3.51774018,4.718276793,5.883216027,7.926473803,7.578450007,5.87035663,6.665508632,3.436983727,2.283109424,1.766620298,2.142319952,2.12021285
abcc8,1.085094979,1.015286498,0.776640731,0.619009373,0.592906709,1.020181098,0.760214047,0.46684825,0.78247591,0.614863545,0.437194002,0.400881403,0.389543207,0.806311361,0.782830468,0.675558255
abcc9,0.607765769,0.51187668,0.618677268,1.166279192,1.031040738,0.96630692,0.664647042,0.881466815,0.722208329,0.465764587,0.303106087,0.383092189,0.423824028,1.181445373,0.759264134,1.013496816
abcd1,9.778756487,11.42443917,10.00680224,33.06720492,35.28318272,30.76873437,43.70134567,45.68625136,44.60435985,89.14590268,98.80763723,92.51933117,36.09189961,6.44413121,6.783267858,8.01427695
abcd2,6.270584994,5.110899449,4.199935518,1.699238642,1.563133032,1.596904472,0.819966218,0.974080911,1.903970719,1.069383595,0.900572423,1.685095854,2.917314486,4.218210678,4.365927035,4.703091649
abcd3(2of2),13.23669267,11.48289207,11.02209303,7.00565419,5.576919899,6.864059294,8.496988899,4.918073091,5.719545509,5.184286966,6.246328521,7.371422722,12.64054841,12.95943463,14.45242793,17.5766662
abcd4,1.966831628,1.504603468,1.585139658,1.953000795,2.008660366,1.974102415,1.691433318,2.277531735,2.287786518,3.303893726,2.606282733,2.870249701,2.418189544,2.967870775,2.894707982,2.759334666
abce1,158.1929974,156.0420722,122.5409477,89.48052906,83.32134688,98.18086597,129.7470665,145.3342178,131.7084204,186.5779484,188.3778161,163.2825067,158.7925769,123.8202637,138.2148911,156.1768523
abcf1,128.2522312,126.9047378,107.0722751,57.27727907,51.9405977,48.46270555,69.35121443,73.21960665,71.7802715,59.3295955,98.71539835,79.23873743,147.329955,131.0058198,143.5644197,150.2181881
abcf2,95.9224131,79.12598502,53.42600973,5.009560437,3.886857404,3.797070843,10.16600286,9.206537987,10.99093635,20.57152382,24.26880376,24.55328859,74.75652298,94.3468926,98.58885383,109.631786
abcf3,23.15736186,19.22865981,14.34028278,1.83917455,2.437702521,2.678513005,4.922100605,4.137616808,3.69161688,4.73006273,7.558631584,6.658420761,14.46658926,20.43945527,21.33237209,23.97871529
abcg1(1of2),0.410782525,0.896769151,0.730061275,1.852408067,1.87236751,2.110563553,1.835469966,2.002070659,1.675408657,1.778134443,1.142583018,1.570358604,1.057813991,0.49853197,0.488952356,0.487337636
abcg2(1of3),0.696301769,0.672702004,0.801349571,0.715357582,0.838111885,0.700754778,0.543761479,0.67398455,0.41270532,0.409558742,1.062783729,0.269912578,0.293223499,0.260391661,0.385717682,0.428571672
abcg2(3of3),0.25657979,0.478425496,0.118633437,0.477743857,0.321964849,0.10865801,0.551989958,0.584998255,0.615388509,0.701595877,0.714524044,0.458913705,0.56786304,0.471433638,0.457902098,0.45176657
abcg4(1of2),0,0.027609358,0.017066783,0.073071029,0.136173837,0.06199156,0.145042084,0.125097502,0.142079671,0.033969761,0.114838281,0.072012818,0.033531821,0.074079548,0.033006367,0.042549663
abhd10,19.63287947,22.78322094,21.56372964,16.19143928,14.54757069,13.43633791,21.76374222,24.07085257,22.01526177,28.71082955,39.86026308,31.71705713,29.58121687,18.67158558,21.99374857,24.43834374
abhd11,1.717251475,2.15030751,1.939091362,0.801068571,1.279122377,0.737273063,1.71846579,1.660596362,1.565473648,1.631186249,0.804755354,1.613991158,1.291922696,2.077182001,2.250402546,2.272288189
abhd12(1of3),11.6088903,11.04795587,11.9203248,7.575645077,6.245661455,9.048678197,7.923736374,6.909632188,7.844471054,8.836685897,8.568031869,10.42318712,5.686439719,11.08445742,11.41758916,9.571479983
abhd12(2of3),9.251073979,9.140413486,8.090844553,10.23110697,11.36154198,8.706856321,7.87299355,8.302813065,8.010326808,5.136930968,6.117259963,3.891313772,6.866888903,7.124144531,8.603719071,8.369515603
abhd12(3of3),2.0172344,3.043058135,1.565258677,0.45583007,0.490386104,1.555549509,0.305414872,0.484861575,0.382802595,0.96924306,0.310599245,0.820087902,1.824008923,2.748470913,3.483933434,3.215455097
abhd13,5.06459506,4.548979842,4.088919134,0.655952134,0.419973223,1.376217724,1.064925063,0.724425199,1.468349633,0.878366056,0.584472973,0.999350967,2.968513493,5.337721173,4.384489111,4.850764129
abhd14a,9.240474696,10.48550421,11.3308404,12.1904586,10.42450001,9.796526351,11.19717001,9.914690614,10.34978754,9.473986177,13.40049851,10.91656209,9.716692358,7.083916196,8.135756575,9.624890624
abhd14b,6.538629388,6.72750462,5.815069223,16.32736694,12.92890521,14.29732099,11.99452654,12.66478616,13.25459533,19.26721176,12.75261075,13.60384619,10.39539116,7.997506227,7.748731443,7.736472534
abhd15(1of2),4.616234981,4.759460439,4.39768128,1.259613935,2.265357281,1.273732347,0.973331348,0.788976371,0.878548404,1.30738088,1.679874464,0.215236849,1.425211623,1.80904961,1.574374121,2.428784513
abhd16a,24.93012133,23.90797947,22.44747571,5.493847604,4.22866658,2.587344039,4.240132094,3.04241929,3.73123751,3.804337244,5.423512838,4.971054249,21.69548001,23.38706812,26.16242758,29.96348967
abhd17b,7.884416349,6.369053399,7.318179226,3.073892696,2.457630994,1.477367043,3.113853772,1.913881245,1.665851549,1.705757237,0.539188737,1.619292879,5.324043517,8.252566446,7.971209108,8.459646263
abhd17c(1of2),6.147581763,5.158551317,4.622414414,1.893222131,2.241044078,1.416249891,1.590505495,1.094429884,1.698549059,2.532256748,1.427543497,2.024689939,4.298108498,6.205757995,6.207619297,6.47399269
abhd17c(2of2),8.558212664,7.957193217,6.836994679,3.24788697,2.836950302,2.442258095,2.174167328,1.771131217,2.412988527,2.027191137,3.12566008,3.145191513,6.283757421,9.078499097,8.527712268,9.46693689
abhd18,11.54699797,11.11214614,10.76327563,17.6027967,14.77802074,14.45052454,11.84640411,14.20118034,12.29850962,8.674015755,9.815042882,9.440373453,9.526740548,9.63930459,8.6587813,9.660465953
abhd2(1of2),3.683543975,4.138220264,4.590318311,6.487852865,6.871062677,7.608466434,6.519396504,5.781826224,7.936114612,6.010144789,5.395053618,5.929402468,4.288933819,5.017339361,4.39343839,3.601123906
abhd2(2of2),9.351558939,11.77515736,12.62785574,15.90783859,18.32375897,17.27519553,18.18199418,19.78952678,18.04877048,19.61610849,20.27059374,17.4466771,14.49603574,7.748746274,9.1705667,10.11750798
abhd3(1of2),3.728994837,2.918439388,3.001795712,3.23216481,3.229055901,3.834667991,3.135224104,3.503349787,5.170555126,3.168815864,3.443077432,3.585838012,1.48389215,3.750579075,2.799729626,2.769777344
abhd4,14.45392332,15.12163586,11.57458079,18.78001233,14.28290457,15.34938806,27.32713045,27.01548953,32.04799379,18.16994989,27.47339312,15.49019856,13.3125893,6.180513188,7.750710336,8.224158984
abhd5(1of2),2.465090938,2.214808488,1.922131254,2.298323966,2.720106487,3.542873071,3.517880256,4.298407827,2.431071124,2.549007669,5.469009041,2.804950424,2.253325356,2.229495621,2.543937277,2.711048596
abhd5(2of2),2.645928065,3.281549124,3.220605853,10.1608763,7.522608871,5.492123135,8.502165678,9.549654481,7.364291492,7.807740742,8.248111502,9.037962013,5.201565506,2.035177972,2.50103335,3.088196166
abhd8(1of2),0.532833575,0.399033557,0.588012155,3.014765405,2.949989004,3.571502908,2.296204296,2.860984566,2.776869364,3.160587939,2.403032069,5.204980096,2.123398663,0.573559653,0.567402682,0.666372094
abhd8(2of2),0.832516801,0.31946421,0.606338026,0.342008246,0.727696455,0.274865459,0.303730202,0.621518648,0.252540339,0.571506478,0.289037242,0.81690423,0.335463061,0.786203378,0.428563254,0.393830471
abi1(1of4),1.492199013,1.278556086,1.614189374,0.47016779,0.652803852,1.053872434,0.727599306,0.512065345,0.960137491,1.675678754,0.548041791,1.603222344,1.154495289,1.501148305,0.99730329,1.026284259
abi1(3of4),9.572047551,8.925936419,8.578425367,6.008186449,6.219465273,6.14170052,5.960738103,4.601087423,5.856996109,5.781137953,5.192489335,6.146552447,6.699517851,10.62084611,9.994018258,9.983303072
abi1(4of4),11.01040921,9.755588249,9.326943711,10.35231151,11.75223213,11.62465665,11.1393943,9.614821095,9.64984211,13.33085028,10.62403427,9.731067288,9.567936921,10.52453815,8.959470014,10.28981369
abi2(1of2),13.99561937,13.4040576,13.3538344,14.94960313,17.90803497,18.05452334,19.22488572,26.04931114,24.31582748,27.2796703,26.94299813,25.42595018,16.75639298,14.43996926,14.64526723,13.29480032
abi2(2of2),0.267976264,0.339899628,0.316487194,2.609261751,1.539077078,5.06728758,1.229432421,1.730011676,1.403527117,4.116122487,1.855123947,3.875593995,0.481137778,0.456388165,0.454405071,0.388306922
abi3bp(1of2),1.269001464,0.982635636,0.768167107,0.918909549,1.127253719,1.080079391,1.371798539,1.409981102,1.047850198,2.992904794,0.926569847,1.929628141,0.790036025,0.537104002,0.543630058,0.502693717
abl1,15.12771364,13.1262892,11.46159507,10.70499401,10.36154984,9.385193611,8.973163807,10.10303484,10.43613687,10.58993229,9.348356968,8.868642136,9.995335261,12.64054162,12.18443359,13.23700572
abl2,5.67674909,6.171228952,5.195026578,3.752321522,3.570819613,3.895436303,4.319132164,5.262093188,4.593514347,7.203473228,6.647816203,7.399199592,6.136585008,6.897089798,6.576754664,6.638478832
ablim1(1of2),1.732453119,2.210563325,2.637970596,11.88885401,10.87896066,9.462175416,5.593026451,7.525578287,7.390689269,5.587496375,2.659260572,4.987399166,4.305611411,4.622178568,4.566209787,3.858132413
ablim1(2of2),1.09984076,1.106480375,1.15393134,1.674985295,2.30206156,3.68204999,2.032772056,1.708088773,2.906486724,2.093106107,1.709146681,3.793547106,1.389402343,0.937451208,0.76311932,0.891292305
ablim2,2.698494201,3.506970513,5.724929608,14.13238886,17.48808447,15.70883556,15.98264948,16.58406839,15.88024143,13.90166272,12.76213943,8.672310297,7.577713472,4.567927097,5.068670485,4.420471099
ablim3(1of3),0.76749803,0.873925233,1.11924698,1.677086421,2.81447078,2.435800486,3.540876648,2.622328756,2.607318006,1.385296461,1.471686097,1.291385885,1.508994121,1.251041816,1.163053425,0.868677909
ablim3(2of3),0.273715484,0.327087728,0.187010384,0.294152149,0.271513065,0.170316632,0.384413491,0.360352915,0.060174775,0.122510379,0.088566141,0.196865206,0.264789177,0.135047288,0.270110235,0.154404445
ablim3(3of3),0.384236573,0.435901857,0.873206987,2.295806664,1.99027196,1.783800267,2.863494003,2.104449382,2.444989899,1.679454459,1.144109493,1.966986562,0.624076063,0.540090087,0.479084744,0.492138748
abr(1of2),0.015724645,0.054916655,0.068049289,0.087707087,0.479583004,0.341067625,0.157528594,0.32213259,0.065762057,0.20074348,0.096727423,0.429645291,0,0.12896862,0.180051555,0.151509904
abr(2of2),9.182184644,9.435002803,10.05724227,6.710133339,7.574457185,7.524840681,5.661662349,5.287606016,5.142285078,4.579967512,4.791395937,4.657299275,7.086272885,9.791348263,8.857785767,9.307546767
abra(1of2),0.780543152,1.184550822,0.744776238,0.935302621,0.045300895,0.95213877,0.361585381,0.54749215,0.616657677,0.329019788,0.987974522,0.986010406,0.464565179,1.072940786,0.959448245,0.417131604
abra(2of2),0.643547422,0.519707211,0.504451352,0.690960433,0.676825273,0.808422078,0.81931821,0.811231547,0.462600027,0.760464071,0.789469214,0.867790442,0.602674585,0.851262508,0.757141646,0.28954553
abracl,9.999742783,7.376718974,4.499752516,1.700017767,0.646662474,1.114029008,0.534714321,1.064219188,0.996396358,0.156879877,0.050321037,0.111128095,12.1405229,18.32117205,16.46743903,18.99023557
abt1,67.48929149,67.09898883,57.96412487,43.68905925,37.08587476,37.07239175,41.80248612,37.61467876,37.06078441,41.87910885,47.40903774,48.62755656,63.86111536,59.56964755,65.55043469,74.20884657
abtb1,7.478832647,8.305726041,9.377688481,24.25843996,20.65323066,18.8801744,20.16605905,15.38423216,18.21102233,25.56560533,27.9419601,32.24109861,14.15388459,6.562914928,7.687569919,8.342235933
abtb2(1of2),0.516761466,0.435474595,0.498928076,2.093661934,2.790251461,1.813255382,1.532141115,2.23678026,1.649606792,1.40818728,1.207577195,0.967874816,0.966611723,0.497607208,0.433725874,0.566299066
abtb2(2of2),4.991567808,4.301384452,4.896826602,5.493746361,6.721291911,6.942656961,5.00729912,4.903375991,5.253708423,4.868946173,4.026025238,4.211505992,3.349547379,4.173982096,3.663541529,3.822170386
ac004381.6,4.996441395,4.023378835,4.22610782,3.016166365,3.227444068,3.333618587,5.08999567,3.288257931,3.660565636,7.082702223,4.729456344,5.325573619,4.971320176,4.554871987,4.372599693,3.74206017
ac092835.2,16.46386363,15.44144925,14.28583445,17.79701806,14.84778386,20.7419685,16.58655253,19.76876124,24.14212047,19.70455646,13.44137437,23.51494937,19.49464331,16.80094345,14.71321118,14.07563424
ac111632.2(2of2),2.227902276,1.979828707,1.550507314,6.293066547,7.339234751,6.011323844,5.807285778,6.01911865,6.910813737,19.72634667,11.76416394,12.72282095,2.941160161,2.148935996,1.60443464,1.280021069
acaa1,10.49890715,12.21013705,14.46853367,20.44665765,21.34503907,19.88459903,22.4880649,25.0520188,22.55214291,31.01662527,32.96720112,32.3396767,18.4493753,10.60246946,10.88965949,11.94247095
acaa2,61.64495901,62.33890764,60.9024236,38.54048034,39.19351908,31.73872302,27.00960863,26.06268311,28.00381014,15.66286563,20.57202698,17.03479795,72.51668746,75.32855058,78.84398532,97.93193319
acaca,5.188313562,5.022332167,3.745942914,4.277140917,3.876018011,4.683383661,3.560493872,3.204078229,4.416492719,4.407480974,3.762642354,3.822268082,5.169985518,8.648046776,8.296509633,8.132074921
acacb,25.67329807,26.78794006,30.33062781,51.81914602,57.11946393,49.92312039,56.15827801,57.67086426,58.26595549,44.70975196,43.35238596,34.82687539,23.46128554,21.63943804,22.30085452,21.91936442
acad11(1of3),3.733501116,3.297346923,5.822256441,4.914539251,5.329157714,5.751243727,7.114223731,5.53760272,4.149312608,5.848283739,7.964267245,7.95235741,3.630228027,4.605513605,4.313110862,4.386195683
acad8,14.24453189,14.3037728,12.43931366,18.10928362,20.05691447,19.02472069,21.01758385,24.27070885,21.97171048,26.59581027,23.48123249,22.75556441,19.46187914,15.50342512,14.25766017,15.97411679
acad9,25.22701128,23.82948093,24.34098076,15.5342072,15.65169852,18.75563123,20.35066139,23.64394271,22.86585027,23.77390705,27.32637088,35.44532259,30.48854233,23.52683602,25.99116561,26.63729247
acadl,6.348397329,6.054296708,5.274471227,2.195238834,3.967598872,2.209082289,3.535486797,2.793052562,1.823162367,0.776583944,1.761047092,1.589472031,4.89653895,7.09858516,6.465942621,7.121958291
acadm,156.9039496,171.493329,149.448645,222.1540543,174.1802724,177.3648701,289.400341,306.8348176,330.354505,156.4399899,306.7518192,194.2426999,193.2110709,126.137407,142.8269419,160.571095
acads(1of2),39.48691717,38.86357806,42.26112202,38.19228589,32.53979776,31.02227951,33.39728641,35.70748318,31.3877388,24.28609941,32.63303452,30.91614931,40.95718039,38.2312402,44.12084954,46.2168952
acads(2of2),13.92125521,11.52318625,10.3335128,8.112631113,6.491762974,5.197444319,7.574247877,6.001970837,6.986415019,4.823694353,6.268228463,6.432902107,11.50869761,11.96936001,12.88895988,13.11631574
acadsb,30.56061837,30.23794874,31.17578856,35.09700628,37.95341375,36.00017611,44.34198272,42.64432172,43.50233872,38.16178104,53.20788554,40.15328334,33.67452168,24.61774783,24.45020758,24.20551812
acadvl(1of2),96.21924745,89.80747769,73.08679575,24.5184848,25.11728402,26.9723722,52.64681008,49.91256124,49.3381921,41.38892911,66.33000579,44.26614542,80.58202416,86.00521272,94.09236113,108.5529555
acadvl(2of2),43.79100658,41.11210862,47.52361668,81.48742696,76.48101536,72.38918926,64.09769499,65.8655499,69.14336035,55.40557857,61.36786094,61.17304742,42.95054031,45.63890989,38.84891885,39.58173776
acap2(1of3),0.836732195,1.030251017,1.068328569,1.628190837,0.933809694,1.945310213,0.983104737,1.434114485,0.553512624,0.845362578,0.75873859,0.843640038,0.756484132,0.900157052,1.029125878,1.029741887
acap2(2of3),20.53269986,21.10775555,19.09146556,30.94356599,32.23756593,25.64319087,30.83798013,34.83846855,32.00669045,28.59980587,35.51355555,33.52328343,24.41534829,16.90675498,18.42077391,18.04027449
acap2(3of3),14.82462384,15.31400154,13.23362186,17.43826577,16.91895321,15.05178171,21.24571659,20.337916,17.86350451,16.11434318,15.20723911,18.01669031,15.73414951,14.23213262,13.04268971,13.74495389
acap3(1of3),1.737559761,1.581853812,2.115369552,3.209659062,2.9858886,3.886931342,3.043489688,3.538562413,2.829013127,3.641140828,4.278306701,4.933272383,2.974250907,2.683073413,2.715163947,3.066180738
